compound_id,target_id,isomeric_smiles,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr
590-63-6,pa_ph1n1,C[C@@H](C[N+](C)(C)C)OC(N)=O,0.8969,0.9535,0.985,0.7474,0.9163,0.9895
595-33-5,pa_ph1n1,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.3352,0.4636,0.0533,0.2717,0.7266,0.5091
60-32-2,pa_ph1n1,[NH3+]CCCCCC(=O)[O-],0.018,0.1154,0.1785,0.5201,0.8147,0.0312
60-56-0,pa_ph1n1,Cn1cc[nH]c1=S,0.8222,0.8462,0.9152,0.9028,0.6016,0.7239
6018-19-5,pa_ph1n1,Nc1ccc(C(=O)[O-])c(O)c1,0.5964,0.7183,0.1216,0.544,0.6292,0.3095
603-50-9,pa_ph1n1,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2cccc[nH+]2)cc1,0.0679,0.3456,0.2093,0.5212,0.4657,0.3529
61-16-5,pa_ph1n1,COc1ccc(OC)c([C@@H](O)[C@H](C)[NH3+])c1,0.3589,0.4053,0.5144,0.3118,0.4128,0.0743
61-76-7,pa_ph1n1,C[NH2+]C[C@H](O)c1cccc(O)c1,0.6607,0.9486,0.3538,0.2613,0.4166,0.5591
61318-91-0,pa_ph1n1,Clc1ccc(CS[C@@H](Cn2cc[nH+]c2)c2ccc(Cl)cc2Cl)cc1,0.758,0.8543,0.2249,0.6291,0.2336,0.1635
61718-82-9,pa_ph1n1,COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1,0.0735,0.7185,0.6832,0.737,0.6938,0.5986
62-31-7,pa_ph1n1,[NH3+]CCc1ccc(O)c(O)c1,0.7782,0.8154,0.5413,0.7324,0.678,0.7181
62-97-5,pa_ph1n1,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0.8912,0.8094,0.9636,0.9152,0.6322,0.8515
62013-04-1,pa_ph1n1,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,0.9447,0.9422,0.6391,0.9313,0.1301,0.3403
624-49-7,pa_ph1n1,COC(=O)/C=C/C(=O)OC,0.6938,0.3306,0.2729,0.113,0.6862,0.2554
62571-86-2,pa_ph1n1,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)[O-],0.7335,0.5961,0.892,0.4996,0.3467,0.4977
62893-19-0,pa_ph1n1,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,0.5078,0.4832,0.6229,0.1609,0.8636,0.98
63-45-6,pa_ph1n1,COc1cc(N[C@H](C)CCC[NH3+])c2ncccc2c1,0.6216,0.3547,0.4368,0.2333,0.6525,0.2392
63-74-1,pa_ph1n1,Nc1ccc(S(N)(=O)=O)cc1,0.7972,0.7969,0.3352,0.5518,0.4531,0.0097
63-92-3,pa_ph1n1,C[C@@H](COc1ccccc1)[N@@H+](CCCl)Cc1ccccc1,0.606,0.2114,0.7702,0.9132,0.6958,0.561
635728-49-3,pa_ph1n1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,0.7405,0.8865,0.9463,0.9149,0.8995,0.6652
63659-19-8,pa_ph1n1,CC(C)[NH2+]C[C@@H](O)COc1ccc(CCOCC2CC2)cc1,0.833,0.8542,0.0825,0.7809,0.1371,0.0744
64-75-5,pa_ph1n1,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.1713,0.033,0.0919,0.3131,0.678,0.4998
64-77-7,pa_ph1n1,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,0.8311,0.6263,0.2908,0.8213,0.078,0.0572
641571-10-0,pa_ph1n1,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,0.5636,0.8553,0.1165,0.0884,0.754,0.4031
64228-81-5,pa_ph1n1,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,0.0306,0.4358,0.3083,0.7393,0.1787,0.6526
64461-82-1,pa_ph1n1,Clc1ccc2nsnc2c1N=C1NCCN1,0.5417,0.8659,0.1128,0.0729,0.658,0.483
645-05-6,pa_ph1n1,CN(C)c1nc(N(C)C)nc(N(C)C)n1,0.6475,0.6856,0.5621,0.4779,0.3696,0.0059
64872-77-1,pa_ph1n1,Clc1ccc(CC[C@@H](Cn2cc[nH+]c2)Sc2c(Cl)cccc2Cl)cc1,0.973,0.8539,0.6341,0.2318,0.0959,0.3627
6493-05-6,pa_ph1n1,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.68,0.1083,0.6481,0.4683,0.3261,0.981
65-28-1,pa_ph1n1,Cc1ccc(N(CC2=[NH+]CCN2)c2cccc(O)c2)cc1,0.4547,0.2934,0.1424,0.6392,0.3098,0.7076
65-29-2,pa_ph1n1,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0.5486,0.1337,0.5887,0.6645,0.068,0.0595
65277-42-1,pa_ph1n1,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cc[nH+]c4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.0565,0.11,0.8694,0.8797,0.3766,0.5078
65473-14-5,pa_ph1n1,C[N@@H+](CC=Cc1ccccc1)Cc1cccc2ccccc12,0.7717,0.7434,0.606,0.5896,0.3223,0.4379
66085-59-4,pa_ph1n1,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,0.5367,0.6797,0.3026,0.5305,0.6763,0.6884
66104-23-2,pa_ph1n1,CCC[N@H+]1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.6245,0.2815,0.5286,0.369,0.331,0.2689
66357-59-3,pa_ph1n1,C/[NH+]=C(\C[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,0.7358,0.221,0.8441,0.2148,0.8566,0.6093
67-03-8,pa_ph1n1,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.999,0.9773,0.9166,0.967,0.2364,0.3694
67-48-1,pa_ph1n1,C[N+](C)(C)CCO,0.9552,0.9469,0.7432,0.9834,0.423,0.4314
67-73-2,pa_ph1n1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.8543,0.5631,0.8906,0.9458,0.9812,0.7305
67-92-5,pa_ph1n1,CC[NH+](CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,0.7637,0.9597,0.4319,0.824,0.0217,0.0397
68-35-9,pa_ph1n1,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,0.8824,0.3374,0.6402,0.188,0.2824,0.2083
68-41-7,pa_ph1n1,[NH3+][C@@H]1CONC1=O,0.0692,0.434,0.3281,0.3623,0.0553,0.0129
68291-97-4,pa_ph1n1,NS(=O)(=O)Cc1noc2ccccc12,0.4038,0.5878,0.286,0.2799,0.2242,0.18
68373-14-8,pa_ph1n1,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,0.9737,0.6425,0.7628,0.5057,0.2322,0.1575
697761-98-1,pa_ph1n1,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)[O-])cn2[C@H](CO)C(C)C,0.97,0.762,0.5818,0.4591,0.102,0.6097
70024-40-7,pa_ph1n1,COc1cc2[nH+]c(N3CCN(C(=O)[C@H]4CCCO4)CC3)nc(N)c2cc1OC,0.5581,0.3312,0.8679,0.4501,0.8209,0.5679
70458-96-7,pa_ph1n1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21,0.5815,0.7022,0.1135,0.301,0.8421,0.6434
70476-82-3,pa_ph1n1,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c21,0.4884,0.8817,0.4541,0.9626,0.1774,0.4441
7081-44-9,pa_ph1n1,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0.4738,0.0287,0.5225,0.5659,0.6747,0.3775
71-58-9,pa_ph1n1,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0645,0.6313,0.3877,0.6419,0.0984,0.6711
71675-85-9,pa_ph1n1,CC[N@@H+]1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0.3309,0.2393,0.7894,0.7822,0.9291,0.3432
72-14-0,pa_ph1n1,Nc1ccc(S(=O)(=O)/N=c2\[nH]ccs2)cc1,0.6295,0.3168,0.5251,0.6434,0.2618,0.4032
72-33-3,pa_ph1n1,C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,0.9833,0.9459,0.9957,0.999,0.1688,0.0896
721-50-6,pa_ph1n1,CCC[NH2+][C@H](C)C(=O)Nc1ccccc1C,0.0101,0.0024,0.0369,0.0948,0.3945,0.9532
723-46-6,pa_ph1n1,Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,0.455,0.115,0.3606,0.6016,0.2858,0.5001
72432-03-2,pa_ph1n1,OCC[N@@H+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0.3338,0.0555,0.6883,0.6558,0.2349,0.2673
72559-06-9,pa_ph1n1,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c([O-])c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,0.9976,0.3959,0.0554,0.0968,0.0557,0.1666
7279-75-6,pa_ph1n1,CC[C@@H]([NH2+]C(C)C)[C@@H](O)c1ccc(O)c(O)c1,0.8211,0.2293,0.0656,0.0026,0.212,0.3794
73590-58-6,pa_ph1n1,COc1ccc2nc([S@](=O)Cc3[nH+]cc(C)c(OC)c3C)[nH]c2c1,0.8397,0.7746,0.8159,0.8498,0.603,0.6898
738-70-5,pa_ph1n1,COc1cc(Cc2cnc(N)[nH+]c2N)cc(OC)c1OC,0.5136,0.1241,0.9913,0.9059,0.8983,0.1595
73816-42-9,pa_ph1n1,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@H]12,0.4159,0.2566,0.4328,0.0868,0.2904,0.453
73963-72-1,pa_ph1n1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0.704,0.3191,0.7195,0.7424,0.9064,0.2883
74011-58-8,pa_ph1n1,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,0.8434,0.97,0.8799,0.535,0.6372,0.2978
745-65-3,pa_ph1n1,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],0.4062,0.6267,0.5155,0.679,0.1227,0.1968
74863-84-6,pa_ph1n1,C[C@@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)[O-])C1,0.6093,0.8016,0.3119,0.3858,0.7367,0.4729
753498-25-8,pa_ph1n1,CCc1cc2c(cc1CC)CC([NH2+]C[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,0.2739,0.5845,0.999,0.8076,0.2699,0.9652
75607-67-9,pa_ph1n1,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,0.1022,0.1062,0.2287,0.7847,0.0745,0.0103
75695-93-1,pa_ph1n1,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,0.6461,0.8757,0.9885,0.9528,0.8084,0.9157
75706-12-6,pa_ph1n1,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.5061,0.6858,0.3247,0.8129,0.3036,0.1011
76-90-4,pa_ph1n1,C[N+]1(C)CCC[C@@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0.3603,0.1516,0.3245,0.248,0.4986,0.766
7681-93-8,pa_ph1n1,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],0.7144,0.5476,0.5294,0.2115,0.4817,0.6305
76824-35-6,pa_ph1n1,[NH-]S(=O)(=O)NC(=[NH2+])CCSCc1csc(N=C(N)N)n1,0.5552,0.9079,0.4343,0.8978,0.2499,0.0651
77-86-1,pa_ph1n1,[NH3+]C(CO)(CO)CO,0.9956,0.9742,0.9773,0.9988,0.9642,0.6041
77883-43-3,pa_ph1n1,COc1cc2[nH+]c(N3CCN(C(=O)[C@@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,0.6739,0.3008,0.3001,0.1752,0.1391,0.1083
78110-38-0,pa_ph1n1,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],0.7541,0.825,0.7807,0.1336,0.4829,0.824
78246-49-8,pa_ph1n1,Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1,0.891,0.7357,0.3071,0.0352,0.4112,0.6427
78415-72-2,pa_ph1n1,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0.7585,0.7099,0.5812,0.5891,0.7315,0.8592
79-57-2,pa_ph1n1,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,0.2202,0.1248,0.375,0.4328,0.2604,0.2531
79307-93-0,pa_ph1n1,C[N@@H+]1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,0.2863,0.1011,0.1791,0.0925,0.7362,0.9202
79559-97-0,pa_ph1n1,C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0.3088,0.2249,0.0958,0.1413,0.3035,0.2696
797-63-7,pa_ph1n1,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0.9812,0.9308,0.5391,0.9234,0.4628,0.9024
79794-75-5,pa_ph1n1,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3ccc[nH+]c32)CC1,0.7593,0.7883,0.2908,0.7743,0.8895,0.9765
79902-63-9,pa_ph1n1,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0.3714,0.2699,0.6325,0.269,0.243,0.347
80-50-2,pa_ph1n1,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,0.5869,0.6187,0.2078,0.0499,0.059,0.4293
80-77-3,pa_ph1n1,CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,0.0649,0.0238,0.6917,0.5705,0.0153,0.3169
81403-68-1,pa_ph1n1,COc1cc2[nH+]c(N(C)CCCNC(=O)[C@H]3CCCO3)nc(N)c2cc1OC,0.1831,0.4078,0.1163,0.1378,0.1877,0.7811
82034-46-6,pa_ph1n1,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.3932,0.7097,0.8665,0.3648,0.7879,0.6709
82586-52-5,pa_ph1n1,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)[O-],0.9643,0.8171,0.8711,0.9445,0.3461,0.295
82586-55-8,pa_ph1n1,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)[O-],0.5875,0.3127,0.49,0.4318,0.3971,0.4967
82640-04-8,pa_ph1n1,O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.3925,0.7841,0.4481,0.3488,0.8527,0.7936
83-12-5,pa_ph1n1,O=C1C(c2ccccc2)=C([O-])c2ccccc21,0.2483,0.387,0.3787,0.641,0.0253,0.4898
83-43-2,pa_ph1n1,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,0.7038,0.2252,0.0336,0.0349,0.7995,0.4038
83-88-5,pa_ph1n1,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,0.2137,0.5998,0.8328,0.9342,0.4278,0.1782
83915-83-7,pa_ph1n1,[NH3+]CCCC[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],0.143,0.0081,0.9829,0.9347,0.6152,0.1321
84371-65-3,pa_ph1n1,CC#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@]21C,0.9064,0.0768,0.7495,0.3283,0.6759,0.6013
849217-68-1,pa_ph1n1,COc1cc2[nH+]ccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,0.0209,0.2278,0.7527,0.8226,0.911,0.8278
85371-64-8,pa_ph1n1,C[C@@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,0.3614,0.3096,0.4925,0.5711,0.1206,0.3865
85622-93-1,pa_ph1n1,Cn1nnc2c(C(N)=O)ncn2c1=O,0.242,0.2195,0.3809,0.7861,0.0565,0.0324
85650-56-2,pa_ph1n1,C[N@H+]1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,0.5952,0.3719,0.4987,0.4592,0.4048,0.6714
859-18-7,pa_ph1n1,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)[N@H+](C)C1,0.8465,0.7467,0.5166,0.5604,0.7974,0.6421
863031-21-4,pa_ph1n1,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0.696,0.7061,0.7102,0.922,0.7338,0.135
873857-62-6,pa_ph1n1,CCc1c(Cl)c([O-])c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,0.9975,0.9717,0.9308,0.8629,0.2813,0.3926
877399-52-5,pa_ph1n1,C[C@@H](Oc1cc(-c2cnn(C3CC[NH2+]CC3)c2)c[nH+]c1N)c1c(Cl)ccc(F)c1Cl,0.8681,0.6537,0.7626,0.8247,0.9288,0.6759
879085-55-9,pa_ph1n1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,0.9258,0.9408,0.737,0.9547,0.0811,0.015
880149-29-1,pa_ph1n1,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],0.8918,0.3494,0.8437,0.802,0.3139,0.8693
88889-14-9,pa_ph1n1,CCC(=O)O[C@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,0.7201,0.9608,0.3119,0.2482,0.5218,0.1145
89-25-8,pa_ph1n1,Cc1cc(O)n(-c2ccccc2)n1,0.9973,0.9957,0.335,0.6063,0.8196,0.5657
90357-06-5,pa_ph1n1,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,0.3217,0.5213,0.6787,0.8496,0.7916,0.2687
91374-20-8,pa_ph1n1,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,0.1122,0.4287,0.1338,0.2198,0.8663,0.4588
91832-40-5,pa_ph1n1,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0.9478,0.9924,0.4034,0.5812,0.0573,0.0198
93793-83-0,pa_ph1n1,CC(=O)OCC(=O)NCCCOc1cccc(C[NH+]2CCCCC2)c1,0.5024,0.2507,0.8031,0.8912,0.7165,0.0956
93957-55-2,pa_ph1n1,CC(C)n1c(C=C[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,0.6743,0.1127,0.0615,0.079,0.4503,0.8928
941678-49-5,pa_ph1n1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,0.7084,0.7797,0.8125,0.6577,0.0895,0.1254
95-25-0,pa_ph1n1,O=c1[nH]c2cc(Cl)ccc2o1,0.0494,0.0822,0.1504,0.2775,0.1351,0.7039
95635-55-5,pa_ph1n1,COc1ccccc1OC[C@@H](O)C[NH+]1CCN(CC(=O)Nc2c(C)cccc2C)CC1,0.9961,0.9586,0.9639,0.9667,0.7376,0.3771
96829-58-2,pa_ph1n1,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,0.8175,0.6106,0.3115,0.0511,0.083,0.6415
97-77-8,pa_ph1n1,CCN(CC)C(=S)SSC(=S)N(CC)CC,0.2831,0.6455,0.7847,0.2309,0.521,0.3918
97240-79-4,pa_ph1n1,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,0.5544,0.9022,0.3331,0.837,0.5992,0.0895
99300-78-4,pa_ph1n1,COc1ccc([C@H](C[NH+](C)C)C2(O)CCCCC2)cc1,0.3165,0.4716,0.9889,0.7361,0.7603,0.9797
99592-39-9,pa_ph1n1,Clc1ccc([C@H](Cn2cc[nH+]c2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0.9955,0.8894,0.8736,0.9536,0.2557,0.3114
