dataset_label,base_name,selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,param_log10_learning_rate,param_signature,outer_fold_spearman,feature_set_label,target_class_label
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,76,100,0.2733,0.2733,"{'learning_rate': 0.0328, 'max_depth': 8, 'n_estimators': 550, 'subsample': 0.676}",0.0328,8.0,550.0,0.676,-1.4841261562883208,learning_rate=0.0328;max_depth=8;n_estimators=550;subsample=0.676,0.2524,Scores + Glide uncertainty + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,42,100,0.2535,0.2535,"{'learning_rate': 0.0235, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.976}",0.0235,6.0,400.0,0.976,-1.6289321377282637,learning_rate=0.0235;max_depth=6;n_estimators=400;subsample=0.976,0.3177,Scores + Glide uncertainty + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,29,100,0.231,0.231,"{'learning_rate': 0.0627, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.918}",0.0627,8.0,100.0,0.918,-1.2027324591692836,learning_rate=0.0627;max_depth=8;n_estimators=100;subsample=0.918,0.2829,Scores + Glide uncertainty + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,91,100,0.4988,0.4988,"{'learning_rate': 0.0325, 'max_depth': 8, 'n_estimators': 450, 'subsample': 0.853}",0.0325,8.0,450.0,0.853,-1.4881166390211256,learning_rate=0.0325;max_depth=8;n_estimators=450;subsample=0.853,0.6253,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,65,100,0.5039,0.5039,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 250, 'subsample': 0.792}",0.065,8.0,250.0,0.792,-1.1870866433571443,learning_rate=0.065;max_depth=8;n_estimators=250;subsample=0.792,0.5405,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,51,100,0.5255,0.5255,"{'learning_rate': 0.0252, 'max_depth': 8, 'n_estimators': 450, 'subsample': 0.876}",0.0252,8.0,450.0,0.876,-1.5985994592184558,learning_rate=0.0252;max_depth=8;n_estimators=450;subsample=0.876,0.5907,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,91,100,0.5075,0.5075,"{'learning_rate': 0.0171, 'max_depth': 8, 'n_estimators': 500, 'subsample': 0.809}",0.0171,8.0,500.0,0.809,-1.7670038896078462,learning_rate=0.0171;max_depth=8;n_estimators=500;subsample=0.809,0.6806,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,54,100,0.4388,0.4388,"{'learning_rate': 0.0316, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.706}",0.0316,8.0,300.0,0.706,-1.5003129173815961,learning_rate=0.0316;max_depth=8;n_estimators=300;subsample=0.706,0.5929,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,91,100,0.2873,0.2873,"{'learning_rate': 0.0187, 'max_depth': 8, 'n_estimators': 550, 'subsample': 0.96}",0.0187,8.0,550.0,0.96,-1.728158393463501,learning_rate=0.0187;max_depth=8;n_estimators=550;subsample=0.96,0.3935,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,67,100,0.3188,0.3188,"{'learning_rate': 0.0179, 'max_depth': 7, 'n_estimators': 600, 'subsample': 0.811}",0.0179,7.0,600.0,0.811,-1.747146969020107,learning_rate=0.0179;max_depth=7;n_estimators=600;subsample=0.811,0.3079,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,95,100,0.3006,0.3006,"{'learning_rate': 0.036, 'max_depth': 8, 'n_estimators': 550, 'subsample': 0.568}",0.036,8.0,550.0,0.568,-1.4436974992327127,learning_rate=0.036;max_depth=8;n_estimators=550;subsample=0.568,0.291,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,81,100,0.304,0.304,"{'learning_rate': 0.0405, 'max_depth': 7, 'n_estimators': 450, 'subsample': 0.945}",0.0405,7.0,450.0,0.945,-1.3925449767853315,learning_rate=0.0405;max_depth=7;n_estimators=450;subsample=0.945,0.4285,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,31,100,0.257,0.257,"{'learning_rate': 0.0701, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.828}",0.0701,7.0,500.0,0.828,-1.1542819820333414,learning_rate=0.0701;max_depth=7;n_estimators=500;subsample=0.828,0.3321,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_target_context,xgboost,20,nested,spearman,8,100,0.2295,0.2295,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}",0.247,8.0,100.0,0.904,-0.6073030467403343,learning_rate=0.247;max_depth=8;n_estimators=100;subsample=0.904,0.2299,Scores + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_target_context,xgboost,20,nested,spearman,70,100,0.2316,0.2316,"{'learning_rate': 0.013, 'max_depth': 7, 'n_estimators': 250, 'subsample': 0.629}",0.013,7.0,250.0,0.629,-1.8860566476931633,learning_rate=0.013;max_depth=7;n_estimators=250;subsample=0.629,0.1914,Scores + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_target_context,xgboost,20,nested,spearman,43,100,0.2367,0.2367,"{'learning_rate': 0.0202, 'max_depth': 7, 'n_estimators': 250, 'subsample': 0.799}",0.0202,7.0,250.0,0.799,-1.6946486305533763,learning_rate=0.0202;max_depth=7;n_estimators=250;subsample=0.799,0.162,Scores + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_target_context,xgboost,20,nested,spearman,58,100,0.2427,0.2427,"{'learning_rate': 0.0995, 'max_depth': 6, 'n_estimators': 600, 'subsample': 1.0}",0.0995,6.0,600.0,1.0,-1.0021769192542744,learning_rate=0.0995;max_depth=6;n_estimators=600;subsample=1.0,0.2667,Scores + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_target_context,xgboost,20,nested,spearman,90,100,0.2083,0.2083,"{'learning_rate': 0.0715, 'max_depth': 8, 'n_estimators': 150, 'subsample': 0.979}",0.0715,8.0,150.0,0.979,-1.1456939581989194,learning_rate=0.0715;max_depth=8;n_estimators=150;subsample=0.979,0.2163,Scores + Target context,PA
