dataset_label,dataset_display,id,observed_mean_pkd,predicted_mean_pkd,observed_worst_strain,observed_worst_strain_display,predicted_worst_strain,predicted_worst_strain_display,observed_worst_pkd,predicted_worst_pkd,observed_strain_range,predicted_strain_range,heatmap_row,label_pkd_ph1n1,pred_mean_ph1n1,residual_ph1n1,abs_error_ph1n1,label_pkd_h3n2,pred_mean_h3n2,residual_h3n2,abs_error_h3n2,label_pkd_h5n1,pred_mean_h5n1,residual_h5n1,abs_error_h5n1
pa,PA,150399-23-8,4.767666666666667,4.659566666666667,h5n1,H5N1,ph1n1,pH1N1,4.472,4.6,0.5519999999999996,0.15990000000000038,113,5.024,4.6,0.4240000000000004,0.4240000000000004,4.807,4.6188,0.18820000000000014,0.18820000000000014,4.472,4.7599,-0.2878999999999996,0.2878999999999996
pa,PA,2809-21-4,4.745,4.740066666666666,ph1n1,pH1N1,h3n2,H3N2,4.679,4.6787,0.1849999999999996,0.1474000000000002,114,4.679,4.8261,-0.1471,0.1471,4.864,4.6787,0.1852999999999998,0.1852999999999998,4.692,4.7154,-0.023399999999999643,0.023399999999999643
pa,PA,19356-17-3,4.737666666666667,4.7001,ph1n1,pH1N1,h3n2,H3N2,4.361,4.6375,0.7000000000000002,0.11019999999999985,115,4.361,4.7477,-0.38670000000000027,0.38670000000000027,5.061,4.6375,0.42349999999999977,0.42349999999999977,4.791,4.7151,0.07590000000000074,0.07590000000000074
pa,PA,138402-11-6,4.729,4.8691,h5n1,H5N1,h3n2,H3N2,4.575,4.8365,0.28000000000000025,0.09780000000000033,116,4.757,4.9343,-0.17730000000000068,0.17730000000000068,4.855,4.8365,0.018500000000000405,0.018500000000000405,4.575,4.8365,-0.26149999999999984,0.26149999999999984
pa,PA,106266-06-2,4.719666666666666,4.599799999999999,ph1n1,pH1N1,h5n1,H5N1,4.318,4.3053,0.6360000000000001,0.5453000000000001,117,4.318,4.8506,-0.5326000000000004,0.5326000000000004,4.954,4.6435,0.31049999999999933,0.31049999999999933,4.887,4.3053,0.5816999999999997,0.5816999999999997
pa,PA,66104-23-2,4.713333333333334,4.6508666666666665,ph1n1,pH1N1,h5n1,H5N1,4.43,4.4119,0.7930000000000001,0.36219999999999963,118,4.43,4.7666,-0.3366000000000007,0.3366000000000007,4.487,4.7741,-0.2870999999999997,0.2870999999999997,5.223,4.4119,0.8110999999999997,0.8110999999999997
pa,PA,152-62-5,4.71,4.5935,ph1n1,pH1N1,h5n1,H5N1,4.536,4.54,0.48800000000000043,0.1524000000000001,119,4.536,4.6924,-0.15640000000000054,0.15640000000000054,4.57,4.5481,0.021900000000000475,0.021900000000000475,5.024,4.54,0.484,0.484
pa,PA,50-63-5,4.707333333333334,4.589733333333334,ph1n1,pH1N1,ph1n1,pH1N1,3.998,4.392,2.0519999999999996,0.29659999999999975,120,3.998,4.392,-0.39400000000000013,0.39400000000000013,6.05,4.6886,1.3613999999999997,1.3613999999999997,4.074,4.6886,-0.6146000000000003,0.6146000000000003
pa,PA,115256-11-6,4.7026666666666666,4.733566666666667,h3n2,H3N2,ph1n1,pH1N1,4.272,4.6217,0.7409999999999997,0.16780000000000062,121,5.013,4.6217,0.3913000000000002,0.3913000000000002,4.272,4.7895,-0.5175000000000001,0.5175000000000001,4.823,4.7895,0.033500000000000085,0.033500000000000085
pa,PA,107-35-7,4.692,4.1827,ph1n1,pH1N1,ph1n1,pH1N1,4.324,4.1827,0.8639999999999999,0.0,122,4.324,4.1827,0.1413000000000002,0.1413000000000002,4.564,4.1827,0.3813000000000004,0.3813000000000004,5.188,4.1827,1.0053,1.0053
pa,PA,738-70-5,4.6866666666666665,4.684266666666667,ph1n1,pH1N1,h5n1,H5N1,4.44,4.4507,0.6179999999999994,0.38919999999999977,123,4.44,4.7622,-0.3221999999999996,0.3221999999999996,4.562,4.8399,-0.2778999999999998,0.2778999999999998,5.058,4.4507,0.6072999999999995,0.6072999999999995
pa,PA,70458-96-7,4.684666666666667,4.748466666666666,ph1n1,pH1N1,h5n1,H5N1,4.039,4.1989,1.6720000000000006,1.1341,124,4.039,4.7135,-0.6745000000000001,0.6745000000000001,4.304,5.333,-1.029,1.029,5.711,4.1989,1.5121000000000002,1.5121000000000002
pa,PA,440-17-5,4.682666666666667,4.5061,h5n1,H5N1,ph1n1,pH1N1,3.94,4.2413,1.5470000000000002,0.3971999999999998,125,4.621,4.2413,0.3797000000000006,0.3797000000000006,5.487,4.6385,0.8485000000000005,0.8485000000000005,3.94,4.6385,-0.6984999999999997,0.6984999999999997
pa,PA,163222-33-1,4.678333333333333,4.869166666666667,ph1n1,pH1N1,h5n1,H5N1,4.284,4.6797,0.6429999999999998,0.28419999999999934,126,4.284,4.9639,-0.6799,0.6799,4.927,4.9639,-0.036900000000000155,0.036900000000000155,4.824,4.6797,0.14429999999999943,0.14429999999999943
pa,PA,125-84-8,4.670333333333333,4.635366666666667,h3n2,H3N2,h5n1,H5N1,4.112,4.256,1.0190000000000001,0.5830000000000002,127,4.768,4.8111,-0.043099999999999916,0.043099999999999916,4.112,4.839,-0.7270000000000003,0.7270000000000003,5.131,4.256,0.875,0.875
pa,PA,79307-93-0,4.669,4.640666666666667,h3n2,H3N2,ph1n1,pH1N1,3.813,4.1641,1.9919999999999995,1.4296999999999995,128,4.389,4.1641,0.22489999999999988,0.22489999999999988,3.813,5.5938,-1.7807999999999997,1.7807999999999997,5.805,4.1641,1.6408999999999994,1.6408999999999994
pa,PA,38304-91-5,4.667666666666666,4.549566666666666,h5n1,H5N1,ph1n1,pH1N1,4.56,4.4899,0.258,0.17900000000000027,129,4.818,4.4899,0.32810000000000006,0.32810000000000006,4.625,4.6689,-0.04389999999999983,0.04389999999999983,4.56,4.4899,0.07010000000000005,0.07010000000000005
pa,PA,79794-75-5,4.665333333333334,4.372166666666666,h3n2,H3N2,ph1n1,pH1N1,3.949,4.044,1.2860000000000005,0.9845000000000006,130,5.235,4.044,1.1910000000000007,1.1910000000000007,3.949,5.0285,-1.0795000000000003,1.0795000000000003,4.812,4.044,0.7680000000000007,0.7680000000000007
pa,PA,65473-14-5,4.665333333333334,4.5049,h5n1,H5N1,h3n2,H3N2,4.21,4.24,0.7140000000000004,0.48519999999999985,131,4.862,4.5495,0.3125,0.3125,4.924,4.24,0.6840000000000002,0.6840000000000002,4.21,4.7252,-0.5152000000000001,0.5152000000000001
pa,PA,54029-12-8,4.658333333333333,4.662133333333333,h3n2,H3N2,h5n1,H5N1,4.137,4.3829,1.4370000000000003,0.5632000000000001,132,4.264,4.6574,-0.39339999999999975,0.39339999999999975,4.137,4.9461,-0.8091000000000008,0.8091000000000008,5.574,4.3829,1.1910999999999996,1.1910999999999996
pa,PA,19774-82-4,4.651,4.1331999999999995,ph1n1,pH1N1,h3n2,H3N2,4.032,4.0435,1.229,0.2690999999999999,133,4.032,4.3126,-0.28059999999999974,0.28059999999999974,5.261,4.0435,1.2175000000000002,1.2175000000000002,4.66,4.0435,0.6165000000000003,0.6165000000000003
pa,PA,50-78-2,4.647666666666666,4.549166666666667,h3n2,H3N2,ph1n1,pH1N1,4.181,4.4991,0.8549999999999995,0.1501999999999999,134,5.036,4.4991,0.5368999999999993,0.5368999999999993,4.181,4.4991,-0.31810000000000027,0.31810000000000027,4.726,4.6493,0.07669999999999977,0.07669999999999977
pa,PA,50700-72-6,4.6433333333333335,4.693966666666666,h5n1,H5N1,ph1n1,pH1N1,4.233,4.5935,1.1510000000000007,0.3014000000000001,135,5.384,4.5935,0.7905000000000006,0.7905000000000006,4.313,4.5935,-0.28049999999999997,0.28049999999999997,4.233,4.8949,-0.6619000000000002,0.6619000000000002
pa,PA,645-05-6,4.641333333333333,4.6466,ph1n1,pH1N1,h5n1,H5N1,4.29,4.3356,0.6139999999999999,0.4664999999999999,136,4.29,4.8021,-0.5121000000000002,0.5121000000000002,4.73,4.8021,-0.07209999999999983,0.07209999999999983,4.904,4.3356,0.5683999999999996,0.5683999999999996
pa,PA,133454-47-4,4.641333333333333,4.821466666666667,ph1n1,pH1N1,h3n2,H3N2,4.536,4.6656,0.25,0.23379999999999956,137,4.536,4.8994,-0.3634000000000004,0.3634000000000004,4.786,4.6656,0.12039999999999917,0.12039999999999917,4.602,4.8994,-0.29739999999999966,0.29739999999999966
pa,PA,55268-74-1,4.628666666666667,4.5795,h5n1,H5N1,ph1n1,pH1N1,3.447,4.5795,2.074,0.0,138,4.918,4.5795,0.3384999999999998,0.3384999999999998,5.521,4.5795,0.9414999999999996,0.9414999999999996,3.447,4.5795,-1.1325000000000003,1.1325000000000003
pa,PA,113-59-7,4.626,4.9866,h3n2,H3N2,h5n1,H5N1,3.887,4.1216,1.8779999999999997,1.2975000000000003,139,4.226,5.4191,-1.1931000000000003,1.1931000000000003,3.887,5.4191,-1.5321000000000002,1.5321000000000002,5.765,4.1216,1.6433999999999997,1.6433999999999997
pa,PA,51-21-8,4.617999999999999,4.4167,ph1n1,pH1N1,h3n2,H3N2,4.4,4.3021,0.5359999999999996,0.3437999999999999,140,4.4,4.6459,-0.24589999999999979,0.24589999999999979,4.936,4.3021,0.6338999999999997,0.6338999999999997,4.518,4.3021,0.21589999999999954,0.21589999999999954
pa,PA,91832-40-5,4.617,4.876166666666666,ph1n1,pH1N1,h5n1,H5N1,3.794,4.5324,1.241,0.5468999999999999,141,3.794,5.0793,-1.2852999999999999,1.2852999999999999,5.035,5.0168,0.018200000000000216,0.018200000000000216,5.022,4.5324,0.48960000000000026,0.48960000000000026
pa,PA,138926-19-9,4.616666666666666,4.6482,h5n1,H5N1,h3n2,H3N2,4.509,4.6166,0.2029999999999994,0.047399999999999665,142,4.712,4.664,0.04800000000000004,0.04800000000000004,4.629,4.6166,0.012399999999999523,0.012399999999999523,4.509,4.664,-0.15499999999999936,0.15499999999999936
pa,PA,38194-50-2,4.615,4.781333333333333,h5n1,H5N1,h3n2,H3N2,3.708,4.5664,1.678,0.4626000000000001,143,4.751,4.7486,0.002400000000000624,0.002400000000000624,5.386,4.5664,0.8196000000000003,0.8196000000000003,3.708,5.029,-1.3209999999999997,1.3209999999999997
pa,PA,624-49-7,4.6129999999999995,4.619566666666667,ph1n1,pH1N1,h3n2,H3N2,4.422,4.5426,0.3330000000000002,0.16779999999999973,144,4.422,4.7104,-0.2884000000000002,0.2884000000000002,4.755,4.5426,0.2123999999999997,0.2123999999999997,4.662,4.6057,0.05630000000000024,0.05630000000000024
pa,PA,59-05-2,4.608333333333333,4.5259,h3n2,H3N2,h5n1,H5N1,4.512,4.3736,0.17000000000000082,0.22860000000000014,145,4.631,4.6019,0.02910000000000057,0.02910000000000057,4.512,4.6022,-0.09020000000000028,0.09020000000000028,4.682,4.3736,0.3084000000000007,0.3084000000000007
pa,PA,64-77-7,4.582,4.574000000000001,h3n2,H3N2,h5n1,H5N1,4.382,4.4617,0.38200000000000056,0.22049999999999947,146,4.6,4.5781,0.021899999999999586,0.021899999999999586,4.382,4.6822,-0.30020000000000024,0.30020000000000024,4.764,4.4617,0.3022999999999998,0.3022999999999998
pa,PA,135729-62-3,4.581333333333333,4.618366666666667,h3n2,H3N2,ph1n1,pH1N1,4.404,4.496,0.47499999999999964,0.3572999999999995,147,4.879,4.496,0.3829999999999991,0.3829999999999991,4.404,4.8533,-0.44930000000000003,0.44930000000000003,4.461,4.5058,-0.04479999999999951,0.04479999999999951
pa,PA,108341-18-0,4.575666666666666,4.589166666666666,ph1n1,pH1N1,h3n2,H3N2,4.207,4.518,0.8029999999999999,0.2134999999999998,148,4.207,4.7315,-0.5244999999999997,0.5244999999999997,4.51,4.518,-0.008000000000000007,0.008000000000000007,5.01,4.518,0.492,0.492
pa,PA,73590-58-6,4.574666666666666,4.965699999999999,h3n2,H3N2,h3n2,H3N2,4.502,4.9498,0.2030000000000003,0.047699999999999854,149,4.705,4.9975,-0.29249999999999954,0.29249999999999954,4.502,4.9498,-0.4478,0.4478,4.517,4.9498,-0.4327999999999994,0.4327999999999994
pa,PA,59-87-0,4.573999999999999,4.5195333333333325,h5n1,H5N1,h3n2,H3N2,4.098,4.2974,1.096,0.6542000000000003,150,5.194,4.3096,0.8844000000000003,0.8844000000000003,4.43,4.2974,0.13260000000000005,0.13260000000000005,4.098,4.9516,-0.8536000000000001,0.8536000000000001
pa,PA,50-81-7,4.566,4.631799999999999,h3n2,H3N2,ph1n1,pH1N1,4.234,4.2989,0.8490000000000002,0.6802000000000001,151,5.083,4.2989,0.7841000000000005,0.7841000000000005,4.234,4.6174,-0.38339999999999996,0.38339999999999996,4.381,4.9791,-0.5980999999999996,0.5980999999999996
pa,PA,165800-03-3,4.566,4.636266666666667,h3n2,H3N2,h5n1,H5N1,4.267,4.6002,0.5059999999999993,0.05410000000000004,152,4.658,4.6543,0.0037000000000002586,0.0037000000000002586,4.267,4.6543,-0.38729999999999976,0.38729999999999976,4.773,4.6002,0.17279999999999962,0.17279999999999962
pa,PA,34183-22-7,4.565,4.569533333333333,h3n2,H3N2,h5n1,H5N1,4.38,4.5197,0.41800000000000015,0.1086999999999998,153,4.798,4.5605,0.23749999999999982,0.23749999999999982,4.38,4.6284,-0.24840000000000018,0.24840000000000018,4.517,4.5197,-0.0026999999999999247,0.0026999999999999247
pa,PA,140462-76-6,4.5633333333333335,4.754966666666667,h3n2,H3N2,h5n1,H5N1,4.134,4.5789,0.6509999999999998,0.4817999999999998,154,4.771,4.6253,0.14569999999999972,0.14569999999999972,4.134,5.0607,-0.9266999999999994,0.9266999999999994,4.785,4.5789,0.20610000000000017,0.20610000000000017
pa,PA,144701-48-4,4.56,4.517966666666666,h5n1,H5N1,ph1n1,pH1N1,4.405,4.3808,0.40499999999999936,0.26370000000000005,155,4.81,4.3808,0.4291999999999998,0.4291999999999998,4.465,4.6445,-0.1795,0.1795,4.405,4.5286,-0.12359999999999971,0.12359999999999971
pa,PA,150322-43-3,4.559,4.580266666666667,ph1n1,pH1N1,h3n2,H3N2,4.242,4.4472,0.492,0.29630000000000045,156,4.242,4.7435,-0.5015000000000001,0.5015000000000001,4.734,4.4472,0.2868000000000004,0.2868000000000004,4.701,4.5501,0.15090000000000003,0.15090000000000003
pa,PA,66357-59-3,4.556,4.586133333333333,h5n1,H5N1,ph1n1,pH1N1,4.174,4.5046,0.75,0.12230000000000008,157,4.924,4.5046,0.41940000000000044,0.41940000000000044,4.57,4.6269,-0.05689999999999973,0.05689999999999973,4.174,4.6269,-0.45289999999999964,0.45289999999999964
pa,PA,41340-25-4,4.553999999999999,4.564066666666666,ph1n1,pH1N1,h5n1,H5N1,4.307,4.4391,0.4579999999999993,0.23160000000000025,158,4.307,4.6707,-0.3636999999999997,0.3636999999999997,4.59,4.5824,0.007600000000000051,0.007600000000000051,4.765,4.4391,0.32589999999999986,0.32589999999999986
pa,PA,76-90-4,4.542666666666666,4.469033333333333,h5n1,H5N1,ph1n1,pH1N1,4.482,4.4555,0.09600000000000009,0.040600000000000414,159,4.568,4.4555,0.11249999999999982,0.11249999999999982,4.578,4.4961,0.08190000000000008,0.08190000000000008,4.482,4.4555,0.026500000000000412,0.026500000000000412
pa,PA,50-35-1,4.542000000000001,4.4135333333333335,h3n2,H3N2,h5n1,H5N1,3.809,3.9771,1.6790000000000003,0.7607999999999997,160,4.329,4.5256,-0.1966000000000001,0.1966000000000001,3.809,4.7379,-0.9288999999999996,0.9288999999999996,5.488,3.9771,1.5109000000000004,1.5109000000000004
pa,PA,111974-72-2,4.5343333333333335,4.546833333333333,ph1n1,pH1N1,h3n2,H3N2,4.28,4.517,0.383,0.04679999999999929,161,4.28,4.5597,-0.27970000000000006,0.27970000000000006,4.663,4.517,0.1459999999999999,0.1459999999999999,4.66,4.5638,0.09620000000000051,0.09620000000000051
pa,PA,85371-64-8,4.534,4.560066666666667,h3n2,H3N2,ph1n1,pH1N1,4.267,4.2759,0.593,0.5083000000000002,162,4.475,4.2759,0.1990999999999996,0.1990999999999996,4.267,4.7842,-0.5171999999999999,0.5171999999999999,4.86,4.6201,0.23990000000000045,0.23990000000000045
pa,PA,231277-92-2,4.524666666666666,4.4441999999999995,ph1n1,pH1N1,ph1n1,pH1N1,4.412,4.4226,0.17499999999999982,0.06479999999999997,163,4.412,4.4226,-0.010600000000000165,0.010600000000000165,4.587,4.4874,0.09959999999999969,0.09959999999999969,4.575,4.4226,0.1524000000000001,0.1524000000000001
pa,PA,28657-80-9,4.520666666666666,4.563,h5n1,H5N1,ph1n1,pH1N1,4.077,4.2502,1.0179999999999998,0.5742999999999991,164,5.095,4.2502,0.8447999999999993,0.8447999999999993,4.39,4.6143,-0.2243000000000004,0.2243000000000004,4.077,4.8245,-0.7474999999999996,0.7474999999999996
pa,PA,34552-83-5,4.518666666666666,4.207033333333333,h3n2,H3N2,h5n1,H5N1,3.979,4.0543,1.1979999999999995,0.22910000000000075,165,5.177,4.2834,0.8935999999999993,0.8935999999999993,3.979,4.2834,-0.3044000000000002,0.3044000000000002,4.4,4.0543,0.3457000000000008,0.3457000000000008
pa,PA,224785-90-4,4.518,4.496533333333333,h5n1,H5N1,ph1n1,pH1N1,4.36,4.4576,0.25099999999999945,0.11679999999999957,166,4.611,4.4576,0.15339999999999954,0.15339999999999954,4.583,4.4576,0.12539999999999996,0.12539999999999996,4.36,4.5744,-0.21439999999999948,0.21439999999999948
pa,PA,330784-47-9,4.515666666666667,4.5143,ph1n1,pH1N1,h5n1,H5N1,4.496,4.5053,0.0389999999999997,0.024700000000000166,167,4.496,4.53,-0.03399999999999981,0.03399999999999981,4.535,4.5076,0.02740000000000009,0.02740000000000009,4.516,4.5053,0.010699999999999932,0.010699999999999932
pa,PA,124937-52-6,4.511333333333333,4.3587,ph1n1,pH1N1,h3n2,H3N2,4.249,4.2676,0.5660000000000007,0.2732999999999999,168,4.249,4.5409,-0.29190000000000005,0.29190000000000005,4.47,4.2676,0.2023999999999999,0.2023999999999999,4.815,4.2676,0.5474000000000006,0.5474000000000006
pa,PA,873857-62-6,4.508666666666667,4.480366666666666,h5n1,H5N1,ph1n1,pH1N1,4.357,4.2973,0.2969999999999997,0.2746000000000004,169,4.654,4.2973,0.3567,0.3567,4.515,4.5719,-0.05690000000000062,0.05690000000000062,4.357,4.5719,-0.2149000000000001,0.2149000000000001
pa,PA,3801-06-7,4.507000000000001,4.365833333333334,h5n1,H5N1,h3n2,H3N2,4.216,4.0672,0.6219999999999999,0.5704000000000002,170,4.838,4.3927,0.4453000000000005,0.4453000000000005,4.467,4.0672,0.39979999999999993,0.39979999999999993,4.216,4.6376,-0.42159999999999975,0.42159999999999975
pa,PA,27833-64-3,4.498333333333334,4.7379999999999995,h3n2,H3N2,ph1n1,pH1N1,4.331,4.6068,0.2529999999999992,0.19680000000000053,171,4.58,4.6068,-0.026799999999999713,0.026799999999999713,4.331,4.8036,-0.4725999999999999,0.4725999999999999,4.584,4.8036,-0.21960000000000068,0.21960000000000068
pa,PA,106308-44-5,4.491333333333333,4.431933333333333,ph1n1,pH1N1,h3n2,H3N2,3.842,4.2456,1.0580000000000003,0.5590000000000002,172,3.842,4.8046,-0.9625999999999997,0.9625999999999997,4.732,4.2456,0.4864000000000006,0.4864000000000006,4.9,4.2456,0.6544000000000008,0.6544000000000008
pa,PA,6493-05-6,4.488333333333333,4.494533333333333,h3n2,H3N2,ph1n1,pH1N1,4.202,4.3317,0.5149999999999997,0.30600000000000005,173,4.546,4.3317,0.2143000000000006,0.2143000000000006,4.202,4.6377,-0.43569999999999975,0.43569999999999975,4.717,4.5142,0.20279999999999987,0.20279999999999987
pa,PA,51481-61-9,4.479666666666667,4.4489,h5n1,H5N1,h3n2,H3N2,4.18,4.2696,0.641,0.28860000000000063,174,4.438,4.5582,-0.12020000000000053,0.12020000000000053,4.821,4.2696,0.5514000000000001,0.5514000000000001,4.18,4.5189,-0.33890000000000065,0.33890000000000065
pa,PA,78246-49-8,4.479666666666667,4.540633333333333,ph1n1,pH1N1,h5n1,H5N1,4.057,4.428,0.6389999999999993,0.2879000000000005,175,4.057,4.7159,-0.6589,0.6589,4.696,4.478,0.21799999999999997,0.21799999999999997,4.686,4.428,0.258,0.258
pa,PA,50-01-1,4.479333333333333,4.301733333333333,h3n2,H3N2,h5n1,H5N1,4.402,4.1655,0.1769999999999996,0.24220000000000041,176,4.457,4.332,0.125,0.125,4.402,4.4077,-0.005700000000000038,0.005700000000000038,4.579,4.1655,0.4135,0.4135
pa,PA,21256-18-8,4.476333333333333,4.4874,h3n2,H3N2,h3n2,H3N2,4.007,4.3735,0.9930000000000003,0.2770999999999999,177,5.0,4.4381,0.5618999999999996,0.5618999999999996,4.007,4.3735,-0.36650000000000027,0.36650000000000027,4.422,4.6506,-0.22860000000000014,0.22860000000000014
pa,PA,57852-57-0,4.471,4.3049333333333335,ph1n1,pH1N1,ph1n1,pH1N1,4.298,4.2566,0.37099999999999955,0.13569999999999993,178,4.298,4.2566,0.041400000000000325,0.041400000000000325,4.446,4.2659,0.18009999999999948,0.18009999999999948,4.669,4.3923,0.27669999999999995,0.27669999999999995
pa,PA,541-22-0,4.4703333333333335,4.488866666666667,ph1n1,pH1N1,h3n2,H3N2,4.042,4.3935,0.7030000000000003,0.26009999999999955,179,4.042,4.6536,-0.6116000000000001,0.6116000000000001,4.624,4.3935,0.23049999999999926,0.23049999999999926,4.745,4.4195,0.3254999999999999,0.3254999999999999
pa,PA,122320-73-4,4.469333333333333,5.062833333333334,ph1n1,pH1N1,h5n1,H5N1,4.347,4.5387,0.1949999999999994,0.7862,180,4.347,5.3249,-0.9779,0.9779,4.542,5.3249,-0.7829000000000006,0.7829000000000006,4.519,4.5387,-0.019700000000000273,0.019700000000000273
pa,PA,697761-98-1,4.451,4.5005,ph1n1,pH1N1,h3n2,H3N2,4.27,4.4279,0.3310000000000004,0.21779999999999955,181,4.27,4.6457,-0.37570000000000014,0.37570000000000014,4.482,4.4279,0.05410000000000004,0.05410000000000004,4.601,4.4279,0.1730999999999998,0.1730999999999998
pa,PA,153559-49-0,4.449000000000001,4.4928333333333335,h3n2,H3N2,h5n1,H5N1,4.317,4.3689,0.29000000000000004,0.18590000000000018,182,4.423,4.5548,-0.13180000000000014,0.13180000000000014,4.317,4.5548,-0.2378,0.2378,4.607,4.3689,0.2381000000000002,0.2381000000000002
pa,PA,67-48-1,4.446000000000001,4.470533333333333,ph1n1,pH1N1,h3n2,H3N2,4.344,4.4522,0.2079999999999993,0.03909999999999947,183,4.344,4.4913,-0.14729999999999954,0.14729999999999954,4.442,4.4522,-0.010200000000000209,0.010200000000000209,4.552,4.4681,0.08389999999999986,0.08389999999999986
pa,PA,55-06-1,4.445333333333333,4.6611,ph1n1,pH1N1,h3n2,H3N2,3.873,3.9572,1.6479999999999997,1.3560000000000003,184,3.873,4.7129,-0.8399000000000001,0.8399000000000001,5.521,3.9572,1.5638,1.5638,3.942,5.3132,-1.3712,1.3712
pa,PA,1156-19-0,4.433666666666666,4.4867,h5n1,H5N1,h3n2,H3N2,4.384,4.3976,0.1379999999999999,0.23080000000000034,185,4.522,4.4341,0.08790000000000031,0.08790000000000031,4.395,4.3976,-0.0026000000000001577,0.0026000000000001577,4.384,4.6284,-0.24439999999999973,0.24439999999999973
pa,PA,57-41-0,4.427333333333333,4.4134666666666655,ph1n1,pH1N1,h3n2,H3N2,4.131,4.1968,0.5489999999999995,0.3753000000000002,186,4.131,4.5721,-0.4410999999999996,0.4410999999999996,4.471,4.1968,0.27420000000000044,0.27420000000000044,4.68,4.4715,0.2084999999999999,0.2084999999999999
pa,PA,61318-91-0,4.408666666666666,4.3344,h3n2,H3N2,ph1n1,pH1N1,4.018,4.2385,0.8620000000000001,0.28770000000000007,187,4.88,4.2385,0.6414999999999997,0.6414999999999997,4.018,4.2385,-0.22050000000000036,0.22050000000000036,4.328,4.5262,-0.19819999999999993,0.19819999999999993
pa,PA,321-30-2,4.402333333333333,4.5317333333333325,h5n1,H5N1,ph1n1,pH1N1,3.891,4.245,0.9740000000000002,0.548,188,4.865,4.245,0.6200000000000001,0.6200000000000001,4.451,4.5572,-0.1062000000000003,0.1062000000000003,3.891,4.793,-0.9020000000000001,0.9020000000000001
pa,PA,154229-19-3,4.402,4.412166666666667,h3n2,H3N2,h5n1,H5N1,3.989,4.2247,1.0440000000000005,0.33840000000000003,189,4.184,4.4487,-0.2646999999999995,0.2646999999999995,3.989,4.5631,-0.5741000000000005,0.5741000000000005,5.033,4.2247,0.8083,0.8083
pa,PA,64872-77-1,4.3950000000000005,4.3816,ph1n1,pH1N1,h5n1,H5N1,4.092,4.2872,0.633,0.1415999999999995,190,4.092,4.4288,-0.3368000000000002,0.3368000000000002,4.368,4.4288,-0.06079999999999952,0.06079999999999952,4.725,4.2872,0.4377999999999993,0.4377999999999993
pa,PA,42461-84-7,4.393666666666667,4.624366666666666,h3n2,H3N2,h5n1,H5N1,4.128,4.3437,0.6840000000000002,0.5172999999999996,191,4.241,4.6684,-0.42740000000000045,0.42740000000000045,4.128,4.861,-0.7329999999999997,0.7329999999999997,4.812,4.3437,0.46830000000000016,0.46830000000000016
pa,PA,79559-97-0,4.383666666666667,4.583000000000001,h3n2,H3N2,h5n1,H5N1,3.532,4.0025,1.9770000000000003,1.0850999999999997,192,4.11,5.0876,-0.9775999999999998,0.9775999999999998,3.532,4.6589,-1.1269,1.1269,5.509,4.0025,1.5065,1.5065
pa,PA,75607-67-9,4.382333333333334,4.597133333333333,h3n2,H3N2,h5n1,H5N1,3.37,4.3808,1.601,0.32450000000000045,193,4.971,4.7053,0.2656999999999998,0.2656999999999998,3.37,4.7053,-1.3353000000000002,1.3353000000000002,4.806,4.3808,0.42520000000000024,0.42520000000000024
pa,PA,1041434-82-5,4.3823333333333325,4.551200000000001,ph1n1,pH1N1,ph1n1,pH1N1,4.307,4.476,0.19099999999999984,0.11280000000000001,194,4.307,4.476,-0.1689999999999996,0.1689999999999996,4.498,4.5888,-0.09079999999999977,0.09079999999999977,4.342,4.5888,-0.24680000000000035,0.24680000000000035
pa,PA,1508-75-4,4.3790000000000004,4.4549,h5n1,H5N1,ph1n1,pH1N1,4.078,4.4381,0.5339999999999998,0.05039999999999978,195,4.612,4.4381,0.17389999999999972,0.17389999999999972,4.447,4.4381,0.008899999999999686,0.008899999999999686,4.078,4.4885,-0.41049999999999986,0.41049999999999986
pa,PA,518048-05-0,4.3773333333333335,4.5166,h5n1,H5N1,ph1n1,pH1N1,3.809,4.4096,0.9500000000000002,0.16049999999999986,196,4.564,4.4096,0.15439999999999987,0.15439999999999987,4.759,4.5701,0.1889000000000003,0.1889000000000003,3.809,4.5701,-0.7610999999999999,0.7610999999999999
pa,PA,859-18-7,4.370333333333333,4.586966666666666,ph1n1,pH1N1,ph1n1,pH1N1,4.205,4.3275,0.4299999999999997,0.38920000000000066,197,4.205,4.3275,-0.12249999999999961,0.12249999999999961,4.271,4.7167,-0.44570000000000043,0.44570000000000043,4.635,4.7167,-0.08170000000000055,0.08170000000000055
pa,PA,641571-10-0,4.364999999999999,4.450733333333333,ph1n1,pH1N1,h5n1,H5N1,3.945,4.2502,0.794,0.3426999999999998,198,3.945,4.5929,-0.6479000000000004,0.6479000000000004,4.411,4.5091,-0.09810000000000052,0.09810000000000052,4.739,4.2502,0.48879999999999946,0.48879999999999946
pa,PA,95635-55-5,4.363333333333333,4.5166,h3n2,H3N2,ph1n1,pH1N1,4.088,4.5166,0.5409999999999995,0.0,199,4.629,4.5166,0.11239999999999917,0.11239999999999917,4.088,4.5166,-0.4286000000000003,0.4286000000000003,4.373,4.5166,-0.14360000000000017,0.14360000000000017
