dataset_label,dataset_display,id,target_a,target_b,strain_a,strain_b,strain_a_display,strain_b_display,strain_pair,label_pkd_a,label_pkd_b,pred_mean_a,pred_mean_b,observed_delta_pkd,predicted_delta_pkd,observed_pair_divergence,predicted_pair_divergence,delta_residual,abs_delta_error,outer_fold_a,outer_fold_b
pa,PA,56211-40-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.521,5.921,5.2684,5.7994,-0.40000000000000036,-0.5310000000000006,0.40000000000000036,0.5310000000000006,0.13100000000000023,0.13100000000000023,2.0,0.0
pa,PA,56296-78-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.957,6.148,4.9813,6.1445,-0.19099999999999984,-1.1631999999999998,0.19099999999999984,1.1631999999999998,0.9722,0.9722,0.0,1.0
pa,PA,57-41-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.131,4.471,4.5721,4.1968,-0.33999999999999986,0.3753000000000002,0.33999999999999986,0.3753000000000002,-0.7153,0.7153,0.0,1.0
pa,PA,57-66-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.76,5.61,5.4919,5.1562,0.14999999999999947,0.3357000000000001,0.14999999999999947,0.3357000000000001,-0.18570000000000064,0.18570000000000064,3.0,0.0
pa,PA,57-68-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.941,3.358,3.9026,4.0429,0.5829999999999997,-0.1403000000000003,0.5829999999999997,0.1403000000000003,0.7233,0.7233,3.0,4.0
pa,PA,57248-88-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.845,4.576,4.1333,4.1333,-0.7309999999999994,0.0,0.7309999999999994,0.0,-0.7309999999999994,0.7309999999999994,4.0,4.0
pa,PA,57808-65-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.632,3.652,4.3822,4.3822,-0.020000000000000018,0.0,0.020000000000000018,0.0,-0.020000000000000018,0.020000000000000018,0.0,0.0
pa,PA,57852-57-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.298,4.446,4.2566,4.2659,-0.1479999999999997,-0.00930000000000053,0.1479999999999997,0.00930000000000053,-0.13869999999999916,0.13869999999999916,3.0,4.0
pa,PA,5786-21-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.405,5.696,5.6022,6.1371,0.7090000000000005,-0.5349000000000004,0.7090000000000005,0.5349000000000004,1.243900000000001,1.243900000000001,2.0,3.0
pa,PA,58-56-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.031,4.272,4.2776,4.2226,-0.24100000000000055,0.054999999999999716,0.24100000000000055,0.054999999999999716,-0.29600000000000026,0.29600000000000026,1.0,4.0
pa,PA,58-61-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.023,3.886,3.8497,4.0131,0.13699999999999957,-0.16339999999999977,0.13699999999999957,0.16339999999999977,0.30039999999999933,0.30039999999999933,1.0,4.0
pa,PA,58-96-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.693,4.031,4.7707,4.5296,0.6619999999999999,0.24109999999999943,0.6619999999999999,0.24109999999999943,0.4209000000000005,0.4209000000000005,0.0,2.0
pa,PA,58579-51-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.844,3.543,3.9333,4.3379,1.3010000000000002,-0.4046000000000003,1.3010000000000002,0.4046000000000003,1.7056000000000004,1.7056000000000004,4.0,3.0
pa,PA,59-05-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.631,4.512,4.6019,4.6022,0.11900000000000066,-0.000300000000000189,0.11900000000000066,0.000300000000000189,0.11930000000000085,0.11930000000000085,0.0,3.0
pa,PA,59-67-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.675,3.664,4.1013,3.7684,0.010999999999999677,0.3329,0.010999999999999677,0.3329,-0.3219000000000003,0.3219000000000003,2.0,1.0
pa,PA,59-87-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.194,4.43,4.3096,4.2974,0.7640000000000002,0.012199999999999989,0.7640000000000002,0.012199999999999989,0.7518000000000002,0.7518000000000002,4.0,2.0
pa,PA,590-63-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.31,6.315,4.3328,5.7003,-0.005000000000000782,-1.3675000000000006,0.005000000000000782,1.3675000000000006,1.3624999999999998,1.3624999999999998,1.0,2.0
pa,PA,595-33-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.109,4.329,4.5515,4.5515,-1.2199999999999998,0.0,1.2199999999999998,0.0,-1.2199999999999998,1.2199999999999998,2.0,2.0
pa,PA,60-32-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.217,4.215,4.1358,4.1358,0.0019999999999997797,0.0,0.0019999999999997797,0.0,0.0019999999999997797,0.0019999999999997797,3.0,3.0
pa,PA,60-56-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.248,5.877,5.7796,5.7796,0.37100000000000044,0.0,0.37100000000000044,0.0,0.37100000000000044,0.37100000000000044,3.0,3.0
pa,PA,6018-19-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.0,4.136,4.1098,3.5613,-1.1360000000000001,0.5484999999999998,1.1360000000000001,0.5484999999999998,-1.6844999999999999,1.6844999999999999,3.0,4.0
pa,PA,603-50-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.836,3.969,4.3411,4.3629,-0.133,-0.02179999999999982,0.133,0.02179999999999982,-0.11120000000000019,0.11120000000000019,1.0,4.0
pa,PA,61-16-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.225,4.128,3.7207,3.7207,0.09699999999999953,0.0,0.09699999999999953,0.0,0.09699999999999953,0.09699999999999953,1.0,1.0
pa,PA,61-76-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.211,4.541,4.5222,3.3337,-1.3300000000000005,1.1885,1.3300000000000005,1.1885,-2.5185000000000004,2.5185000000000004,3.0,2.0
pa,PA,61318-91-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.88,4.018,4.2385,4.2385,0.8620000000000001,0.0,0.8620000000000001,0.0,0.8620000000000001,0.8620000000000001,4.0,4.0
pa,PA,61718-82-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.014,5.259,4.8162,5.3985,0.7549999999999999,-0.5823,0.7549999999999999,0.5823,1.3373,1.3373,0.0,3.0
pa,PA,62-31-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.2,4.974,4.9009,4.7493,0.22599999999999998,0.15160000000000018,0.22599999999999998,0.15160000000000018,0.0743999999999998,0.0743999999999998,0.0,4.0
pa,PA,62-97-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.943,4.612,4.7042,4.9615,0.3309999999999995,-0.25729999999999986,0.3309999999999995,0.25729999999999986,0.5882999999999994,0.5882999999999994,1.0,0.0
pa,PA,62013-04-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.297,3.279,3.5451,3.5451,0.018000000000000238,0.0,0.018000000000000238,0.0,0.018000000000000238,0.018000000000000238,0.0,0.0
pa,PA,624-49-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.422,4.755,4.7104,4.5426,-0.3330000000000002,0.16779999999999973,0.3330000000000002,0.16779999999999973,-0.5007999999999999,0.5007999999999999,4.0,2.0
pa,PA,62571-86-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.193,5.51,5.441,5.2839,-0.31700000000000017,0.1570999999999998,0.31700000000000017,0.1570999999999998,-0.47409999999999997,0.47409999999999997,0.0,4.0
pa,PA,62893-19-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.941,3.881,3.9416,3.9465,0.06000000000000005,-0.004899999999999682,0.06000000000000005,0.004899999999999682,0.06489999999999974,0.06489999999999974,4.0,0.0
pa,PA,63-45-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.246,3.933,4.0259,4.2385,0.3130000000000006,-0.21260000000000012,0.3130000000000006,0.21260000000000012,0.5256000000000007,0.5256000000000007,0.0,2.0
pa,PA,63-74-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.489,3.18,3.3844,3.6214,0.3089999999999997,-0.2370000000000001,0.3089999999999997,0.2370000000000001,0.5459999999999998,0.5459999999999998,0.0,2.0
pa,PA,63-92-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.164,4.616,4.9563,4.9563,0.548,0.0,0.548,0.0,0.548,0.548,0.0,0.0
pa,PA,635728-49-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.271,3.957,4.2239,4.6161,0.31400000000000006,-0.3921999999999999,0.31400000000000006,0.3921999999999999,0.7061999999999999,0.7061999999999999,1.0,0.0
pa,PA,63659-19-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.393,3.935,4.209,4.3497,0.45799999999999974,-0.1407000000000007,0.45799999999999974,0.1407000000000007,0.5987000000000005,0.5987000000000005,2.0,0.0
pa,PA,64-75-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.089,3.513,3.6417,3.2004,-0.42399999999999993,0.4413,0.42399999999999993,0.4413,-0.8653,0.8653,3.0,2.0
pa,PA,64-77-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.6,4.382,4.5781,4.6822,0.21799999999999997,-0.10409999999999986,0.21799999999999997,0.10409999999999986,0.32209999999999983,0.32209999999999983,2.0,1.0
pa,PA,641571-10-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.945,4.411,4.5929,4.5091,-0.46599999999999975,0.0838000000000001,0.46599999999999975,0.0838000000000001,-0.5497999999999998,0.5497999999999998,0.0,2.0
pa,PA,64228-81-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.855,4.416,4.565,4.6246,-0.5610000000000004,-0.05959999999999965,0.5610000000000004,0.05959999999999965,-0.5014000000000007,0.5014000000000007,3.0,4.0
pa,PA,64461-82-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.97,3.887,4.022,4.2367,0.08300000000000018,-0.21469999999999967,0.08300000000000018,0.21469999999999967,0.29769999999999985,0.29769999999999985,2.0,0.0
pa,PA,645-05-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.29,4.73,4.8021,4.8021,-0.4400000000000004,0.0,0.4400000000000004,0.0,-0.4400000000000004,0.4400000000000004,0.0,0.0
pa,PA,64872-77-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.092,4.368,4.4288,4.4288,-0.2760000000000007,0.0,0.2760000000000007,0.0,-0.2760000000000007,0.2760000000000007,1.0,1.0
pa,PA,6493-05-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.546,4.202,4.3317,4.6377,0.3440000000000003,-0.30600000000000005,0.3440000000000003,0.30600000000000005,0.6500000000000004,0.6500000000000004,0.0,1.0
pa,PA,65-28-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.973,3.989,4.5266,4.5266,-0.016000000000000014,0.0,0.016000000000000014,0.0,-0.016000000000000014,0.016000000000000014,0.0,0.0
pa,PA,65-29-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.475,3.548,3.7516,3.9763,-0.07299999999999995,-0.22470000000000034,0.07299999999999995,0.22470000000000034,0.1517000000000004,0.1517000000000004,1.0,4.0
pa,PA,65277-42-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.838,4.325,4.7293,5.0797,0.5129999999999999,-0.3503999999999996,0.5129999999999999,0.3503999999999996,0.8633999999999995,0.8633999999999995,1.0,3.0
pa,PA,65473-14-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.862,4.924,4.5495,4.24,-0.06200000000000028,0.3094999999999999,0.06200000000000028,0.3094999999999999,-0.37150000000000016,0.37150000000000016,0.0,1.0
pa,PA,66085-59-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.892,3.869,4.1338,4.236,0.022999999999999687,-0.10219999999999985,0.022999999999999687,0.10219999999999985,0.12519999999999953,0.12519999999999953,3.0,4.0
pa,PA,66104-23-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.43,4.487,4.7666,4.7741,-0.057000000000000384,-0.007499999999999396,0.057000000000000384,0.007499999999999396,-0.04950000000000099,0.04950000000000099,1.0,0.0
pa,PA,66357-59-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.924,4.57,4.5046,4.6269,0.3540000000000001,-0.12230000000000008,0.3540000000000001,0.12230000000000008,0.47630000000000017,0.47630000000000017,4.0,0.0
pa,PA,67-03-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.218,4.225,4.1619,4.3029,-0.006999999999999673,-0.14100000000000001,0.006999999999999673,0.14100000000000001,0.13400000000000034,0.13400000000000034,1.0,0.0
pa,PA,67-48-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.344,4.442,4.4913,4.4522,-0.09799999999999986,0.03909999999999947,0.09799999999999986,0.03909999999999947,-0.13709999999999933,0.13709999999999933,4.0,3.0
pa,PA,67-73-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.736,5.377,5.248,5.2008,0.359,0.04720000000000013,0.359,0.04720000000000013,0.31179999999999986,0.31179999999999986,1.0,3.0
pa,PA,68-35-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.113,3.547,3.9946,4.1869,0.5660000000000003,-0.19229999999999947,0.5660000000000003,0.19229999999999947,0.7582999999999998,0.7582999999999998,1.0,2.0
pa,PA,68-41-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.592,3.896,3.9882,3.9816,-0.3039999999999998,0.006600000000000161,0.3039999999999998,0.006600000000000161,-0.3106,0.3106,3.0,2.0
pa,PA,68291-97-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.951,3.806,4.2484,4.2513,0.14500000000000002,-0.0028999999999994586,0.14500000000000002,0.0028999999999994586,0.14789999999999948,0.14789999999999948,0.0,1.0
pa,PA,68373-14-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.502,3.478,3.9586,4.6348,0.023999999999999577,-0.6762000000000001,0.023999999999999577,0.6762000000000001,0.7001999999999997,0.7001999999999997,3.0,1.0
pa,PA,697761-98-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.27,4.482,4.6457,4.4279,-0.21200000000000063,0.21779999999999955,0.21200000000000063,0.21779999999999955,-0.4298000000000002,0.4298000000000002,0.0,3.0
pa,PA,70024-40-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.894,3.624,4.2034,4.2301,0.27,-0.026699999999999946,0.27,0.026699999999999946,0.29669999999999996,0.29669999999999996,3.0,1.0
pa,PA,70458-96-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.039,4.304,4.7135,5.333,-0.26500000000000057,-0.6195000000000004,0.26500000000000057,0.6195000000000004,0.3544999999999998,0.3544999999999998,1.0,4.0
pa,PA,70476-82-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.255,5.423,4.8553,4.8553,-0.16800000000000015,0.0,0.16800000000000015,0.0,-0.16800000000000015,0.16800000000000015,2.0,2.0
pa,PA,7081-44-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.82,4.34,4.3991,4.4419,-0.52,-0.042800000000000615,0.52,0.042800000000000615,-0.4771999999999994,0.4771999999999994,1.0,3.0
pa,PA,71-58-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.642,5.225,4.4296,5.5133,0.4170000000000007,-1.0837000000000003,0.4170000000000007,1.0837000000000003,1.500700000000001,1.500700000000001,0.0,2.0
pa,PA,71675-85-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.931,4.642,4.7202,4.7692,0.2889999999999997,-0.04899999999999949,0.2889999999999997,0.04899999999999949,0.3379999999999992,0.3379999999999992,2.0,4.0
pa,PA,72-14-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.943,5.295,4.9086,4.9086,-0.3520000000000003,0.0,0.3520000000000003,0.0,-0.3520000000000003,0.3520000000000003,4.0,4.0
pa,PA,72-33-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.983,5.372,4.9989,4.7031,-0.38900000000000023,0.29579999999999984,0.38900000000000023,0.29579999999999984,-0.6848000000000001,0.6848000000000001,0.0,3.0
pa,PA,721-50-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.113,3.489,3.7252,3.7091,-0.3759999999999999,0.016100000000000225,0.3759999999999999,0.016100000000000225,-0.3921000000000001,0.3921000000000001,0.0,3.0
pa,PA,723-46-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.288,4.207,4.3708,4.386,0.0810000000000004,-0.015200000000000102,0.0810000000000004,0.015200000000000102,0.09620000000000051,0.09620000000000051,1.0,4.0
pa,PA,72432-03-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.346,4.31,4.8592,4.8908,0.036000000000000476,-0.031599999999999184,0.036000000000000476,0.031599999999999184,0.06759999999999966,0.06759999999999966,1.0,0.0
pa,PA,72559-06-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.088,3.479,3.2897,3.3454,-0.391,-0.055700000000000305,0.391,0.055700000000000305,-0.3352999999999997,0.3352999999999997,3.0,0.0
pa,PA,7279-75-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.19,4.284,4.6995,4.6995,-0.09399999999999942,0.0,0.09399999999999942,0.0,-0.09399999999999942,0.09399999999999942,1.0,1.0
pa,PA,73590-58-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.705,4.502,4.9975,4.9498,0.2030000000000003,0.047699999999999854,0.2030000000000003,0.047699999999999854,0.15530000000000044,0.15530000000000044,4.0,0.0
pa,PA,738-70-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.44,4.562,4.7622,4.8399,-0.12199999999999989,-0.0777000000000001,0.12199999999999989,0.0777000000000001,-0.044299999999999784,0.044299999999999784,2.0,0.0
pa,PA,73816-42-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.944,4.053,4.3441,4.2348,-0.10899999999999999,0.10930000000000017,0.10899999999999999,0.10930000000000017,-0.21830000000000016,0.21830000000000016,1.0,3.0
pa,PA,73963-72-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.304,4.162,4.2394,4.2394,0.14200000000000035,0.0,0.14200000000000035,0.0,0.14200000000000035,0.14200000000000035,3.0,3.0
pa,PA,74011-58-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.183,4.094,4.5122,4.3268,0.08899999999999952,0.18539999999999957,0.08899999999999952,0.18539999999999957,-0.09640000000000004,0.09640000000000004,3.0,2.0
pa,PA,745-65-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.3,3.821,4.302,4.4754,0.47899999999999965,-0.1734,0.47899999999999965,0.1734,0.6523999999999996,0.6523999999999996,0.0,1.0
pa,PA,74863-84-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.019,3.936,4.4598,4.3853,0.08300000000000018,0.07450000000000045,0.08300000000000018,0.07450000000000045,0.00849999999999973,0.00849999999999973,4.0,3.0
pa,PA,753498-25-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.284,5.438,5.324,5.846,0.8460000000000001,-0.5220000000000002,0.8460000000000001,0.5220000000000002,1.3680000000000003,1.3680000000000003,0.0,1.0
pa,PA,75607-67-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.971,3.37,4.7053,4.7053,1.601,0.0,1.601,0.0,1.601,1.601,4.0,4.0
pa,PA,75695-93-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.087,5.834,5.3016,5.3016,-0.7469999999999999,0.0,0.7469999999999999,0.0,-0.7469999999999999,0.7469999999999999,1.0,1.0
pa,PA,75706-12-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.625,3.268,3.9068,4.4481,1.3570000000000002,-0.5413000000000001,1.3570000000000002,0.5413000000000001,1.8983000000000003,1.8983000000000003,2.0,1.0
pa,PA,76-90-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.568,4.578,4.4555,4.4961,-0.010000000000000675,-0.040600000000000414,0.010000000000000675,0.040600000000000414,0.03059999999999974,0.03059999999999974,3.0,4.0
pa,PA,7681-93-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.904,4.181,4.3713,3.9334,-0.27700000000000014,0.43789999999999996,0.27700000000000014,0.43789999999999996,-0.7149000000000001,0.7149000000000001,3.0,0.0
pa,PA,76824-35-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.966,4.903,4.9687,4.9814,0.06300000000000061,-0.012699999999999712,0.06300000000000061,0.012699999999999712,0.07570000000000032,0.07570000000000032,1.0,3.0
pa,PA,77-86-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.242,6.316,5.9316,6.0809,-0.07399999999999984,-0.14929999999999932,0.07399999999999984,0.14929999999999932,0.07529999999999948,0.07529999999999948,1.0,4.0
pa,PA,77883-43-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.883,4.181,4.5366,4.5027,-0.29800000000000004,0.03390000000000004,0.29800000000000004,0.03390000000000004,-0.3319000000000001,0.3319000000000001,0.0,1.0
pa,PA,78110-38-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.344,3.308,3.5552,3.9296,1.0360000000000005,-0.37440000000000007,1.0360000000000005,0.37440000000000007,1.4104000000000005,1.4104000000000005,3.0,0.0
pa,PA,78246-49-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.057,4.696,4.7159,4.478,-0.6389999999999993,0.23790000000000067,0.6389999999999993,0.23790000000000067,-0.8769,0.8769,1.0,2.0
pa,PA,78415-72-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.412,4.278,4.1958,4.4026,0.13400000000000034,-0.20679999999999943,0.13400000000000034,0.20679999999999943,0.34079999999999977,0.34079999999999977,0.0,2.0
pa,PA,79-57-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.846,4.712,4.8838,4.847,0.13400000000000034,0.0367999999999995,0.13400000000000034,0.0367999999999995,0.09720000000000084,0.09720000000000084,3.0,4.0
pa,PA,79307-93-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.389,3.813,4.1641,5.5938,0.5760000000000001,-1.4296999999999995,0.5760000000000001,1.4296999999999995,2.0056999999999996,2.0056999999999996,2.0,4.0
pa,PA,79559-97-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.11,3.532,5.0876,4.6589,0.5780000000000003,0.4287000000000001,0.5780000000000003,0.4287000000000001,0.1493000000000002,0.1493000000000002,0.0,2.0
pa,PA,797-63-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.881,5.712,4.758,4.758,-0.8309999999999995,0.0,0.8309999999999995,0.0,-0.8309999999999995,0.8309999999999995,1.0,1.0
pa,PA,79794-75-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.235,3.949,4.044,5.0285,1.2860000000000005,-0.9845000000000006,1.2860000000000005,0.9845000000000006,2.270500000000001,2.270500000000001,2.0,4.0
pa,PA,79902-63-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.036,3.602,4.8515,4.3079,0.4339999999999997,0.5435999999999996,0.4339999999999997,0.5435999999999996,-0.10959999999999992,0.10959999999999992,0.0,2.0
