dataset_label,dataset_display,id,predicted_mean_pkd,predicted_middle_pkd,predicted_max_pkd,worst_strain,worst_strain_display,worst_strain_pred_pkd,predicted_strain_range,in_experimental_data_any,pred_mean_ph1n1,pred_mean_h3n2,pred_mean_h5n1
na,NA,108612-45-9,3.7133000000000003,3.7119,3.7996,h3n2,H3N2,3.6284,0.1711999999999998,1,3.7996,3.6284,3.7119
na,NA,69975-86-6,3.9977,4.0612,4.3043,h3n2,H3N2,3.6276,0.6766999999999994,1,4.0612,3.6276,4.3043
na,NA,770-05-8,3.716466666666667,3.7564,3.7655,h3n2,H3N2,3.6275,0.1379999999999999,1,3.7564,3.6275,3.7655
na,NA,91374-20-8,3.756066666666667,3.7686,3.874,ph1n1,pH1N1,3.6256,0.24840000000000018,1,3.6256,3.7686,3.874
na,NA,19767-45-4,3.916233333333333,3.9215,4.2024,h3n2,H3N2,3.6248,0.5775999999999999,1,3.9215,3.6248,4.2024
na,NA,68497-62-1,3.8339999999999996,3.8764,4.002,ph1n1,pH1N1,3.6236,0.3783999999999996,1,3.6236,3.8764,4.002
na,NA,484-20-8,3.7741333333333333,3.7867,3.9124,h3n2,H3N2,3.6233,0.2890999999999999,0,3.7867,3.6233,3.9124
na,NA,5053-08-7,3.8559666666666668,3.8346,4.1112,h3n2,H3N2,3.6221,0.4891000000000001,1,3.8346,3.6221,4.1112
na,NA,60-27-5,3.6889000000000003,3.7075,3.738,h5n1,H5N1,3.6212,0.11680000000000001,1,3.738,3.7075,3.6212
na,NA,181183-52-8,4.001966666666667,4.1349,4.254,h3n2,H3N2,3.617,0.6369999999999996,1,4.1349,3.617,4.254
na,NA,76584-70-8,3.6991333333333336,3.6594,3.8255,ph1n1,pH1N1,3.6125,0.21300000000000008,1,3.6125,3.6594,3.8255
na,NA,31430-15-6,3.959766666666667,3.9526,4.3148,h3n2,H3N2,3.6119,0.7029000000000001,0,3.9526,3.6119,4.3148
na,NA,123-03-5,3.8043,3.8515,3.9547,h5n1,H5N1,3.6067,0.34799999999999986,0,3.8515,3.9547,3.6067
na,NA,23964-57-0,3.6636666666666664,3.6826,3.702,h5n1,H5N1,3.6064,0.09560000000000013,1,3.702,3.6826,3.6064
na,NA,64-77-7,3.7348,3.7484,3.8508,h3n2,H3N2,3.6052,0.24560000000000004,0,3.7484,3.6052,3.8508
na,NA,2922-28-3,3.7318,3.6771,3.9142,h3n2,H3N2,3.6041,0.31010000000000026,1,3.6771,3.6041,3.9142
na,NA,1722-62-9,3.7017333333333333,3.6012,3.9048,h5n1,H5N1,3.5992,0.30559999999999965,1,3.6012,3.9048,3.5992
na,NA,52549-17-4,3.9508666666666663,3.9092,4.3481,h3n2,H3N2,3.5953,0.7527999999999997,1,3.9092,3.5953,4.3481
na,NA,80-50-2,4.023933333333333,4.0563,4.4209,h5n1,H5N1,3.5946,0.8262999999999998,1,4.0563,4.4209,3.5946
na,NA,25451-15-4,3.6891,3.6304,3.8434,h3n2,H3N2,3.5935,0.2498999999999998,0,3.6304,3.5935,3.8434
na,NA,94-09-7,3.683866666666667,3.6678,3.7903,ph1n1,pH1N1,3.5935,0.19679999999999964,1,3.5935,3.6678,3.7903
na,NA,115550-35-1,3.9303333333333335,4.0673,4.1328,h3n2,H3N2,3.5909,0.5418999999999996,1,4.0673,3.5909,4.1328
na,NA,1098-60-8,4.0275,4.0776,4.415,h3n2,H3N2,3.5899,0.8251,0,4.0776,3.5899,4.415
na,NA,53-19-0,3.6733,3.6719,3.7583,ph1n1,pH1N1,3.5897,0.16860000000000008,0,3.5897,3.6719,3.7583
na,NA,91-64-5,3.8381333333333334,3.9591,3.9662,h3n2,H3N2,3.5891,0.3771,0,3.9591,3.5891,3.9662
na,NA,28721-07-5,3.6458333333333335,3.6408,3.7093,h3n2,H3N2,3.5874,0.12189999999999968,1,3.6408,3.5874,3.7093
na,NA,129722-12-9,3.89,3.9919,4.0938,h3n2,H3N2,3.5843,0.5095000000000001,1,3.9919,3.5843,4.0938
na,NA,33286-22-5,3.874033333333333,3.9162,4.1238,ph1n1,pH1N1,3.5821,0.5417000000000001,0,3.5821,4.1238,3.9162
na,NA,5370-01-4,3.669866666666667,3.6987,3.7318,h5n1,H5N1,3.5791,0.15269999999999984,0,3.7318,3.6987,3.5791
na,NA,98-72-6,3.6801999999999997,3.6561,3.8057,h3n2,H3N2,3.5788,0.22689999999999966,0,3.6561,3.5788,3.8057
na,NA,4682-36-4,3.6837,3.61,3.8626,h5n1,H5N1,3.5785,0.2841,0,3.8626,3.61,3.5785
na,NA,99592-39-9,3.8851666666666667,3.8818,4.1953,ph1n1,pH1N1,3.5784,0.6168999999999998,0,3.5784,3.8818,4.1953
na,NA,23076-35-9,3.8509333333333333,3.9555,4.0238,ph1n1,pH1N1,3.5735,0.4502999999999995,1,3.5735,3.9555,4.0238
na,NA,536-43-6,3.664633333333333,3.6459,3.7745,h3n2,H3N2,3.5735,0.20100000000000007,1,3.6459,3.5735,3.7745
na,NA,624-49-7,3.6042,3.5986,3.6417,ph1n1,pH1N1,3.5723,0.06940000000000035,1,3.5723,3.6417,3.5986
na,NA,53885-35-1,3.6225666666666663,3.5824,3.7142,h5n1,H5N1,3.5711,0.1431,1,3.7142,3.5824,3.5711
na,NA,1508-75-4,3.613166666666667,3.6354,3.6355,h3n2,H3N2,3.5686,0.06689999999999996,1,3.6354,3.5686,3.6355
na,NA,73-24-5,3.736166666666667,3.7461,3.894,h3n2,H3N2,3.5684,0.3256000000000001,0,3.7461,3.5684,3.894
na,NA,103-16-2,3.785833333333333,3.8393,3.9504,h3n2,H3N2,3.5678,0.38260000000000005,1,3.9504,3.5678,3.8393
na,NA,298-81-7,3.7725333333333335,3.6968,4.0551,h3n2,H3N2,3.5657,0.4894000000000003,1,3.6968,3.5657,4.0551
na,NA,58-56-0,3.7181666666666664,3.7744,3.8156,ph1n1,pH1N1,3.5645,0.2511000000000001,1,3.5645,3.8156,3.7744
na,NA,2022-85-7,3.6382999999999996,3.6304,3.7203,ph1n1,pH1N1,3.5642,0.1560999999999999,1,3.5642,3.6304,3.7203
na,NA,521-74-4,3.7864000000000004,3.8454,3.9516,h3n2,H3N2,3.5622,0.3894000000000002,1,3.8454,3.5622,3.9516
na,NA,140-40-9,3.6595999999999997,3.6137,3.8047,h5n1,H5N1,3.5604,0.24429999999999996,1,3.8047,3.6137,3.5604
na,NA,80-77-3,4.1321666666666665,4.3281,4.5088,h3n2,H3N2,3.5596,0.9491999999999998,1,4.3281,3.5596,4.5088
na,NA,16773-42-5,3.659966666666667,3.6726,3.756,h3n2,H3N2,3.5513,0.20469999999999988,0,3.756,3.5513,3.6726
na,NA,59-50-7,3.7549333333333337,3.7052,4.0097,h3n2,H3N2,3.5499,0.45979999999999954,0,3.7052,3.5499,4.0097
na,NA,137-88-2,3.6554,3.6866,3.73,ph1n1,pH1N1,3.5496,0.18040000000000012,1,3.5496,3.6866,3.73
na,NA,124750-99-8,3.800433333333333,3.6972,4.1604,ph1n1,pH1N1,3.5437,0.6167000000000002,0,3.5437,3.6972,4.1604
na,NA,773-76-2,3.8511666666666664,3.9306,4.0817,h3n2,H3N2,3.5412,0.5404999999999998,1,3.9306,3.5412,4.0817
na,NA,59-33-6,3.5993666666666666,3.5682,3.6888,ph1n1,pH1N1,3.5411,0.14769999999999994,1,3.5411,3.5682,3.6888
na,NA,141-90-2,3.6601999999999997,3.6915,3.7481,h3n2,H3N2,3.541,0.20710000000000006,0,3.6915,3.541,3.7481
na,NA,59937-28-9,3.7764666666666664,3.7187,4.0788,h3n2,H3N2,3.5319,0.5469000000000004,1,3.7187,3.5319,4.0788
na,NA,134-58-7,3.626366666666667,3.6493,3.6993,h3n2,H3N2,3.5305,0.16880000000000006,1,3.6993,3.5305,3.6493
na,NA,23256-33-9,3.582966666666666,3.6054,3.6193,ph1n1,pH1N1,3.5242,0.09509999999999996,0,3.5242,3.6054,3.6193
na,NA,651-06-9,3.5909999999999997,3.5522,3.6989,h3n2,H3N2,3.5219,0.17700000000000005,1,3.6989,3.5219,3.5522
na,NA,723-46-6,3.615466666666667,3.5898,3.7372,h3n2,H3N2,3.5194,0.2178,1,3.7372,3.5194,3.5898
na,NA,56-04-2,3.6309000000000005,3.6099,3.7642,h3n2,H3N2,3.5186,0.24560000000000004,0,3.6099,3.5186,3.7642
na,NA,71963-77-4,3.5973333333333333,3.5779,3.696,ph1n1,pH1N1,3.5181,0.17790000000000017,1,3.5181,3.696,3.5779
na,NA,68-35-9,3.5338333333333334,3.523,3.5619,ph1n1,pH1N1,3.5166,0.04530000000000012,0,3.5166,3.5619,3.523
na,NA,315-80-0,3.8776666666666664,4.0373,4.0801,h3n2,H3N2,3.5156,0.5644999999999998,1,4.0801,3.5156,4.0373
na,NA,75438-57-2,3.5712333333333333,3.5482,3.6519,ph1n1,pH1N1,3.5136,0.1383000000000001,1,3.5136,3.5482,3.6519
na,NA,16595-80-5,3.5378333333333334,3.5505,3.5507,h3n2,H3N2,3.5123,0.03839999999999977,1,3.5507,3.5123,3.5505
na,NA,60-56-0,3.719533333333333,3.7709,3.8781,h3n2,H3N2,3.5096,0.36850000000000005,1,3.7709,3.5096,3.8781
na,NA,562-10-7,3.626,3.6842,3.6858,h5n1,H5N1,3.508,0.17779999999999996,1,3.6842,3.6858,3.508
na,NA,121032-29-9,3.7826,3.9081,3.932,h3n2,H3N2,3.5077,0.4243000000000001,0,3.932,3.5077,3.9081
na,NA,66-22-8,3.5202666666666667,3.5234,3.5326,h5n1,H5N1,3.5048,0.027800000000000047,1,3.5326,3.5234,3.5048
na,NA,51037-30-0,3.5955999999999997,3.64,3.6442,h3n2,H3N2,3.5026,0.14159999999999995,1,3.64,3.5026,3.6442
na,NA,71320-77-9,3.6288,3.6837,3.7079,h5n1,H5N1,3.4948,0.21309999999999985,1,3.7079,3.6837,3.4948
na,NA,65-85-0,3.7258333333333336,3.836,3.8487,h3n2,H3N2,3.4928,0.3559000000000001,1,3.8487,3.4928,3.836
na,NA,20559-55-1,3.814833333333333,3.7938,4.1592,ph1n1,pH1N1,3.4915,0.6677000000000004,1,3.4915,3.7938,4.1592
na,NA,51-83-2,3.5763999999999996,3.492,3.746,h3n2,H3N2,3.4912,0.2547999999999999,1,3.746,3.4912,3.492
na,NA,132-69-4,3.8984,3.8803,4.3276,h3n2,H3N2,3.4873,0.8403000000000005,1,3.8803,3.4873,4.3276
na,NA,4991-65-5,3.7787666666666664,3.8713,3.9823,h3n2,H3N2,3.4827,0.49960000000000004,1,3.8713,3.4827,3.9823
na,NA,55268-74-1,3.7180666666666666,3.7606,3.9131,h3n2,H3N2,3.4805,0.4325999999999999,0,3.7606,3.4805,3.9131
na,NA,13189-98-5,3.6961666666666666,3.7692,3.8401,h3n2,H3N2,3.4792,0.3609,0,3.8401,3.4792,3.7692
na,NA,6109-70-2,3.5623666666666662,3.5833,3.6281,h5n1,H5N1,3.4757,0.1524000000000001,0,3.6281,3.5833,3.4757
na,NA,117-37-3,3.6516333333333333,3.6612,3.8189,h3n2,H3N2,3.4748,0.3441000000000001,1,3.6612,3.4748,3.8189
na,NA,7081-53-0,3.573733333333333,3.5312,3.7171,h3n2,H3N2,3.4729,0.24419999999999975,1,3.5312,3.4729,3.7171
na,NA,5086-74-8,3.5353,3.5045,3.6367,h3n2,H3N2,3.4647,0.1719999999999997,0,3.5045,3.4647,3.6367
na,NA,89-25-8,3.7120999999999995,3.7962,3.876,h3n2,H3N2,3.4641,0.4118999999999997,1,3.876,3.4641,3.7962
na,NA,7681-76-7,3.579166666666667,3.5091,3.7671,h3n2,H3N2,3.4613,0.30580000000000007,1,3.7671,3.4613,3.5091
na,NA,95-25-0,3.6044666666666667,3.6266,3.7266,h3n2,H3N2,3.4602,0.26639999999999997,1,3.6266,3.4602,3.7266
na,NA,83-12-5,3.718033333333333,3.7011,3.9941,h3n2,H3N2,3.4589,0.5352000000000001,0,3.9941,3.4589,3.7011
na,NA,102767-28-2,3.6316333333333333,3.6981,3.7486,h3n2,H3N2,3.4482,0.3004000000000002,0,3.6981,3.4482,3.7486
na,NA,637-58-1,3.513333333333333,3.5415,3.556,h3n2,H3N2,3.4425,0.11350000000000016,0,3.556,3.4425,3.5415
na,NA,72432-10-1,3.663766666666666,3.7108,3.8401,h3n2,H3N2,3.4404,0.39970000000000017,1,3.7108,3.4404,3.8401
na,NA,2139-47-1,3.768933333333333,3.7037,4.1634,h3n2,H3N2,3.4397,0.7237,0,3.7037,3.4397,4.1634
na,NA,1744-22-5,3.570866666666667,3.6053,3.6692,h3n2,H3N2,3.4381,0.23110000000000008,1,3.6692,3.4381,3.6053
na,NA,132112-35-7,3.5698666666666665,3.4842,3.7985,h5n1,H5N1,3.4269,0.3716000000000004,1,3.4842,3.7985,3.4269
na,NA,33125-97-2,3.6285666666666665,3.643,3.8187,h3n2,H3N2,3.424,0.3947000000000003,0,3.8187,3.424,3.643
na,NA,64-65-3,3.4853,3.475,3.5591,h5n1,H5N1,3.4218,0.13729999999999976,0,3.5591,3.475,3.4218
na,NA,329-98-6,3.804266666666667,3.9808,4.0113,h3n2,H3N2,3.4207,0.5906000000000002,1,3.9808,3.4207,4.0113
na,NA,50-33-9,3.791933333333333,3.9397,4.0207,h3n2,H3N2,3.4154,0.6052999999999997,1,3.9397,3.4154,4.0207
na,NA,19387-91-8,3.5072666666666663,3.5273,3.5865,h3n2,H3N2,3.408,0.1785000000000001,1,3.5273,3.408,3.5865
na,NA,18010-40-7,3.5086333333333335,3.5084,3.6147,ph1n1,pH1N1,3.4028,0.21189999999999998,1,3.4028,3.6147,3.5084
na,NA,1115-70-4,3.5437666666666665,3.5063,3.732,ph1n1,pH1N1,3.393,0.3390000000000004,1,3.393,3.732,3.5063
na,NA,2447-57-6,3.4499666666666666,3.4391,3.5242,h3n2,H3N2,3.3866,0.13759999999999994,0,3.5242,3.3866,3.4391
na,NA,300-08-3,3.426066666666667,3.4026,3.4968,ph1n1,pH1N1,3.3788,0.11799999999999988,0,3.3788,3.4026,3.4968
na,NA,94-20-2,3.4654666666666665,3.4822,3.5379,h3n2,H3N2,3.3763,0.16159999999999997,1,3.4822,3.3763,3.5379
na,NA,532-03-6,3.4812,3.5318,3.5386,ph1n1,pH1N1,3.3732,0.1654,1,3.3732,3.5318,3.5386
na,NA,1156-19-0,3.4661333333333335,3.5113,3.5152,h3n2,H3N2,3.3719,0.14329999999999998,1,3.5152,3.3719,3.5113
na,NA,98-96-4,3.5719999999999996,3.5199,3.8279,h3n2,H3N2,3.3682,0.4597000000000002,0,3.5199,3.3682,3.8279
na,NA,100-88-9,3.5474333333333337,3.6384,3.6394,h3n2,H3N2,3.3645,0.27490000000000014,1,3.6384,3.3645,3.6394
na,NA,50-01-1,3.504466666666667,3.3769,3.7784,ph1n1,pH1N1,3.3581,0.4203000000000001,0,3.3581,3.7784,3.3769
na,NA,637-07-0,3.451333333333333,3.366,3.6373,ph1n1,pH1N1,3.3507,0.2866000000000004,1,3.3507,3.366,3.6373
na,NA,132810-10-7,3.5028666666666664,3.4183,3.7422,h3n2,H3N2,3.3481,0.3940999999999999,0,3.4183,3.3481,3.7422
na,NA,26002-80-2,3.6493,3.7741,3.8268,h3n2,H3N2,3.347,0.4798,1,3.7741,3.347,3.8268
na,NA,51-52-5,3.6141666666666663,3.6889,3.814,h3n2,H3N2,3.3396,0.47440000000000015,1,3.6889,3.3396,3.814
na,NA,882-09-7,3.7190333333333334,3.8192,4.0002,ph1n1,pH1N1,3.3377,0.6625000000000005,1,3.3377,3.8192,4.0002
na,NA,58-15-1,3.6163666666666665,3.7383,3.7849,h3n2,H3N2,3.3259,0.4590000000000001,1,3.7383,3.3259,3.7849
na,NA,63968-64-9,3.3852666666666664,3.3844,3.4466,ph1n1,pH1N1,3.3248,0.12179999999999991,1,3.3248,3.4466,3.3844
na,NA,103-84-4,3.5349333333333335,3.54,3.7406,h3n2,H3N2,3.3242,0.4164000000000003,1,3.54,3.3242,3.7406
na,NA,4205-91-8,3.4020999999999995,3.4188,3.4683,ph1n1,pH1N1,3.3192,0.14910000000000023,1,3.3192,3.4188,3.4683
na,NA,98-92-0,3.4471666666666665,3.4182,3.6043,h3n2,H3N2,3.319,0.2852999999999999,1,3.4182,3.319,3.6043
na,NA,137-58-6,3.4503999999999997,3.3869,3.6462,ph1n1,pH1N1,3.3181,0.32810000000000006,1,3.3181,3.6462,3.3869
na,NA,156-54-7,3.4721666666666664,3.3291,3.7698,h3n2,H3N2,3.3176,0.45219999999999994,1,3.3291,3.3176,3.7698
na,NA,590-63-6,3.387166666666667,3.3825,3.4633,ph1n1,pH1N1,3.3157,0.14759999999999973,1,3.3157,3.4633,3.3825
na,NA,10163-15-2,3.4163666666666668,3.4069,3.5267,h3n2,H3N2,3.3155,0.21119999999999983,0,3.4069,3.3155,3.5267
na,NA,3366-95-8,3.4924666666666666,3.4865,3.6832,h3n2,H3N2,3.3077,0.3754999999999997,1,3.6832,3.3077,3.4865
na,NA,1953-02-2,3.692766666666667,3.8218,3.9565,h3n2,H3N2,3.3,0.6565000000000003,1,3.8218,3.3,3.9565
na,NA,70356-09-1,3.4028000000000005,3.3948,3.518,h3n2,H3N2,3.2956,0.22239999999999993,1,3.3948,3.2956,3.518
na,NA,38083-17-9,3.581666666666667,3.6115,3.8391,h3n2,H3N2,3.2944,0.5447000000000002,0,3.6115,3.2944,3.8391
na,NA,103766-25-2,3.4577666666666667,3.4983,3.5855,h3n2,H3N2,3.2895,0.29600000000000026,1,3.4983,3.2895,3.5855
na,NA,2438-72-4,3.448266666666667,3.4365,3.6279,h3n2,H3N2,3.2804,0.3474999999999997,1,3.6279,3.2804,3.4365
na,NA,443-48-1,3.3362000000000003,3.2936,3.4433,h3n2,H3N2,3.2717,0.17159999999999975,1,3.2936,3.2717,3.4433
na,NA,96-50-4,3.3894,3.36,3.5379,h3n2,H3N2,3.2703,0.26759999999999984,1,3.36,3.2703,3.5379
na,NA,64461-82-1,3.4604999999999997,3.4946,3.6224,h3n2,H3N2,3.2645,0.3578999999999999,0,3.4946,3.2645,3.6224
na,NA,60-02-6,3.3717666666666672,3.3816,3.4771,ph1n1,pH1N1,3.2566,0.22049999999999992,1,3.2566,3.4771,3.3816
na,NA,94055-76-2,3.5722,3.6873,3.7847,h3n2,H3N2,3.2446,0.5400999999999998,1,3.6873,3.2446,3.7847
na,NA,22232-54-8,3.3767666666666667,3.3942,3.5032,h3n2,H3N2,3.2329,0.2703000000000002,1,3.3942,3.2329,3.5032
na,NA,61-80-3,3.4269,3.4189,3.6415,h3n2,H3N2,3.2203,0.42120000000000024,1,3.4189,3.2203,3.6415
na,NA,14807-96-6,3.2459666666666664,3.2539,3.2666,ph1n1,pH1N1,3.2174,0.04919999999999991,1,3.2174,3.2539,3.2666
na,NA,127-56-0,3.259233333333333,3.2783,3.2827,h3n2,H3N2,3.2167,0.06600000000000028,1,3.2827,3.2167,3.2783
na,NA,66215-27-8,3.233233333333333,3.2351,3.2521,h5n1,H5N1,3.2125,0.03960000000000008,1,3.2351,3.2521,3.2125
na,NA,13010-47-4,3.2782,3.2822,3.3498,ph1n1,pH1N1,3.2026,0.14720000000000022,0,3.2026,3.2822,3.3498
na,NA,144-83-2,3.3562,3.4225,3.4496,h3n2,H3N2,3.1965,0.2531000000000003,1,3.4496,3.1965,3.4225
na,NA,62-44-2,3.4209,3.5318,3.5373,h3n2,H3N2,3.1936,0.3437000000000001,1,3.5318,3.1936,3.5373
na,NA,77-86-1,3.299633333333333,3.2552,3.4509,h3n2,H3N2,3.1928,0.2580999999999998,0,3.4509,3.1928,3.2552
na,NA,100-97-0,3.224266666666667,3.2267,3.2639,h3n2,H3N2,3.1822,0.0817000000000001,1,3.2267,3.1822,3.2639
na,NA,72-14-0,3.3699999999999997,3.4551,3.474,h3n2,H3N2,3.1809,0.29310000000000036,1,3.4551,3.1809,3.474
na,NA,6055-19-2,3.251866666666667,3.1976,3.3883,ph1n1,pH1N1,3.1697,0.2185999999999999,1,3.1697,3.1976,3.3883
na,NA,101-26-8,3.259133333333333,3.2762,3.3429,h3n2,H3N2,3.1583,0.1846000000000001,1,3.2762,3.1583,3.3429
na,NA,541-46-8,3.2708,3.3309,3.3547,h3n2,H3N2,3.1268,0.2279,1,3.3547,3.1268,3.3309
na,NA,3778-73-2,3.2221333333333333,3.2275,3.334,h3n2,H3N2,3.1049,0.22909999999999986,0,3.334,3.1049,3.2275
na,NA,55-98-1,3.9560333333333326,4.2672,4.51,h3n2,H3N2,3.0909,1.4190999999999998,1,4.51,3.0909,4.2672
na,NA,51481-61-9,3.1520333333333332,3.0935,3.2782,h3n2,H3N2,3.0844,0.19379999999999997,1,3.0935,3.0844,3.2782
na,NA,7632-00-0,3.2193000000000005,3.226,3.351,h3n2,H3N2,3.0809,0.2700999999999998,1,3.351,3.0809,3.226
na,NA,77191-36-7,3.2967666666666666,3.3741,3.4462,h3n2,H3N2,3.07,0.3762000000000003,1,3.4462,3.07,3.3741
na,NA,8068-28-8,3.106666666666667,3.1281,3.1287,h5n1,H5N1,3.0632,0.06549999999999967,1,3.1287,3.1281,3.0632
na,NA,67-48-1,3.2307,3.3043,3.3546,h3n2,H3N2,3.0332,0.32140000000000013,0,3.3546,3.0332,3.3043
na,NA,119637-67-1,3.292,3.34,3.5052,h3n2,H3N2,3.0308,0.4743999999999997,1,3.34,3.0308,3.5052
na,NA,152751-57-0,3.0317333333333334,3.0679,3.0863,h3n2,H3N2,2.941,0.1453000000000002,1,3.0863,2.941,3.0679
pa,PA,111470-99-6,6.9751,6.9751,6.9751,ph1n1,pH1N1,6.9751,0.0,0,6.9751,6.9751,6.9751
pa,PA,88150-42-9,6.9751,6.9751,6.9751,ph1n1,pH1N1,6.9751,0.0,1,6.9751,6.9751,6.9751
pa,PA,319460-85-0,6.555499999999999,6.5555,6.5555,ph1n1,pH1N1,6.5555,0.0,1,6.5555,6.5555,6.5555
pa,PA,60-56-0,6.4239,6.4239,6.4239,ph1n1,pH1N1,6.4239,0.0,1,6.4239,6.4239,6.4239
pa,PA,24729-96-2,6.3963,6.3963,6.3963,ph1n1,pH1N1,6.3963,0.0,1,6.3963,6.3963,6.3963
pa,PA,341031-54-7,6.3311,6.3311,6.3311,ph1n1,pH1N1,6.3311,0.0,1,6.3311,6.3311,6.3311
pa,PA,444731-52-6,6.3182,6.3182,6.3182,ph1n1,pH1N1,6.3182,0.0,1,6.3182,6.3182,6.3182
pa,PA,112529-15-4,6.312,6.312,6.312,ph1n1,pH1N1,6.312,0.0,1,6.312,6.312,6.312
pa,PA,33419-42-0,6.2688,6.2688,6.2688,ph1n1,pH1N1,6.2688,0.0,1,6.2688,6.2688,6.2688
pa,PA,1247-42-3,6.157,6.157,6.157,ph1n1,pH1N1,6.157,0.0,1,6.157,6.157,6.157
pa,PA,19767-45-4,6.139,6.139,6.139,ph1n1,pH1N1,6.139,0.0,1,6.139,6.139,6.139
pa,PA,77-86-1,6.1377,6.1377,6.1377,ph1n1,pH1N1,6.1377,0.0,1,6.1377,6.1377,6.1377
pa,PA,120202-66-6,6.1155,6.1155,6.1155,ph1n1,pH1N1,6.1155,0.0,1,6.1155,6.1155,6.1155
pa,PA,590-63-6,6.092,6.092,6.092,ph1n1,pH1N1,6.092,0.0,1,6.092,6.092,6.092
pa,PA,5786-21-0,6.0409,6.0409,6.0409,ph1n1,pH1N1,6.0409,0.0,1,6.0409,6.0409,6.0409
pa,PA,127-56-0,6.0018,6.0018,6.0018,ph1n1,pH1N1,6.0018,0.0,1,6.0018,6.0018,6.0018
pa,PA,22260-51-1,5.929199999999999,5.9292,5.9292,ph1n1,pH1N1,5.9292,0.0,1,5.9292,5.9292,5.9292
pa,PA,52-86-8,5.860499999999999,5.8605,5.8605,ph1n1,pH1N1,5.8605,0.0,1,5.8605,5.8605,5.8605
pa,PA,36322-90-4,5.8569,5.8569,5.8569,ph1n1,pH1N1,5.8569,0.0,1,5.8569,5.8569,5.8569
pa,PA,380843-75-4,5.8404,5.8404,5.8404,ph1n1,pH1N1,5.8404,0.0,1,5.8404,5.8404,5.8404
pa,PA,57-66-9,5.8168,5.8168,5.8168,ph1n1,pH1N1,5.8168,0.0,1,5.8168,5.8168,5.8168
pa,PA,147403-03-0,5.8065,5.8065,5.8065,ph1n1,pH1N1,5.8065,0.0,1,5.8065,5.8065,5.8065
pa,PA,139481-59-7,5.7777,5.7777,5.7777,ph1n1,pH1N1,5.7777,0.0,0,5.7777,5.7777,5.7777
pa,PA,70374-39-9,5.741,5.741,5.741,ph1n1,pH1N1,5.741,0.0,0,5.741,5.741,5.741
pa,PA,13010-47-4,5.735600000000001,5.7356,5.7356,ph1n1,pH1N1,5.7356,0.0,1,5.7356,5.7356,5.7356
pa,PA,56296-78-7,5.6895,5.6895,5.6895,ph1n1,pH1N1,5.6895,0.0,1,5.6895,5.6895,5.6895
pa,PA,56211-40-6,5.68,5.68,5.68,ph1n1,pH1N1,5.68,0.0,1,5.68,5.68,5.68
pa,PA,111025-46-8,5.6703,5.6703,5.6703,ph1n1,pH1N1,5.6703,0.0,1,5.6703,5.6703,5.6703
pa,PA,269055-15-4,5.6505,5.6505,5.6505,ph1n1,pH1N1,5.6505,0.0,1,5.6505,5.6505,5.6505
pa,PA,144-82-1,5.624,5.624,5.624,ph1n1,pH1N1,5.624,0.0,1,5.624,5.624,5.624
pa,PA,105816-04-4,5.5987,5.5987,5.5987,ph1n1,pH1N1,5.5987,0.0,1,5.5987,5.5987,5.5987
pa,PA,69-52-3,5.5931,5.5931,5.5931,ph1n1,pH1N1,5.5931,0.0,1,5.5931,5.5931,5.5931
pa,PA,51-83-2,5.586099999999999,5.5861,5.5861,ph1n1,pH1N1,5.5861,0.0,0,5.5861,5.5861,5.5861
pa,PA,83-88-5,5.5782,5.5782,5.5782,ph1n1,pH1N1,5.5782,0.0,1,5.5782,5.5782,5.5782
pa,PA,461-05-2,5.5518,5.5518,5.5518,ph1n1,pH1N1,5.5518,0.0,0,5.5518,5.5518,5.5518
pa,PA,936563-96-1,5.4971,5.4971,5.4971,ph1n1,pH1N1,5.4971,0.0,1,5.4971,5.4971,5.4971
pa,PA,302543-62-0,5.4889,5.4889,5.4889,ph1n1,pH1N1,5.4889,0.0,0,5.4889,5.4889,5.4889
pa,PA,134523-03-8,5.4727,5.4727,5.4727,ph1n1,pH1N1,5.4727,0.0,1,5.4727,5.4727,5.4727
pa,PA,103-16-2,5.4664,5.4664,5.4664,ph1n1,pH1N1,5.4664,0.0,1,5.4664,5.4664,5.4664
pa,PA,668270-12-0,5.4594,5.4594,5.4594,ph1n1,pH1N1,5.4594,0.0,1,5.4594,5.4594,5.4594
pa,PA,19387-91-8,5.4543,5.4543,5.4543,ph1n1,pH1N1,5.4543,0.0,1,5.4543,5.4543,5.4543
pa,PA,635702-64-6,5.4511,5.4511,5.4511,ph1n1,pH1N1,5.4511,0.0,0,5.4511,5.4511,5.4511
pa,PA,797-63-7,5.424499999999999,5.4245,5.4245,ph1n1,pH1N1,5.4245,0.0,1,5.4245,5.4245,5.4245
pa,PA,159811-51-5,5.4166,5.4166,5.4166,ph1n1,pH1N1,5.4166,0.0,1,5.4166,5.4166,5.4166
pa,PA,145202-66-0,5.403,5.403,5.403,ph1n1,pH1N1,5.403,0.0,0,5.403,5.403,5.403
pa,PA,548-62-9,5.4023,5.4023,5.4023,ph1n1,pH1N1,5.4023,0.0,1,5.4023,5.4023,5.4023
pa,PA,446-86-6,5.401799999999999,5.4018,5.4018,ph1n1,pH1N1,5.4018,0.0,1,5.4018,5.4018,5.4018
pa,PA,753498-25-8,5.3904,5.3904,5.3904,ph1n1,pH1N1,5.3904,0.0,1,5.3904,5.3904,5.3904
