compound_id,target_id,target_class,strain,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,label_source,round_id
50-41-9,pa_h5n1,PA,H5N1,CC[NH+](CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,4.275,0.0853,0.1352,0.7058,0.4264,0.1787,0.7259,synthetic,round_0
50-55-5,pa_h5n1,PA,H5N1,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,3.656,0.1787,0.1333,0.4426,0.2817,0.2022,0.146,synthetic,round_0
50-63-5,pa_h5n1,PA,H5N1,CC[NH+](CC)CCC[C@@H](C)Nc1cc[nH+]c2cc(Cl)ccc12,4.074,0.588,0.7683,0.6342,0.9001,0.0438,0.0438,synthetic,round_0
50-78-2,pa_h5n1,PA,H5N1,CC(=O)Oc1ccccc1C(=O)[O-],4.726,0.9414,0.2365,0.7424,0.8748,0.7494,0.889,synthetic,round_0
50-81-7,pa_h5n1,PA,H5N1,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,4.381,0.9351,0.8257,0.9506,0.769,0.2771,0.4253,synthetic,round_0
50-91-9,pa_h5n1,PA,H5N1,O=c1[nH]c(=O)n([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1F,3.653,0.4004,0.8575,0.4328,0.6292,0.9261,0.7718,synthetic,round_0
503612-47-3,pa_h5n1,PA,H5N1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,4.523,0.9955,0.797,0.9943,0.9013,0.804,0.3544,synthetic,round_0
50700-72-6,pa_h5n1,PA,H5N1,CC(=O)O[C@@H]1C[C@H]2CC[C@@H]3[C@@H](CC[C@]4(C)[C@@H]3C[C@@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@]2(C)C[C@H]1[NH+]1CCCCC1,4.233,0.2769,0.6218,0.2453,0.0691,0.2582,0.6372,synthetic,round_0
51-21-8,pa_h5n1,PA,H5N1,O=c1[nH]cc(F)c(=O)[nH]1,4.518,0.9364,0.9634,0.7153,0.9013,0.9492,0.9832,synthetic,round_0
51-52-5,pa_h5n1,PA,H5N1,CCCc1cc(=O)[nH]c(=S)[nH]1,3.169,0.948,0.9948,0.8324,0.6193,0.1766,0.1524,synthetic,round_0
51333-22-3,pa_h5n1,PA,H5N1,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4.442,0.6157,0.8265,0.2422,0.5711,0.3336,0.3355,synthetic,round_0
51481-61-9,pa_h5n1,PA,H5N1,CN/C(=N\C#N)NCCSCc1[nH+]c[nH]c1C,4.18,0.3931,0.2992,0.4346,0.2619,0.7846,0.4481,synthetic,round_0
51803-78-2,pa_h5n1,PA,H5N1,CS(=O)(=O)[N-]c1ccc([N+](=O)[O-])cc1Oc1ccccc1,3.668,0.2399,0.1625,0.6435,0.3239,0.9822,0.4055,synthetic,round_0
518048-05-0,pa_h5n1,PA,H5N1,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,3.809,0.423,0.2226,0.1863,0.0341,0.1522,0.1205,synthetic,round_0
52-21-1,pa_h5n1,PA,H5N1,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.861,0.2649,0.1302,0.1278,0.0208,0.3231,0.818,synthetic,round_0
52-86-8,pa_h5n1,PA,H5N1,O=C(CCC[N@H+]1CC[C@](O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.708,0.4097,0.9268,0.4011,0.6909,0.9248,0.46,synthetic,round_0
521-78-8,pa_h5n1,PA,H5N1,C[C@H](CN1c2ccccc2CCc2ccccc21)C[NH+](C)C,5.17,0.5385,0.7209,0.9341,0.9155,0.668,0.6117,synthetic,round_0
527-07-1,pa_h5n1,PA,H5N1,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,3.433,0.9933,0.7284,0.5767,0.6716,0.2803,0.0916,synthetic,round_0
53-86-1,pa_h5n1,PA,H5N1,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,4.095,0.153,0.0162,0.3183,0.205,0.0662,0.8345,synthetic,round_0
532-03-6,pa_h5n1,PA,H5N1,COc1ccccc1OC[C@@H](O)COC(N)=O,3.052,0.6487,0.4835,0.1826,0.4476,0.0157,0.1303,synthetic,round_0
53885-35-1,pa_h5n1,PA,H5N1,Clc1ccccc1C[N@@H+]1CCc2sccc2C1,6.124,0.9879,0.9845,0.9075,0.9805,0.7999,0.5844,synthetic,round_0
54-85-3,pa_h5n1,PA,H5N1,NNC(=O)c1ccncc1,3.714,0.9231,0.8453,0.1977,0.3477,0.3779,0.2614,synthetic,round_0
54029-12-8,pa_h5n1,PA,H5N1,CCC[S@@](=O)c1ccc2[nH]/c(=N\C(=O)OC)[nH]c2c1,5.574,0.4334,0.5809,0.9951,0.9759,0.5826,0.5766,synthetic,round_0
540737-29-9,pa_h5n1,PA,H5N1,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,3.789,0.5797,0.9851,0.6837,0.291,0.1321,0.3446,synthetic,round_0
541-15-1,pa_h5n1,PA,H5N1,C[N+](C)(C)C[C@@H](O)CC(=O)[O-],4.121,0.2867,0.0866,0.4667,0.3051,0.7605,0.8861,synthetic,round_0
541-22-0,pa_h5n1,PA,H5N1,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,4.745,0.9552,0.9035,0.4536,0.6882,0.8801,0.569,synthetic,round_0
5451-09-2,pa_h5n1,PA,H5N1,[NH3+]CC(=O)CCC(=O)[O-],4.039,0.8466,0.8813,0.4447,0.4532,0.0641,0.1867,synthetic,round_0
54527-84-3,pa_h5n1,PA,H5N1,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC[N@@H+](C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,5.191,0.6425,0.7729,0.531,0.387,0.5749,0.6561,synthetic,round_0
548-62-9,pa_h5n1,PA,H5N1,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,5.39,0.7431,0.6544,0.7614,0.9557,0.5135,0.6285,synthetic,round_0
548-73-2,pa_h5n1,PA,H5N1,O=C(CCC[N@@H+]1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,5.688,0.2557,0.8704,0.5038,0.7189,0.566,0.2412,synthetic,round_0
549-18-8,pa_h5n1,PA,H5N1,C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,3.569,0.0504,0.017,0.8895,0.5315,0.0078,0.0218,synthetic,round_0
55-06-1,pa_h5n1,PA,H5N1,[NH3+][C@@H](Cc1cc(I)c(Oc2ccc([O-])c(I)c2)c(I)c1)C(=O)[O-],3.942,0.6728,0.5157,0.0636,0.0941,0.1598,0.354,synthetic,round_0
55-98-1,pa_h5n1,PA,H5N1,CS(=O)(=O)OCCCCOS(C)(=O)=O,4.179,0.5821,0.9422,0.3123,0.5433,0.6783,0.5474,synthetic,round_0
550-99-2,pa_h5n1,PA,H5N1,c1ccc2c(CC3=[NH+]CCN3)cccc2c1,4.043,0.7559,0.8266,0.539,0.6022,0.0036,0.2013,synthetic,round_0
55079-83-9,pa_h5n1,PA,H5N1,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,3.976,0.533,0.7139,0.3829,0.4912,0.9129,0.0901,synthetic,round_0
55268-74-1,pa_h5n1,PA,H5N1,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,3.447,0.5885,0.136,0.168,0.108,0.449,0.083,synthetic,round_0
553-08-2,pa_h5n1,PA,H5N1,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,3.652,0.3835,0.2862,0.998,0.9622,0.3919,0.0241,synthetic,round_0
555-30-6,pa_h5n1,PA,H5N1,C[C@]([NH3+])(Cc1ccc(O)c(O)c1)C(=O)[O-],4.475,0.5215,0.386,0.3243,0.3758,0.7351,0.8116,synthetic,round_0
5593-20-4,pa_h5n1,PA,H5N1,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3.52,0.7909,0.3218,0.2197,0.3156,0.0067,0.0067,synthetic,round_0
56-85-9,pa_h5n1,PA,H5N1,NC(=O)CC[C@H]([NH3+])C(=O)[O-],3.426,0.3406,0.2879,0.6091,0.5973,0.8223,0.1593,synthetic,round_0
56180-94-0,pa_h5n1,PA,H5N1,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,4.153,0.243,0.1285,0.3647,0.0758,0.6737,0.9165,synthetic,round_0
56211-40-6,pa_h5n1,PA,H5N1,Cc1cccc(Nc2cc[nH+]cc2S(=O)(=O)[N-]C(=O)NC(C)C)c1,5.989,0.9604,0.7427,0.3919,0.7834,0.8801,0.9933,synthetic,round_0
56296-78-7,pa_h5n1,PA,H5N1,C[NH2+]CC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,6.548,0.6244,0.343,0.9399,0.8119,0.9481,0.764,synthetic,round_0
57-41-0,pa_h5n1,PA,H5N1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,4.68,0.7703,0.9459,0.7747,0.4271,0.757,0.9454,synthetic,round_0
57-66-9,pa_h5n1,PA,H5N1,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,5.93,0.7596,0.7221,0.3214,0.7609,0.7575,0.6416,synthetic,round_0
57-68-1,pa_h5n1,PA,H5N1,Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1,3.938,0.3532,0.7348,0.1875,0.0965,0.522,0.1546,synthetic,round_0
57248-88-1,pa_h5n1,PA,H5N1,[NH3+]CC[C@](O)(P(=O)([O-])[O-])P(=O)([O-])O,4.034,0.9027,0.942,0.9728,0.9382,0.8543,0.4688,synthetic,round_0
57808-65-8,pa_h5n1,PA,H5N1,Cc1cc([C@H](C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1[O-],4.459,0.9862,0.999,0.8736,0.4232,0.1826,0.7026,synthetic,round_0
57852-57-0,pa_h5n1,PA,H5N1,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,4.669,0.6266,0.5351,0.0161,0.0377,0.2942,0.6036,synthetic,round_0
5786-21-0,pa_h5n1,PA,H5N1,C[NH+]1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,6.085,0.9103,0.3372,0.8359,0.8162,0.146,0.4266,synthetic,round_0
58-56-0,pa_h5n1,PA,H5N1,Cc1[nH+]cc(CO)c(CO)c1[O-],4.261,0.9642,0.671,0.8023,0.8766,0.1241,0.1044,synthetic,round_0
58-61-7,pa_h5n1,PA,H5N1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,3.804,0.001,0.2259,0.0486,0.0372,0.4684,0.5047,synthetic,round_0
58-96-8,pa_h5n1,PA,H5N1,O=c1ccn([C@@H]2O[C@H](CO)[C@H](O)[C@@H]2O)c(=O)[nH]1,4.328,0.5472,0.5947,0.3176,0.5685,0.3436,0.1493,synthetic,round_0
58579-51-4,pa_h5n1,PA,H5N1,O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1,4.289,0.9245,0.9671,0.9137,0.9786,0.1415,0.153,synthetic,round_0
5874-97-5,pa_h5n1,PA,H5N1,CC(C)[NH2+]C[C@@H](O)c1cc(O)cc(O)c1,4.955,0.7906,0.7626,0.4974,0.6008,0.6465,0.3952,synthetic,round_0
59-05-2,pa_h5n1,PA,H5N1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,4.682,0.7024,0.5553,0.4786,0.4657,0.5634,0.862,synthetic,round_0
59-67-6,pa_h5n1,PA,H5N1,O=C([O-])c1cccnc1,3.427,0.1452,0.2253,0.1994,0.0534,0.5658,0.531,synthetic,round_0
59-87-0,pa_h5n1,PA,H5N1,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,4.098,0.5412,0.4519,0.7922,0.5579,0.1982,0.5181,synthetic,round_0
590-63-6,pa_h5n1,PA,H5N1,C[C@@H](C[N+](C)(C)C)OC(N)=O,6.575,0.9532,0.9941,0.9923,0.9959,0.9898,0.9671,synthetic,round_0
595-33-5,pa_h5n1,PA,H5N1,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.034,0.1558,0.8777,0.8345,0.9237,0.6433,0.6684,synthetic,round_0
60-32-2,pa_h5n1,PA,H5N1,[NH3+]CCCCCC(=O)[O-],4.557,0.8953,0.6968,0.9049,0.7025,0.8222,0.045,synthetic,round_0
60-56-0,pa_h5n1,PA,H5N1,Cn1cc[nH]c1=S,6.979,0.957,0.709,0.9561,0.9495,0.7565,0.5008,synthetic,round_0
6018-19-5,pa_h5n1,PA,H5N1,Nc1ccc(C(=O)[O-])c(O)c1,3.624,0.6306,0.723,0.3489,0.7187,0.6466,0.5591,synthetic,round_0
603-50-9,pa_h5n1,PA,H5N1,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2cccc[nH+]2)cc1,4.119,0.0092,0.1333,0.514,0.5997,0.3798,0.5371,synthetic,round_0
61-16-5,pa_h5n1,PA,H5N1,COc1ccc(OC)c([C@@H](O)[C@H](C)[NH3+])c1,3.691,0.7775,0.7842,0.8947,0.9292,0.3077,0.5163,synthetic,round_0
61-76-7,pa_h5n1,PA,H5N1,C[NH2+]C[C@H](O)c1cccc(O)c1,3.441,0.4151,0.8894,0.5033,0.5615,0.7246,0.6016,synthetic,round_0
61318-91-0,pa_h5n1,PA,H5N1,Clc1ccc(CS[C@@H](Cn2cc[nH+]c2)c2ccc(Cl)cc2Cl)cc1,4.328,0.8061,0.713,0.3421,0.3651,0.267,0.1519,synthetic,round_0
61718-82-9,pa_h5n1,PA,H5N1,COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1,4.702,0.2514,0.7158,0.054,0.0666,0.9645,0.7562,synthetic,round_0
61825-94-3,pa_h5n1,PA,H5N1,N[C@@H]1CCCC[C@H]1[NH3+],3.984,0.0952,0.001,0.8299,0.6323,0.4834,0.3747,synthetic,round_0
62-31-7,pa_h5n1,PA,H5N1,[NH3+]CCc1ccc(O)c(O)c1,4.849,0.7671,0.5144,0.6062,0.0783,0.4746,0.5077,synthetic,round_0
62-97-5,pa_h5n1,PA,H5N1,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,5.027,0.4752,0.6975,0.514,0.4945,0.8892,0.9125,synthetic,round_0
62013-04-1,pa_h5n1,PA,H5N1,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,3.19,0.0263,0.0049,0.346,0.5162,0.2702,0.2643,synthetic,round_0
624-49-7,pa_h5n1,PA,H5N1,COC(=O)/C=C/C(=O)OC,4.662,0.4028,0.6343,0.9178,0.5303,0.5406,0.2619,synthetic,round_0
62571-86-2,pa_h5n1,PA,H5N1,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)[O-],5.648,0.9398,0.7121,0.9414,0.8919,0.4902,0.4216,synthetic,round_0
62893-19-0,pa_h5n1,PA,H5N1,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,3.787,0.9858,0.9742,0.3866,0.3218,0.7551,0.999,synthetic,round_0
63-45-6,pa_h5n1,PA,H5N1,COc1cc(N[C@H](C)CCC[NH3+])c2ncccc2c1,3.969,0.2993,0.077,0.067,0.0022,0.7402,0.2228,synthetic,round_0
63-74-1,pa_h5n1,PA,H5N1,Nc1ccc(S(N)(=O)=O)cc1,3.748,0.1817,0.1764,0.1833,0.1571,0.3167,0.0083,synthetic,round_0
63-92-3,pa_h5n1,PA,H5N1,C[C@@H](COc1ccccc1)[N@@H+](CCCl)Cc1ccccc1,5.33,0.742,0.39,0.6004,0.781,0.3158,0.5171,synthetic,round_0
635728-49-3,pa_h5n1,PA,H5N1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,4.387,0.3899,0.5677,0.865,0.3352,0.9782,0.6825,synthetic,round_0
63659-19-8,pa_h5n1,PA,H5N1,CC(C)[NH2+]C[C@@H](O)COc1ccc(CCOCC2CC2)cc1,4.361,0.4297,0.9588,0.0492,0.1866,0.3145,0.4091,synthetic,round_0
64-75-5,pa_h5n1,PA,H5N1,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,3.55,0.9897,0.6537,0.8054,0.959,0.534,0.2536,synthetic,round_0
64-77-7,pa_h5n1,PA,H5N1,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,4.764,0.7637,0.454,0.7718,0.85,0.119,0.103,synthetic,round_0
641571-10-0,pa_h5n1,PA,H5N1,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,4.739,0.7952,0.6216,0.1237,0.2065,0.9647,0.616,synthetic,round_0
64228-81-5,pa_h5n1,PA,H5N1,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,4.64,0.7693,0.9799,0.1343,0.7081,0.4147,0.6855,synthetic,round_0
64461-82-1,pa_h5n1,PA,H5N1,Clc1ccc2nsnc2c1N=C1NCCN1,4.064,0.4845,0.3067,0.0705,0.1637,0.9045,0.5409,synthetic,round_0
645-05-6,pa_h5n1,PA,H5N1,CN(C)c1nc(N(C)C)nc(N(C)C)n1,4.904,0.6482,0.3528,0.916,0.5823,0.6613,0.0168,synthetic,round_0
64872-77-1,pa_h5n1,PA,H5N1,Clc1ccc(CC[C@@H](Cn2cc[nH+]c2)Sc2c(Cl)cccc2Cl)cc1,4.725,0.9612,0.6129,0.9871,0.9251,0.0431,0.2339,synthetic,round_0
6493-05-6,pa_h5n1,PA,H5N1,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,4.717,0.8803,0.628,0.6498,0.5889,0.5096,0.8803,synthetic,round_0
65-28-1,pa_h5n1,PA,H5N1,Cc1ccc(N(CC2=[NH+]CCN2)c2cccc(O)c2)cc1,4.01,0.4122,0.2941,0.037,0.1288,0.2608,0.6147,synthetic,round_0
65-29-2,pa_h5n1,PA,H5N1,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,3.52,0.3275,0.3609,0.8653,0.6944,0.0702,0.1744,synthetic,round_0
65277-42-1,pa_h5n1,PA,H5N1,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cc[nH+]c4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,5.225,0.949,0.9658,0.8788,0.7854,0.6582,0.335,synthetic,round_0
65473-14-5,pa_h5n1,PA,H5N1,C[N@@H+](CC=Cc1ccccc1)Cc1cccc2ccccc12,4.21,0.9064,0.6538,0.9543,0.9881,0.1712,0.4992,synthetic,round_0
65928-58-7,pa_h5n1,PA,H5N1,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(O)CC#N,4.903,0.7882,0.7597,0.8009,0.7107,0.567,0.681,synthetic,round_0
66085-59-4,pa_h5n1,PA,H5N1,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,4.078,0.4325,0.5779,0.1472,0.3409,0.8463,0.8411,synthetic,round_0
66104-23-2,pa_h5n1,PA,H5N1,CCC[N@H+]1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,5.223,0.9064,0.8751,0.9213,0.8913,0.3983,0.1974,synthetic,round_0
66357-59-3,pa_h5n1,PA,H5N1,C/[NH+]=C(\C[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,4.174,0.8309,0.6919,0.7872,0.3592,0.7451,0.7134,synthetic,round_0
668270-12-0,pa_h5n1,PA,H5N1,CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,5.649,0.4403,0.3988,0.5445,0.9167,0.1239,0.4407,synthetic,round_0
67-03-8,pa_h5n1,PA,H5N1,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,4.529,0.5917,0.5764,0.5373,0.4753,0.3385,0.4867,synthetic,round_0
67-48-1,pa_h5n1,PA,H5N1,C[N+](C)(C)CCO,4.552,0.2971,0.8751,0.5146,0.946,0.1403,0.1892,synthetic,round_0
67-73-2,pa_h5n1,PA,H5N1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,5.489,0.7478,0.5297,0.8002,0.9473,0.9109,0.8354,synthetic,round_0
67-92-5,pa_h5n1,PA,H5N1,CC[NH+](CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,4.82,0.9258,0.9988,0.6245,0.922,0.2746,0.3541,synthetic,round_0
68-35-9,pa_h5n1,PA,H5N1,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,4.188,0.3019,0.6871,0.3406,0.0915,0.3377,0.0696,synthetic,round_0
68-41-7,pa_h5n1,PA,H5N1,[NH3+][C@@H]1CONC1=O,3.931,0.7664,0.699,0.3772,0.8207,0.1274,0.2096,synthetic,round_0
68291-97-4,pa_h5n1,PA,H5N1,NS(=O)(=O)Cc1noc2ccccc12,4.189,0.9746,0.8465,0.9006,0.9563,0.0428,0.0129,synthetic,round_0
68373-14-8,pa_h5n1,PA,H5N1,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,3.796,0.4511,0.0544,0.2298,0.2869,0.1843,0.1458,synthetic,round_0
69-52-3,pa_h5n1,PA,H5N1,CC1(C)S[C@H]2[C@H](NC(=O)[C@@H](N)c3ccccc3)C(=O)N2[C@@H]1C(=O)[O-],6.197,0.9336,0.9435,0.982,0.9945,0.8164,0.6349,synthetic,round_0
697761-98-1,pa_h5n1,PA,H5N1,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)[O-])cn2[C@H](CO)C(C)C,4.601,0.9973,0.8134,0.7034,0.4944,0.1607,0.8681,synthetic,round_0
70024-40-7,pa_h5n1,PA,H5N1,COc1cc2[nH+]c(N3CCN(C(=O)[C@H]4CCCO4)CC3)nc(N)c2cc1OC,3.987,0.9546,0.8243,0.9671,0.9821,0.8054,0.5617,synthetic,round_0
70288-86-7,pa_h5n1,PA,H5N1,CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,4.457,0.4938,0.7364,0.319,0.4726,0.4111,0.6041,synthetic,round_0
70458-96-7,pa_h5n1,PA,H5N1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21,5.711,0.8146,0.7356,0.6988,0.8249,0.8865,0.8163,synthetic,round_0
70476-82-3,pa_h5n1,PA,H5N1,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c21,5.264,0.5749,0.9206,0.9283,0.8919,0.4792,0.9022,synthetic,round_0
7081-44-9,pa_h5n1,PA,H5N1,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],4.625,0.224,0.2441,0.4442,0.6974,0.8748,0.8724,synthetic,round_0
7081-53-0,pa_h5n1,PA,H5N1,CCN1C[C@@H](CC[NH+]2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,4.465,0.9854,0.9018,0.6485,0.5469,0.5825,0.6858,synthetic,round_0
71-58-9,pa_h5n1,PA,H5N1,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,5.673,0.225,0.9254,0.4152,0.709,0.2109,0.8971,synthetic,round_0
71675-85-9,pa_h5n1,PA,H5N1,CC[N@@H+]1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,5.064,0.9584,0.9948,0.8801,0.8876,0.8301,0.4523,synthetic,round_0
72-14-0,pa_h5n1,PA,H5N1,Nc1ccc(S(=O)(=O)/N=c2\[nH]ccs2)cc1,5.106,0.5148,0.1393,0.929,0.7607,0.2158,0.6367,synthetic,round_0
72-33-3,pa_h5n1,PA,H5N1,C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,4.442,0.7198,0.8832,0.999,0.9933,0.1264,0.1007,synthetic,round_0
721-50-6,pa_h5n1,PA,H5N1,CCC[NH2+][C@H](C)C(=O)Nc1ccccc1C,3.572,0.062,0.0071,0.0341,0.1303,0.2535,0.5166,synthetic,round_0
723-46-6,pa_h5n1,PA,H5N1,Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,4.54,0.551,0.1208,0.1019,0.0298,0.2241,0.2823,synthetic,round_0
72432-03-2,pa_h5n1,PA,H5N1,OCC[N@@H+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,3.824,0.7989,0.2397,0.8962,0.9063,0.6788,0.6153,synthetic,round_0
