compound_id,target_id,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,branch_sequence_pr,branch_pose_pr,branch_structure_pr,consensus_123_pr,disagreement_sd_pr,disagreement_range_pr,disagreement_branch_sd_pr,structure_minus_pose_pr,sequence_minus_structure_pr,exact_mol_wt,logp,tpsa,hbd,hba,formal_charge,rotatable_bonds,ring_count,aromatic_ring_count,heavy_atom_count,fraction_csp3,structural_alert_count,qed
25451-15-4,furin,NC(=O)OCC(COC(N)=O)c1ccccc1,5.438,0.3103,0.3855,0.8701,0.5867,0.768,0.836,0.802,0.3479,0.7283999999999999,0.6138333333333333,0.2378654998102919,0.5598,0.2437225266568521,0.3804999999999999,0.0736000000000001,238.095356928,0.9607999999999992,104.64,2,4,0,5,1,1,17,0.2727272727272727,0,0.796471019540729
2022-85-7,furin,Nc1nc(=O)[nH]cc1F,4.152,0.9344,0.7104,0.6388,0.6993,0.5981,0.4543,0.5262,0.8224,0.66905,0.6963583333333334,0.158131929097194,0.4801,0.1481310146458195,-0.15335,-0.14285,129.033839968,-0.5088000000000001,71.77,2,3,0,0,1,1,9,0.0,0,0.4952172017431901
554-57-4,furin,CC(=O)Nc1sc(S(N)(=O)=O)n[n+]1C,4.643,0.2817,0.3478,0.9835,0.5388,0.4693,0.2678,0.36855,0.31475,0.76115,0.5469166666666666,0.2679177292876801,0.7157,0.2436876963109408,0.4464,-0.3926,237.01105856809,-1.4265999999999994,106.03,2,5,1,2,1,1,14,0.4,2,0.485692555587665
50-44-2,furin,S=c1[nH]cnc2nc[nH]c12,5.249,0.6728,0.6106,0.2627,0.7813,0.9384,0.7397,0.8390500000000001,0.6416999999999999,0.522,0.6147416666666666,0.2274549574457911,0.6757,0.1601019544956692,-0.1196999999999999,0.31705,152.015667128,1.0154899999999998,57.36,2,3,0,0,2,2,10,0.0,1,0.5538546640663037
156-57-0,furin,[NH3+]CCS,3.552,0.0432,0.0308,0.4611,0.4979,0.0046,0.0496,0.0271,0.037,0.4795,0.2566,0.2318677122843972,0.4933,0.2583827974149982,0.4425,-0.4524,78.03719667608999,-0.8418999999999999,27.64,2,1,1,1,0,0,4,1.0,1,0.3826710259651884
50-01-1,furin,NC(N)=[NH2+],3.77,0.0785,0.0699,0.1118,0.1226,0.2768,0.4201,0.34845,0.0742,0.1172,0.1414083333333333,0.1395625272055504,0.3501999999999999,0.1475006355918509,0.043,0.2312499999999999,60.05562361208999,-2.9811000000000005,77.63,3,0,1,0,0,0,4,0.0,2,0.2059078383213915
99464-64-9,furin,CCOC(=O)O[C@@H](C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,4.617,0.0836,0.0571,0.674,0.526,0.4709,0.8734,0.67215,0.07035,0.6000000000000001,0.435475,0.3238018653436079,0.8162999999999999,0.3286076650049417,0.5296500000000001,0.0721499999999999,447.11002101200006,2.558700000000001,124.13,1,8,0,6,3,2,31,0.25,2,0.5292289566712126
82419-36-1,furin,C[C@@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,3.329,0.7728,0.8781,0.7571,0.6721,0.011,0.0407,0.0258499999999999,0.82545,0.7146,0.6367583333333334,0.3899437275642046,0.8671,0.4332098115617112,-0.11085,-0.68875,362.15106079209,0.1269000000000004,76.21000000000001,2,4,1,2,4,2,26,0.4444444444444444,0,0.7941990246820108
122647-32-9,furin,CCCCCCC[N@@H+](CC)CCC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,5.325,0.9811,0.979,0.942,0.6604,0.216,0.0667,0.14135,0.98005,0.8011999999999999,0.7508416666666666,0.4077584464688213,0.9144,0.4417403149287297,-0.17885,-0.6598499999999999,385.2519404640899,2.746900000000001,70.84,3,3,1,14,1,1,26,0.7,1,0.4313371447281132
149003-01-0,furin,C[C@@H](CN1CC(=O)NC(=O)C1)[NH+]1CC(=O)[N-]C(=O)C1,4.306,0.8104,0.4226,0.0162,0.0567,0.1853,0.3869,0.2861,0.6165,0.0364499999999999,0.2714083333333333,0.2949465539155639,0.7942,0.2909602736342769,-0.5800500000000001,0.24965,268.117154992,-3.341299999999995,102.09,2,5,0,3,2,0,19,0.6363636363636364,1,0.5209612072880093
112811-59-3,furin,COc1c(N2CC[NH2+][C@H](C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,3.609,0.1974,0.0361,0.0405,0.4875,0.9719,0.3071,0.6395,0.1167499999999999,0.264,0.2775,0.3534194245746357,0.9358,0.2695522135567306,0.14725,0.3754999999999999,375.159434404,-0.3804999999999989,91.21,1,5,0,4,4,2,27,0.4736842105263157,0,0.7867122884676202
51803-78-2,furin,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,5.039,0.7478,0.6182,0.8034,0.2035,0.0153,0.2497,0.1325,0.683,0.50345,0.501475,0.3259053037310071,0.7881,0.2807407923690463,-0.1795500000000001,-0.3709499999999999,308.046692484,2.7586000000000013,98.54,1,5,0,5,2,2,21,0.0769230769230769,2,0.6760870934103842
29767-20-2,furin,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,6.866,0.9777,0.741,0.9493,0.8979,0.8885,0.6718,0.7801499999999999,0.8593500000000001,0.9236,0.878275,0.1212157360521589,0.3059,0.0718547203274311,0.0642499999999999,-0.14345,656.156362084,2.752900000000001,160.83,3,14,0,6,8,3,46,0.46875,1,0.3327956777277973
10347-81-6,furin,C[NH2+]CCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,5.273,0.6535,0.846,0.7604,0.5477,0.999,0.7035,0.8512500000000001,0.7497499999999999,0.65405,0.7188166666666665,0.1572945951603762,0.4513,0.0986142146616467,-0.0956999999999999,0.1972,278.19032618809,3.185200000000002,16.61,1,0,1,4,5,2,21,0.4,1,0.827287868802689
53994-73-3,furin,[NH3+][C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Cl)CS[C@H]12)c1ccccc1,3.705,0.7822,0.8106,0.2076,0.5215,0.4586,0.5364,0.4975,0.7964,0.36455,0.5306583333333332,0.2228768845498937,0.603,0.2211753960849473,-0.43185,0.13295,367.039354608,-1.4301999999999977,117.18,2,5,0,4,3,1,24,0.2666666666666666,1,0.6326134956755325
49562-28-9,furin,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,3.659,0.9227,0.8438,0.5336,0.0492,0.0167,0.0382,0.02745,0.88325,0.2914,0.4446916666666666,0.4216393055681598,0.906,0.4382445407532191,-0.59185,-0.26395,360.112836832,4.680000000000004,52.6,0,4,0,6,2,2,25,0.3,2,0.5540618915195044
51-52-5,furin,CCCc1cc(=O)[nH]c(=S)[nH]1,4.089,0.2871,0.1255,0.6819,0.9703,0.9286,0.6358,0.7822,0.2063,0.8261000000000001,0.6121833333333334,0.339412390266865,0.8448,0.3458660771647507,0.6198,-0.0439,170.05138394,1.38499,48.65,2,2,0,2,1,1,11,0.4285714285714285,1,0.6587322532597095
315-30-0,furin,O=c1[nH]cnc2[nH]ncc12,5.063,0.8966,0.8482,0.7307,0.8322,0.501,0.8647,0.68285,0.8724,0.78145,0.7953333333333333,0.1472480628055934,0.3955999999999999,0.0948007252081965,-0.0909499999999999,-0.0986,136.038510748,-0.3538,74.43,2,3,0,0,2,2,10,0.0,0,0.5192368565638923
1405-10-3,furin,N[C@H]1[C@@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H]([NH3+])[C@H]3O[C@H]3O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)O[C@@H](C[NH3+])[C@@H](O)[C@@H]1O,3.645,0.8675,0.6227,0.2032,0.1587,0.1039,0.4749,0.2894,0.7451000000000001,0.18095,0.387075,0.3027320779170916,0.7636000000000001,0.2993573992738446,-0.5641500000000002,0.1084499999999999,617.33411488827,-11.045700000000018,357.97,13,16,3,9,4,0,42,1.0,0,0.1140954227655034
58-14-0,furin,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,4.513,0.8907,0.7728,0.1798,0.1447,0.4863,0.2423,0.3643,0.83175,0.16225,0.4190916666666667,0.3190747603096595,0.746,0.3434054831148351,-0.6695,0.20205,248.082874096,2.5238000000000005,77.82,2,4,0,2,2,2,17,0.1666666666666666,0,0.8561371493463951
19237-84-4,furin,COc1cc2[nH+]c(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,5.79,0.1846,0.2161,0.4887,0.7409,0.4232,0.4061,0.41465,0.2003499999999999,0.6148,0.4432916666666666,0.2021288170119903,0.5563,0.2072652547662857,0.41445,-0.20015,384.16663060409,1.2037000000000002,108.2,1,7,1,4,4,3,28,0.3157894736842105,0,0.7199663115061383
23288-49-5,furin,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,5.171,0.8889,0.9787,0.622,0.9916,0.2352,0.0714,0.1533,0.9338,0.8068,0.7402166666666669,0.3968199390151659,0.9202,0.4188021609304326,-0.127,-0.6535,516.309572776,9.908299999999995,40.46,2,4,0,4,2,2,35,0.6129032258064516,2,0.3131966868527805
147-94-4,furin,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,6.375,0.7432,0.9016,0.9505,0.9308,0.7822,0.1953,0.48875,0.8224,0.94065,0.8259166666666665,0.2844800379640019,0.7552,0.2343498079794391,0.1182499999999999,-0.4518999999999999,243.085520516,-2.563,130.82999999999998,4,7,0,2,2,1,17,0.5555555555555556,0,0.4489304892314893
65-29-2,furin,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,3.421,0.8716,0.6525,0.0598,0.1205,0.1066,0.0145,0.06055,0.76205,0.09015,0.3091833333333333,0.3632367093232731,0.8571000000000001,0.3967425739695703,-0.6719,-0.0295999999999999,510.4618220402699,5.452500000000005,27.69,0,3,3,21,1,1,36,0.8,1,0.2058221894673444
24356-60-3,furin,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,4.172,0.9945,0.9985,0.1803,0.7344,0.3811,0.2144,0.29775,0.9965,0.45735,0.6104666666666667,0.3751497869740388,0.8182,0.3661526195909751,-0.53915,-0.1596,422.04860081191,-0.8592999999999977,128.73000000000002,1,9,-1,7,3,1,28,0.3529411764705882,3,0.3389583327822128
186826-86-8,furin,COc1c(N2C[C@@H]3CCC[NH2+][C@@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,3.712,0.4658,0.4617,0.2467,0.4626,0.8468,0.2659,0.55635,0.46375,0.35465,0.4246333333333333,0.2157826939307228,0.6001,0.1009624187507411,-0.1090999999999999,0.2017,401.175084468,0.0096000000000013,91.21,1,5,0,4,5,2,29,0.5238095238095238,0,0.7794781534995434
101-26-8,furin,CN(C)C(=O)Oc1ccc[n+](C)c1,6.147,0.9801,0.9506,0.6434,0.9844,0.912,0.0977,0.50485,0.96535,0.8139000000000001,0.812875,0.3494159049995673,0.8867,0.2347016741170231,-0.1514499999999998,-0.30905,181.09715407609,0.5714999999999999,33.42,0,2,1,1,1,1,13,0.3333333333333333,1,0.5934152756520555
15687-27-1,furin,CC(C)Cc1ccc([C@H](C)C(=O)[O-])cc1,3.991,0.0524,0.1513,0.3087,0.7706,0.5919,0.484,0.5379499999999999,0.10185,0.53965,0.3934333333333333,0.272748079736595,0.7182,0.2522746320976407,0.4377999999999999,-0.0017,205.12340336391,1.7385,40.129999999999995,0,2,-1,4,1,1,15,0.4615384615384615,0,0.7507790478562271
286930-03-8,furin,CC(C)C(=O)Oc1ccc(CO)cc1[C@@H](CC[NH+](C(C)C)C(C)C)c1ccccc1,4.42,0.3702,0.4496,0.815,0.8615,0.505,0.1642,0.3346,0.4099,0.8382499999999999,0.611525,0.2674012147815837,0.6973,0.2716668103271603,0.4283499999999999,-0.5036499999999999,412.28462049609,3.964000000000003,50.97,2,3,1,10,2,2,30,0.5,2,0.4586748183521858
3424-98-4,furin,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,4.123,0.6843,0.8859,0.4694,0.2389,0.7234,0.6596,0.6915,0.7851,0.3541499999999999,0.5540250000000001,0.2255855558319282,0.647,0.2266729968478822,-0.43095,0.33735,242.090271548,-1.5142799999999992,104.54999999999998,3,5,0,2,2,1,17,0.6,0,0.5842742137821719
14976-57-9,furin,C[N@H+]1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,4.577,0.5343,0.8598,0.1068,0.3897,0.8524,0.7826,0.8175,0.69705,0.24825,0.4927250000000001,0.3017982173572269,0.753,0.2999931124209354,-0.4488,0.56925,344.17756858409,3.687300000000003,13.670000000000002,1,1,1,6,3,2,24,0.4285714285714285,0,0.8434347002657723
160970-54-7,furin,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)[NH2+]CCOc1ccccc1OCC(F)(F)F,3.494,0.3025,0.7397,0.3605,0.5948,0.878,0.7583,0.8181499999999999,0.5211,0.47765,0.5488833333333333,0.2313275225014669,0.5755,0.1853226263394012,-0.0434499999999999,0.3404999999999999,496.24176761609,2.0448999999999993,101.63,3,5,1,13,3,2,35,0.48,1,0.3686922871485279
3543-75-7,furin,Cn1c(CCCC(=O)[O-])nc2cc(N(CCCl)CCCl)ccc21,4.829,0.1556,0.6599,0.4049,0.6018,0.0977,0.7856,0.44165,0.40775,0.50335,0.4611999999999999,0.2801942998468503,0.6879,0.0484689935250705,0.0955999999999999,-0.0616999999999999,356.09380581990996,1.9299,61.190000000000005,0,4,-1,9,2,2,23,0.5,1,0.6437291201561798
144060-53-7,furin,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-],4.71,0.7421,0.8636,0.7535,0.7224,0.0542,0.2051,0.12965,0.8028500000000001,0.73795,0.6582,0.3378982770992871,0.8094,0.3713576757431215,-0.0649,-0.6083000000000001,315.08088691991,2.3885000000000005,86.03999999999999,0,6,-1,5,2,2,22,0.3125,0,0.8452708717294677
95233-18-4,furin,O=C1C([O-])=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,5.451,0.1373,0.74,0.9908,0.999,0.7148,0.3838,0.5493,0.43865,0.9949,0.7352166666666667,0.3415403329037436,0.8617,0.2944534046330591,0.55625,-0.4456,365.09499569591,4.307400000000004,57.2,0,3,-1,2,4,2,26,0.2727272727272727,0,0.7964488091269492
91374-20-8,furin,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,4.266,0.496,0.2114,0.395,0.6753,0.8266,0.4816,0.6541,0.3537,0.53515,0.4944916666666667,0.2148661761810515,0.6152,0.1512797436318998,0.18145,0.11895,261.19613984009,1.4285999999999992,33.54,2,1,1,7,2,1,19,0.5625,0,0.7646979750202495
58186-27-9,furin,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,4.245,0.9964,0.9877,0.8007,0.8803,0.1693,0.3141,0.2417,0.99205,0.8405,0.7912166666666667,0.3587177409421879,0.8271,0.3967690270589847,-0.1515499999999999,-0.5988,338.20932406,3.4623000000000026,72.83000000000001,1,5,0,12,1,0,24,0.6842105263157895,2,0.4356457601684276
17321-77-6,furin,C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,3.921,0.7879,0.7967,0.0125,0.0406,0.4029,0.7678,0.58535,0.7923,0.0265499999999999,0.3749333333333333,0.3727328086802484,0.7842,0.3961184176901313,-0.76575,0.5588000000000001,315.16225286809,3.1113000000000026,7.680000000000001,1,1,1,4,3,2,22,0.3684210526315789,0,0.9106988229239898
117-37-3,furin,COc1ccc(C2=C([O-])c3ccccc3C2=O)cc1,5.089,0.5797,0.6015,0.428,0.8534,0.6197,0.9908,0.80525,0.5906,0.6407,0.651425,0.204948137342109,0.5628,0.112295247005383,0.0501,0.1645499999999999,251.07136779191,2.1201,49.36,0,3,-1,2,3,2,19,0.0625,0,0.8210379974881952
62571-86-2,furin,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)[O-],6.497,0.9746,0.9984,0.9964,0.9499,0.8246,0.8358,0.8302,0.9865,0.97315,0.9537750000000002,0.0793164232678201,0.1737999999999999,0.0866435369776649,-0.0133499999999999,-0.1429499999999999,216.06998788791,-0.7068000000000001,60.44,1,4,-1,3,1,0,14,0.7777777777777778,1,0.6341732873757703
41340-25-4,furin,CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)[O-])OCC3,5.039,0.8643,0.7295,0.5875,0.8269,0.1793,0.0213,0.1003,0.7968999999999999,0.7072,0.6359499999999999,0.3534517053290307,0.843,0.378951461271757,-0.0896999999999998,-0.6069,286.14486707991,2.0483,65.15,1,3,-1,4,3,2,21,0.4705882352941176,0,0.93515804493898
302962-49-8,furin,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CC[NH+](CCO)CC2)n1,4.335,0.2434,0.9541,0.5696,0.3222,0.3851,0.4945,0.4397999999999999,0.59875,0.4458999999999999,0.4958333333333333,0.2536053738915377,0.7106999999999999,0.0900605675827847,-0.15285,-0.0060999999999999,488.16299820409006,1.8964399999999992,107.71,4,8,1,7,4,3,33,0.3636363636363636,0,0.4020252998864373
63-74-1,furin,Nc1ccc(S(N)(=O)=O)cc1,4.216,0.9285,0.9489,0.9599,0.9662,0.4393,0.1538,0.29655,0.9387,0.96305,0.8438499999999999,0.3499802603957352,0.8124,0.3779708531531675,0.0243499999999999,-0.6665,172.030648496,-0.0838,86.18,2,3,0,1,1,1,11,0.0,1,0.5805509816764027
2508-72-7,furin,c1ccc(CN(CC2=[NH+]CCN2)c2ccccc2)cc1,3.385,0.9348,0.4082,0.2089,0.2724,0.935,0.6239,0.77945,0.6715,0.2406499999999999,0.4740666666666666,0.3206623624104747,0.7261000000000001,0.2850702734999448,-0.43085,0.5388,266.16517406009,0.7755000000000003,29.24,2,2,1,5,3,2,20,0.2352941176470588,0,0.8371370374341607
85371-64-8,furin,C[C@@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,5.095,0.9272,0.9223,0.978,0.9931,0.0887,0.0595,0.0741,0.92475,0.98555,0.8133749999999998,0.4559052035968296,0.9336,0.5095820452423077,0.0607999999999999,-0.91145,245.164045608,2.3547800000000008,73.1,2,3,0,2,1,1,18,0.4615384615384615,3,0.4763426335858048
58-56-0,furin,Cc1[nH+]cc(CO)c(CO)c1[O-],4.861,0.8253,0.5491,0.9366,0.8072,0.2445,0.7752,0.50985,0.6872,0.8719,0.7499916666666667,0.2523627765737253,0.6920999999999999,0.1810374339743026,0.1846999999999999,-0.36205,169.073893212,-1.13268,77.66000000000001,2,3,0,2,1,1,12,0.375,0,0.5875409744678217
115256-11-6,furin,C[N@H+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,4.932,0.8918,0.8629,0.2272,0.7576,0.2041,0.2216,0.2128499999999999,0.8773500000000001,0.4924,0.5741250000000001,0.342489740965575,0.6877,0.333640264106917,-0.38495,-0.2795500000000001,442.14648941608993,0.5658000000000025,106.01,3,5,1,11,2,2,29,0.3684210526315789,0,0.4717304836678942
188062-50-2,furin,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,4.394,0.2529,0.3198,0.3715,0.6433,0.9047,0.976,0.94035,0.28635,0.5074,0.505875,0.3112556741116001,0.7231,0.3326722122951259,0.2210499999999999,0.43295,286.154209196,1.0922999999999998,101.88,3,6,0,4,4,2,21,0.5,1,0.7272302824304794
40828-46-4,furin,C[C@H](C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1,3.773,0.5704,0.5828,0.9526,0.9805,0.2765,0.3982,0.33735,0.5766,0.96655,0.7317,0.2868220121724737,0.704,0.3175936095599742,0.38995,-0.6292,259.04343879191003,1.8325,57.2,0,4,-1,4,2,2,18,0.1428571428571428,1,0.7870481258790089
139110-80-8,furin,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1NC(N)=[NH2+],4.662,0.8081,0.535,0.9577,0.847,0.9777,0.425,0.70135,0.6715500000000001,0.90235,0.7919166666666668,0.2276822998536923,0.5527,0.1255372985743015,0.2307999999999999,-0.2009999999999999,332.1331989800001,-6.730199999999998,202.79,7,7,0,6,1,0,23,0.5833333333333334,2,0.1820401720702234
375815-87-5,furin,c1cnc2cc3c(cc2n1)[C@@H]1C[NH2+]C[C@H]3C1,3.991,0.011,0.1164,0.1075,0.0498,0.7154,0.01,0.3627,0.0637,0.07865,0.1210083333333333,0.2718650676346632,0.7054,0.1684779436602904,0.0149499999999999,0.28405,212.11822386809,0.7777,42.39,1,2,1,0,4,2,16,0.3846153846153846,0,0.700857655848039
56211-40-6,furin,Cc1cccc(Nc2cc[nH+]cc2S(=O)(=O)[N-]C(=O)NC(C)C)c1,4.326,0.8467,0.9558,0.4327,0.3065,0.43,0.2026,0.3163,0.90125,0.3696,0.5379333333333334,0.3027241037644673,0.7532,0.3234344639954128,-0.53165,-0.0532999999999999,348.1256115,2.7331200000000004,103.51,2,4,0,5,2,2,24,0.25,0,0.8666810888857404
58-96-8,furin,O=c1ccn([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,4.334,0.8071,0.9287,0.8394,0.9132,0.1975,0.5417,0.3696,0.8679,0.8763000000000001,0.7890500000000001,0.2849908349403538,0.7312,0.2901489100444804,0.0084,-0.5067000000000002,244.069536104,-2.8519,124.78,4,6,0,2,2,1,17,0.5555555555555556,0,0.4435105912731592
3366-95-8,furin,Cc1ncc([N+](=O)[O-])n1C[C@H](C)O,4.414,0.2529,0.5449,0.2179,0.5105,0.1213,0.1063,0.1138,0.3989,0.3641999999999999,0.3340333333333333,0.1909673898863363,0.4386,0.1555561313481407,-0.0347,-0.2503999999999999,185.080041212,0.4805199999999999,81.19,1,4,0,3,1,1,13,0.5714285714285714,2,0.5481589825040829
211914-51-1,furin,Cn1c(CNc2ccc(C(N)=[NH2+])cc2)nc2cc(C(=O)N(CCC(=O)[O-])c3ccccn3)ccc21,4.591,0.1228,0.2538,0.6525,0.1539,0.4421,0.4834,0.46275,0.1883,0.4032,0.3414916666666667,0.2083754632068436,0.5297,0.1443670178168591,0.2148999999999999,0.0595499999999999,471.20188766,-0.1683999999999985,154.79000000000002,3,6,0,9,4,4,35,0.16,2,0.2261047387910402
150322-43-3,furin,CC(=O)Oc1cc2c(s1)CC[N@H+]([C@@H](C(=O)C1CC1)c1ccccc1F)C2,4.684,0.7459,0.8305,0.834,0.7372,0.2967,0.6747,0.4857,0.7882,0.7856,0.7364833333333333,0.2003369062354712,0.5372999999999999,0.1739027601851103,-0.0026,-0.2998999999999999,374.1220691720901,2.4739000000000004,47.81,1,4,1,5,4,2,26,0.4,1,0.8182889136458763
1744-22-5,furin,Nc1nc2ccc(OC(F)(F)F)cc2s1,5.203,0.8903,0.8646,0.5613,0.7229,0.7918,0.5802,0.6859999999999999,0.8774500000000001,0.6421,0.7278666666666666,0.1403006973135439,0.3289999999999999,0.1251465374404475,-0.23535,0.0438999999999999,234.00746844,2.7771,48.14,1,4,0,1,2,2,15,0.125,0,0.8248286060077297
23239-51-2,furin,C[C@H]([NH2+]CCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,5.013,0.9746,0.8582,0.8576,0.8504,0.5839,0.1261,0.355,0.9164,0.8540000000000001,0.7916333333333333,0.3131455359200681,0.8485,0.3076970154768053,-0.0623999999999999,-0.4990000000000001,288.15941998409,1.3257999999999994,77.30000000000001,4,3,1,6,2,2,21,0.2941176470588235,0,0.6473850874610028
21679-14-1,furin,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,3.847,0.9725,0.8855,0.5478,0.5432,0.1199,0.4823,0.3011,0.929,0.5455,0.6326,0.3066496285121941,0.8526,0.3165075091262975,-0.3835,-0.2443999999999999,285.08733208399997,-1.8409,139.54000000000002,4,8,0,2,3,2,20,0.5,1,0.4718336471857848
105816-04-4,furin,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])CC1,4.251,0.9963,0.991,0.9945,0.9628,0.5639,0.3723,0.4680999999999999,0.99365,0.97865,0.8985583333333332,0.2745655380171857,0.6239999999999999,0.299190325434051,-0.0149999999999999,-0.5105500000000001,316.19181727191,1.9261999999999997,69.23,1,3,-1,6,2,1,23,0.5789473684210527,0,0.8715900836005785
57248-88-1,furin,[NH3+]CC[C@](O)(P(=O)([O-])[O-])P(=O)([O-])O,3.923,0.9932,0.9712,0.883,0.906,0.1065,0.6466,0.37655,0.9822,0.8945000000000001,0.8374083333333333,0.3390803587155508,0.8866999999999999,0.3273060277986541,-0.0876999999999998,-0.5179500000000001,232.98652204782,-4.276099999999999,171.42,3,6,-2,4,0,0,13,1.0,1,0.4117992739174065
39133-31-8,furin,CC[C@@](COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)[NH+](C)C,5.193,0.9192,0.911,0.9191,0.8574,0.0268,0.0059,0.01635,0.9151,0.88825,0.7518833333333333,0.4578085917353088,0.9133,0.5113188983729561,-0.02685,-0.8719,388.21184948009005,2.3192000000000004,58.43000000000001,1,5,1,9,2,2,28,0.4090909090909091,1,0.6683936576021494
135062-02-1,furin,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-],4.247,0.9338,0.862,0.1281,0.2887,0.2279,0.0474,0.13765,0.8978999999999999,0.2084,0.4264416666666666,0.3840211387410854,0.8864,0.4199991815468215,-0.6894999999999999,-0.07075,451.26023117991,3.885200000000003,81.7,1,5,-1,10,3,2,33,0.4814814814814814,0,0.5927698191036681
13311-84-7,furin,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,4.626,0.9972,0.9896,0.9977,0.995,0.1704,0.0628,0.1166,0.9934,0.99635,0.8487416666666667,0.4548229124248982,0.9349,0.5070744529488084,0.00295,-0.87975,276.07217687200006,3.2081000000000017,72.24,1,3,0,3,1,1,19,0.3636363636363636,2,0.6801783581027343
28657-80-9,furin,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,4.854,0.2304,0.7366,0.6612,0.9315,0.4735,0.0855,0.2794999999999999,0.4835,0.79635,0.6059249999999999,0.3196891078323856,0.846,0.2603283327518027,0.3128499999999999,-0.51685,262.05897142000003,0.8432999999999997,90.65,1,5,0,2,3,2,19,0.25,0,0.8620783249551718
55268-74-1,furin,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,5.335,0.4268,0.8226,0.9841,0.8005,0.9002,0.7722,0.8362,0.6247,0.8923,0.7937500000000001,0.1913294436306132,0.5572999999999999,0.141120055272098,0.2675999999999999,-0.0560999999999999,312.183778008,2.5349000000000004,40.620000000000005,0,2,0,1,4,1,23,0.5789473684210527,0,0.7993674496203519
