compound_id,target_id,target_class,strain,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,label_source,round_id
10405-02-4,pa_h5n1,PA,H5N1,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,4.137,0.0029,0.1626,0.5433,0.1721,0.1854,0.2584,synthetic,round_0
1041434-82-5,pa_h5n1,PA,H5N1,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)[O-])C[C@H]1NC(N)=[NH2+],4.342,0.841,0.9353,0.6417,0.1392,0.8331,0.8233,synthetic,round_0
104227-87-4,pa_h5n1,PA,H5N1,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,4.564,0.6039,0.7041,0.3492,0.0526,0.7849,0.5509,synthetic,round_0
104632-26-0,pa_h5n1,PA,H5N1,CCC[NH2+][C@H]1CCc2nc(N)sc2C1,3.943,0.5595,0.8816,0.8641,0.8975,0.0991,0.0036,synthetic,round_0
105462-24-6,pa_h5n1,PA,H5N1,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)([O-])O,4.892,0.7666,0.6848,0.7769,0.9446,0.5845,0.935,synthetic,round_0
105816-04-4,pa_h5n1,PA,H5N1,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])CC1,5.747,0.8837,0.9128,0.965,0.9667,0.3254,0.2027,synthetic,round_0
106266-06-2,pa_h5n1,PA,H5N1,Cc1nc2n(c(=O)c1CC[N@H+]1CC[C@H](c3noc4cc(F)ccc43)CC1)CCCC2,4.887,0.9501,0.9618,0.9697,0.839,0.4262,0.1297,synthetic,round_0
106308-44-5,pa_h5n1,PA,H5N1,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,4.9,0.9138,0.9291,0.2729,0.3337,0.4308,0.7445,synthetic,round_0
106685-40-9,pa_h5n1,PA,H5N1,COc1ccc(-c2ccc3cc(C(=O)[O-])ccc3c2)cc1C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,4.485,0.4076,0.1831,0.7015,0.3053,0.4162,0.5213,synthetic,round_0
1069-66-5,pa_h5n1,PA,H5N1,CCCC(CCC)C(=O)[O-],5.349,0.6086,0.9508,0.8801,0.7476,0.4238,0.7398,synthetic,round_0
107-35-7,pa_h5n1,PA,H5N1,[NH3+]CCS(=O)(=O)[O-],5.188,0.8918,0.574,0.8839,0.9218,0.9894,0.1245,synthetic,round_0
1070-11-7,pa_h5n1,PA,H5N1,CC[C@H](CO)[NH2+]CC[NH2+][C@H](CC)CO,4.311,0.9432,0.8726,0.2676,0.6347,0.0513,0.132,synthetic,round_0
107133-36-8,pa_h5n1,PA,H5N1,CCC[C@H]([NH2+][C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@@H]2CCCC[C@@H]21)C(=O)OCC,4.996,0.9731,0.9817,0.8971,0.284,0.3757,0.866,synthetic,round_0
107724-20-9,pa_h5n1,PA,H5N1,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,4.822,0.3606,0.7258,0.7432,0.6581,0.5,0.4276,synthetic,round_0
108341-18-0,pa_h5n1,PA,H5N1,[NH3+]C[C@@H](O)c1ccc(O)c(O)c1,5.01,0.2182,0.2204,0.1154,0.2785,0.4138,0.8272,synthetic,round_0
1104-22-9,pa_h5n1,PA,H5N1,Cc1cccc(CN2CC[NH+]([C@@H](c3ccccc3)c3ccc(Cl)cc3)CC2)c1,3.12,0.402,0.5374,0.0257,0.1025,0.1034,0.1787,synthetic,round_0
111025-46-8,pa_h5n1,PA,H5N1,CCc1ccc(CCOc2ccc(C[C@@H]3SC(=O)NC3=O)cc2)nc1,5.004,0.9405,0.3184,0.6305,0.9496,0.5323,0.7114,synthetic,round_0
111406-87-2,pa_h5n1,PA,H5N1,C[C@@H](c1cc2ccccc2s1)N(O)C(N)=O,4.026,0.5602,0.1611,0.2064,0.4925,0.3494,0.0552,synthetic,round_0
1115-70-4,pa_h5n1,PA,H5N1,CN(C)C(=[NH2+])N=C(N)N,3.807,0.0105,0.1092,0.1104,0.0912,0.004,0.0154,synthetic,round_0
111974-72-2,pa_h5n1,PA,H5N1,OCCOCC[NH+]1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,4.66,0.7628,0.4147,0.5432,0.5146,0.5798,0.7247,synthetic,round_0
112529-15-4,pa_h5n1,PA,H5N1,CCc1ccc(CCOc2ccc(C[C@@H]3SC(=O)NC3=O)cc2)nc1,6.327,0.5559,0.9061,0.9939,0.99,0.2933,0.5898,synthetic,round_0
112809-51-5,pa_h5n1,PA,H5N1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,4.551,0.7717,0.6659,0.7207,0.7334,0.304,0.2083,synthetic,round_0
112885-42-4,pa_h5n1,PA,H5N1,CCOc1cc(N)c(Cl)cc1C(=O)NC[C@H]1C[N@@H+](Cc2ccc(F)cc2)CCO1,5.853,0.6922,0.8348,0.6718,0.3881,0.7024,0.3982,synthetic,round_0
113-59-7,pa_h5n1,PA,H5N1,C[NH+](C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,5.765,0.9339,0.9774,0.9903,0.9503,0.5016,0.999,synthetic,round_0
113-92-8,pa_h5n1,PA,H5N1,C[NH+](C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,3.921,0.0021,0.051,0.8283,0.7353,0.0076,0.2684,synthetic,round_0
113852-37-2,pa_h5n1,PA,H5N1,Nc1ccn(C[C@@H](CO)OCP(=O)([O-])[O-])c(=O)n1,4.777,0.9306,0.8464,0.1991,0.4921,0.0044,0.0127,synthetic,round_0
115256-11-6,pa_h5n1,PA,H5N1,C[N@@H+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,4.823,0.6012,0.5021,0.1586,0.622,0.6629,0.6297,synthetic,round_0
1156-19-0,pa_h5n1,PA,H5N1,Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CCCCCC2)cc1,4.384,0.8523,0.895,0.1294,0.1192,0.685,0.5016,synthetic,round_0
117-37-3,pa_h5n1,PA,H5N1,COc1ccc(C2=C([O-])c3ccccc3C2=O)cc1,4.485,0.5636,0.4166,0.4429,0.7923,0.1684,0.0808,synthetic,round_0
118072-93-8,pa_h5n1,PA,H5N1,O=P([O-])([O-])[C@@](O)(Cn1cc[nH+]c1)P(=O)([O-])O,4.331,0.6795,0.4234,0.3974,0.1107,0.4765,0.292,synthetic,round_0
119413-54-6,pa_h5n1,PA,H5N1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C[NH+](C)C)c(O)ccc3nc2-1,5.009,0.5764,0.3351,0.774,0.9533,0.7354,0.6939,synthetic,round_0
1195765-45-7,pa_h5n1,PA,H5N1,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,4.459,0.9629,0.9855,0.2905,0.2954,0.4246,0.8488,synthetic,round_0
120-97-8,pa_h5n1,PA,H5N1,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,4.205,0.4942,0.7634,0.8103,0.7317,0.386,0.5519,synthetic,round_0
120011-70-3,pa_h5n1,PA,H5N1,COc1cc2c(cc1OC)C(=O)[C@@H](C[C@H]1CC[N@H+](Cc3ccccc3)CC1)C2,3.954,0.0971,0.0047,0.4533,0.891,0.834,0.8682,synthetic,round_0
120202-66-6,pa_h5n1,PA,H5N1,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,5.941,0.9912,0.9793,0.7978,0.7337,0.7386,0.9487,synthetic,round_0
120511-73-1,pa_h5n1,PA,H5N1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,5.099,0.3731,0.3616,0.3351,0.255,0.226,0.2437,synthetic,round_0
122111-03-9,pa_h5n1,PA,H5N1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,5.806,0.9674,0.999,0.9888,0.9172,0.5354,0.7749,synthetic,round_0
122320-73-4,pa_h5n1,PA,H5N1,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1cccc[nH+]1,4.519,0.1553,0.0087,0.2033,0.3764,0.2945,0.37,synthetic,round_0
122647-32-9,pa_h5n1,PA,H5N1,CCCCCCC[N@@H+](CC)CCC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,3.47,0.2728,0.5849,0.0598,0.3258,0.0367,0.2924,synthetic,round_0
122883-93-6,pa_h5n1,PA,H5N1,O=C1Cc2cc(CC[NH+]3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,4.736,0.9979,0.9802,0.963,0.9129,0.9979,0.5099,synthetic,round_0
1247-42-3,pa_h5n1,PA,H5N1,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,5.662,0.9142,0.8701,0.834,0.9588,0.9903,0.9939,synthetic,round_0
124750-99-8,pa_h5n1,PA,H5N1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,5.08,0.5917,0.6597,0.8902,0.8814,0.504,0.2347,synthetic,round_0
124937-52-6,pa_h5n1,PA,H5N1,Cc1ccc(O)c([C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)c1,4.815,0.9304,0.5375,0.889,0.8831,0.5434,0.135,synthetic,round_0
125-84-8,pa_h5n1,PA,H5N1,CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O,5.131,0.8662,0.8941,0.9309,0.7686,0.6856,0.5262,synthetic,round_0
1263-89-4,pa_h5n1,PA,H5N1,N[C@H]1[C@@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H]([NH3+])[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)O[C@@H](C[NH3+])[C@@H](O)[C@@H]1O,3.974,0.2459,0.1046,0.547,0.7347,0.0462,0.1013,synthetic,round_0
1264-62-6,pa_h5n1,PA,H5N1,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,3.866,0.8964,0.4412,0.6643,0.3411,0.0074,0.1204,synthetic,round_0
127-07-1,pa_h5n1,PA,H5N1,NC(=O)NO,4.189,0.8832,0.4263,0.2348,0.289,0.4768,0.2696,synthetic,round_0
127-56-0,pa_h5n1,PA,H5N1,CC(=O)NS(=O)(=O)c1ccc(N)cc1,5.891,0.5645,0.8777,0.9031,0.7113,0.1006,0.9644,synthetic,round_0
127-79-7,pa_h5n1,PA,H5N1,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1,4.378,0.2729,0.1315,0.237,0.4598,0.5564,0.7539,synthetic,round_0
128794-94-5,pa_h5n1,PA,H5N1,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,3.932,0.8742,0.9605,0.8593,0.6174,0.2796,0.2509,synthetic,round_0
129101-54-8,pa_h5n1,PA,H5N1,CCN(C)C(=O)Oc1cccc([C@H](C)[NH+](C)C)c1,4.286,0.4619,0.3485,0.6972,0.6646,0.9451,0.3667,synthetic,round_0
129497-78-5,pa_h5n1,PA,H5N1,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5[nH+]c(cc1[nH]2)C(C)=C5CCC(=O)OC)c(CCC(=O)[O-])c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC,3.918,0.7192,0.8548,0.8223,0.9842,0.066,0.8648,synthetic,round_0
129722-12-9,pa_h5n1,PA,H5N1,O=C1CCc2ccc(OCCCC[NH+]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,5.346,0.8312,0.9949,0.9471,0.6105,0.6869,0.6316,synthetic,round_0
130-61-0,pa_h5n1,PA,H5N1,CSc1ccc2c(c1)N(CC[C@H]1CCCC[N@@H+]1C)c1ccccc1S2,4.753,0.7792,0.6255,0.2857,0.2365,0.208,0.0033,synthetic,round_0
13010-47-4,pa_h5n1,PA,H5N1,O=NN(CCCl)C(=O)NC1CCCCC1,5.729,0.1901,0.3829,0.8433,0.748,0.7257,0.555,synthetic,round_0
132-17-2,pa_h5n1,PA,H5N1,C[N@@H+]1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,3.748,0.6862,0.1278,0.6605,0.4639,0.1176,0.6752,synthetic,round_0
132-18-3,pa_h5n1,PA,H5N1,C[N@H+]1CC[C@H](OC(c2ccccc2)c2ccccc2)CC1,3.477,0.6652,0.5714,0.2229,0.2194,0.4616,0.1772,synthetic,round_0
132539-06-1,pa_h5n1,PA,H5N1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[NH+](C)CC1,3.957,0.1297,0.1419,0.2692,0.2893,0.093,0.5038,synthetic,round_0
13292-46-1,pa_h5n1,PA,H5N1,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(c(/C=N/N5CC[NH+](C)CC5)c([O-])c4c3C2=O)NC(=O)/C(C)=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,3.883,0.9028,0.0804,0.2854,0.0857,0.0259,0.1358,synthetic,round_0
133-67-5,pa_h5n1,PA,H5N1,NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](C(Cl)Cl)NS2(=O)=O,4.489,0.672,0.7776,0.6597,0.5126,0.0779,0.3082,synthetic,round_0
133099-07-7,pa_h5n1,PA,H5N1,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CC[N@H+](CCc2ccc3c(c2)CCO3)C1,5.452,0.8952,0.8532,0.8497,0.8276,0.3967,0.7734,synthetic,round_0
133454-47-4,pa_h5n1,PA,H5N1,COc1cc(C(C)=O)ccc1OCCC[N@H+]1CC[C@@H](c2noc3cc(F)ccc32)CC1,4.602,0.8548,0.7641,0.985,0.9987,0.8313,0.1948,synthetic,round_0
134308-13-7,pa_h5n1,PA,H5N1,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,4.383,0.4586,0.2855,0.3408,0.464,0.0979,0.1769,synthetic,round_0
134523-03-8,pa_h5n1,PA,H5N1,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],5.328,0.0016,0.1873,0.9676,0.7999,0.9553,0.9921,synthetic,round_0
135729-62-3,pa_h5n1,PA,H5N1,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1C[N@H+]2CC[C@@H]1CC2,4.461,0.2306,0.3697,0.1582,0.1887,0.3583,0.3946,synthetic,round_0
136-40-3,pa_h5n1,PA,H5N1,Nc1ccc(N=Nc2ccccc2)c(N)n1,3.809,0.3828,0.28,0.415,0.221,0.9582,0.9012,synthetic,round_0
136572-09-3,pa_h5n1,PA,H5N1,CCc1c2c(nc3ccc(OC(=O)N4CCC([NH+]5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,3.906,0.9817,0.8369,0.0236,0.2995,0.1975,0.4165,synthetic,round_0
137-58-6,pa_h5n1,PA,H5N1,CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,4.77,0.9294,0.8615,0.3675,0.5278,0.0964,0.2828,synthetic,round_0
137071-32-0,pa_h5n1,PA,H5N1,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,3.506,0.9777,0.737,0.1923,0.106,0.0417,0.0699,synthetic,round_0
138402-11-6,pa_h5n1,PA,H5N1,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,4.575,0.8167,0.7979,0.3961,0.9014,0.6839,0.3091,synthetic,round_0
138530-94-6,pa_h5n1,PA,H5N1,Cc1c(OCC(F)(F)F)cc[nH+]c1C[S@](=O)c1nc2ccccc2[nH]1,5.331,0.5134,0.9453,0.9161,0.7292,0.2885,0.7932,synthetic,round_0
138926-19-9,pa_h5n1,PA,H5N1,CCCCC[N@@H+](C)CC[C@@](O)(P(=O)([O-])[O-])P(=O)([O-])O,4.509,0.6209,0.6368,0.1707,0.5295,0.7409,0.9239,synthetic,round_0
139110-80-8,pa_h5n1,PA,H5N1,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1NC(N)=[NH2+],5.858,0.6424,0.7746,0.6955,0.5794,0.4001,0.9765,synthetic,round_0
140462-76-6,pa_h5n1,PA,H5N1,C[NH+](C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)[O-])cc21,4.785,0.903,0.9965,0.0936,0.3094,0.9585,0.1022,synthetic,round_0
141-90-2,pa_h5n1,PA,H5N1,O=c1cc[nH]c(=S)[nH]1,4.881,0.9951,0.9046,0.1302,0.2886,0.6208,0.0998,synthetic,round_0
141505-33-1,pa_h5n1,PA,H5N1,C[C@@H]1CC(=O)NN=C1c1ccc([N-]N=C(C#N)C#N)cc1,5.031,0.833,0.6129,0.7038,0.711,0.9732,0.9983,synthetic,round_0
141625-93-6,pa_h5n1,PA,H5N1,CCCCc1oc2ccc([N-]S(C)(=O)=O)cc2c1C(=O)c1ccc(OCCC[NH+](CCCC)CCCC)cc1,5.857,0.9788,0.8704,0.9458,0.7562,0.6856,0.9288,synthetic,round_0
142340-99-6,pa_h5n1,PA,H5N1,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,3.527,0.3251,0.435,0.1215,0.2927,0.0967,0.2829,synthetic,round_0
144-82-1,pa_h5n1,PA,H5N1,Cc1nnc([N-]S(=O)(=O)c2ccc(N)cc2)s1,5.57,0.6414,0.7646,0.9097,0.9586,0.3635,0.5015,synthetic,round_0
144060-53-7,pa_h5n1,PA,H5N1,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-],5.012,0.2864,0.0186,0.3821,0.4579,0.9217,0.7453,synthetic,round_0
144689-63-4,pa_h5n1,PA,H5N1,CCCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,5.265,0.8633,0.9134,0.8564,0.6725,0.6395,0.6954,synthetic,round_0
144701-48-4,pa_h5n1,PA,H5N1,CCCc1[nH+]c2c(C)cc(-c3[nH+]c4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1,4.405,0.9037,0.6275,0.3443,0.5749,0.2778,0.4897,synthetic,round_0
145040-37-5,pa_h5n1,PA,H5N1,CCOc1nc2cccc(C(=O)O[C@@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,3.686,0.2186,0.353,0.0271,0.0994,0.0563,0.1604,synthetic,round_0
145108-58-3,pa_h5n1,PA,H5N1,Cc1cccc([C@H](C)c2c[nH+]c[nH]2)c1C,4.432,0.1249,0.0753,0.3701,0.1442,0.1177,0.2993,synthetic,round_0
146464-95-1,pa_h5n1,PA,H5N1,C#CC[C@@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,4.285,0.0914,0.0751,0.8889,0.2812,0.2974,0.0111,synthetic,round_0
147-94-4,pa_h5n1,PA,H5N1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,5.722,0.8251,0.7224,0.3927,0.6618,0.3083,0.9725,synthetic,round_0
147127-20-6,pa_h5n1,PA,H5N1,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)([O-])O,3.503,0.6896,0.5145,0.0716,0.1769,0.2807,0.0656,synthetic,round_0
147403-03-0,pa_h5n1,PA,H5N1,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,6.471,0.9821,0.9902,0.999,0.9607,0.5002,0.8064,synthetic,round_0
1476-53-5,pa_h5n1,PA,H5N1,CO[C@@H]1[C@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc([O-])c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,4.596,0.23,0.8761,0.4867,0.3728,0.439,0.1744,synthetic,round_0
148-79-8,pa_h5n1,PA,H5N1,c1ccc2[nH]c(-c3cscn3)nc2c1,5.128,0.9872,0.6954,0.8855,0.8793,0.382,0.0205,synthetic,round_0
148849-67-6,pa_h5n1,PA,H5N1,COc1cc2c(cc1OC)CC(=O)N(CCC[N@@H+](C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,4.051,0.7925,0.9391,0.5912,0.6924,0.156,0.0807,synthetic,round_0
149647-78-9,pa_h5n1,PA,H5N1,O=C(CCCCCCC(=O)Nc1ccccc1)NO,3.554,0.8228,0.7366,0.468,0.6071,0.4551,0.1678,synthetic,round_0
150-76-5,pa_h5n1,PA,H5N1,COc1ccc(O)cc1,4.027,0.6006,0.19,0.0967,0.2329,0.7611,0.8728,synthetic,round_0
150322-43-3,pa_h5n1,PA,H5N1,CC(=O)Oc1cc2c(s1)CCN([C@H](C(=O)C1CC1)c1ccccc1F)C2,4.701,0.1797,0.2701,0.664,0.2553,0.2925,0.543,synthetic,round_0
150399-23-8,pa_h5n1,PA,H5N1,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1,4.472,0.5502,0.942,0.5722,0.788,0.269,0.75,synthetic,round_0
150683-30-0,pa_h5n1,PA,H5N1,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,4.181,0.0083,0.1634,0.5985,0.7092,0.5264,0.9214,synthetic,round_0
1508-65-2,pa_h5n1,PA,H5N1,CC[NH+](CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,4.684,0.2753,0.8372,0.336,0.1464,0.8097,0.3201,synthetic,round_0
1508-75-4,pa_h5n1,PA,H5N1,CCN(Cc1ccncc1)C(=O)[C@H](CO)c1ccccc1,4.078,0.3013,0.5277,0.2557,0.1765,0.1219,0.3461,synthetic,round_0
1508-76-5,pa_h5n1,PA,H5N1,O[C@](CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,5.188,0.5877,0.3249,0.3165,0.4111,0.4149,0.9226,synthetic,round_0
152-62-5,pa_h5n1,PA,H5N1,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,5.024,0.6826,0.8295,0.6451,0.729,0.3777,0.9092,synthetic,round_0
152520-56-4,pa_h5n1,PA,H5N1,O[C@@H](C[NH2+]C[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,4.166,0.9988,0.9291,0.9946,0.95,0.9901,0.758,synthetic,round_0
15307-81-0,pa_h5n1,PA,H5N1,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,4.287,0.5125,0.5383,0.269,0.4102,0.6406,0.2451,synthetic,round_0
153559-49-0,pa_h5n1,PA,H5N1,C=C(c1ccc(C(=O)[O-])cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,4.607,0.0863,0.2419,0.0647,0.2683,0.3459,0.4623,synthetic,round_0
154229-19-3,pa_h5n1,PA,H5N1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,5.033,0.7412,0.95,0.4683,0.4698,0.8872,0.675,synthetic,round_0
154361-50-9,pa_h5n1,PA,H5N1,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,4.938,0.944,0.8514,0.8884,0.3813,0.9372,0.8576,synthetic,round_0
155-41-9,pa_h5n1,PA,H5N1,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,3.906,0.9936,0.9818,0.8583,0.9812,0.8785,0.591,synthetic,round_0
155206-00-1,pa_h5n1,PA,H5N1,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,5.484,0.9762,0.6541,0.4043,0.5103,0.969,0.52,synthetic,round_0
155213-67-5,pa_h5n1,PA,H5N1,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,3.895,0.0051,0.2001,0.7164,0.3222,0.0217,0.2732,synthetic,round_0
156-57-0,pa_h5n1,PA,H5N1,[NH3+]CCS,3.131,0.1096,0.173,0.058,0.0472,0.2359,0.3346,synthetic,round_0
15686-71-2,pa_h5n1,PA,H5N1,CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])c3ccccc3)[C@H]2SC1,4.155,0.6346,0.1947,0.1949,0.4539,0.3278,0.03,synthetic,round_0
159811-51-5,pa_h5n1,PA,H5N1,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc([NH+](C)C)cc3)C[C@@]21C,6.255,0.4013,0.8614,0.6109,0.7049,0.9694,0.9597,synthetic,round_0
160970-54-7,pa_h5n1,PA,H5N1,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)[NH2+]CCOc1ccccc1OCC(F)(F)F,5.217,0.9562,0.9699,0.8977,0.9627,0.4924,0.1093,synthetic,round_0
161735-79-1,pa_h5n1,PA,H5N1,C#CC[NH2+][C@@H]1CCc2ccccc21,3.594,0.5931,0.4543,0.8863,0.802,0.1589,0.0714,synthetic,round_0
161814-49-9,pa_h5n1,PA,H5N1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,4.337,0.3368,0.5348,0.0905,0.5849,0.6812,0.3094,synthetic,round_0
162011-90-7,pa_h5n1,PA,H5N1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,4.212,0.1884,0.004,0.4105,0.6162,0.7896,0.8578,synthetic,round_0
162401-32-3,pa_h5n1,PA,H5N1,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,6.208,0.9587,0.976,0.7912,0.9565,0.3208,0.0686,synthetic,round_0
163222-33-1,pa_h5n1,PA,H5N1,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,4.824,0.3371,0.4082,0.1578,0.2688,0.2047,0.3686,synthetic,round_0
