compound_id,target_id,target_class,target_family,strain,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,label_source,round_id
452-35-7,pa_h3n2,PA,pa,H3N2,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,3.961,0.2288,0.2084,0.472,0.3565,0.132,0.436,synthetic,round_0
4682-36-4,pa_h3n2,PA,pa,H3N2,Cc1ccccc1[C@@H](OCC[NH+](C)C)c1ccccc1,3.817,0.1781,0.1905,0.4533,0.4745,0.4415,0.1065,synthetic,round_0
475207-59-1,pa_h3n2,PA,pa,H3N2,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,4.344,0.9315,0.8682,0.8614,0.7152,0.5675,0.8339,synthetic,round_0
479-18-5,pa_h3n2,PA,pa,H3N2,Cn1c(=O)c2c(ncn2C[C@H](O)CO)n(C)c1=O,3.793,0.0126,0.2543,0.1183,0.1019,0.3025,0.486,synthetic,round_0
496775-61-2,pa_h3n2,PA,pa,H3N2,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)[O-])c2)c1O,5.448,0.0352,0.6384,0.3056,0.0728,0.0837,0.3154,synthetic,round_0
50-01-1,pa_h3n2,PA,pa,H3N2,NC(N)=[NH2+],4.402,0.7276,0.6543,0.9539,0.7486,0.4395,0.9631,synthetic,round_0
50-02-2,pa_h3n2,PA,pa,H3N2,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,3.313,0.0199,0.0143,0.2837,0.2555,0.0909,0.2561,synthetic,round_0
50-04-4,pa_h3n2,PA,pa,H3N2,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,3.793,0.5901,0.3581,0.411,0.1719,0.6355,0.6626,synthetic,round_0
50-27-1,pa_h3n2,PA,pa,H3N2,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,4.067,0.8832,0.5638,0.3429,0.5642,0.7191,0.0865,synthetic,round_0
50-28-2,pa_h3n2,PA,pa,H3N2,C[C@@]12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CC[C@H]2O,4.045,0.7089,0.0449,0.0761,0.4045,0.3897,0.5985,synthetic,round_0
50-35-1,pa_h3n2,PA,pa,H3N2,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,3.809,0.3599,0.2162,0.8417,0.764,0.1027,0.0245,synthetic,round_0
50-41-9,pa_h3n2,PA,pa,H3N2,CC[NH+](CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,4.462,0.8388,0.9712,0.8543,0.7724,0.1621,0.7415,synthetic,round_0
50-55-5,pa_h3n2,PA,pa,H3N2,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,3.647,0.0878,0.0561,0.1352,0.0711,0.2324,0.0857,synthetic,round_0
50-63-5,pa_h3n2,PA,pa,H3N2,CC[NH+](CC)CCC[C@@H](C)Nc1cc[nH+]c2cc(Cl)ccc12,6.05,0.5532,0.7024,0.6855,0.8537,0.2583,0.5493,synthetic,round_0
50-78-2,pa_h3n2,PA,pa,H3N2,CC(=O)Oc1ccccc1C(=O)[O-],4.181,0.6938,0.903,0.3162,0.3076,0.4735,0.8817,synthetic,round_0
50-81-7,pa_h3n2,PA,pa,H3N2,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,4.234,0.8327,0.3924,0.7243,0.207,0.2229,0.4986,synthetic,round_0
50-91-9,pa_h3n2,PA,pa,H3N2,O=c1[nH]c(=O)n([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1F,4.403,0.338,0.5435,0.2953,0.6779,0.9542,0.7804,synthetic,round_0
50700-72-6,pa_h3n2,PA,pa,H3N2,CC(=O)O[C@@H]1C[C@H]2CC[C@@H]3[C@@H](CC[C@]4(C)[C@@H]3C[C@@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@]2(C)C[C@H]1[NH+]1CCCCC1,4.313,0.7319,0.9147,0.2216,0.1001,0.5162,0.5966,synthetic,round_0
51-21-8,pa_h3n2,PA,pa,H3N2,O=c1[nH]cc(F)c(=O)[nH]1,4.936,0.8489,0.9615,0.2349,0.5638,0.8713,0.8504,synthetic,round_0
51-52-5,pa_h3n2,PA,pa,H3N2,CCCc1cc(=O)[nH]c(=S)[nH]1,3.628,0.001,0.1598,0.1673,0.127,0.0521,0.03,synthetic,round_0
51022-70-9,pa_h3n2,PA,pa,H3N2,CC(C)(C)[NH2+]C[C@@H](O)c1ccc(O)c(CO)c1,3.971,0.1693,0.0539,0.2177,0.4578,0.0184,0.3429,synthetic,round_0
51333-22-3,pa_h3n2,PA,pa,H3N2,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,3.843,0.2613,0.1605,0.5231,0.1501,0.1114,0.0737,synthetic,round_0
51481-61-9,pa_h3n2,PA,pa,H3N2,CN/C(=N\C#N)NCCSCc1[nH+]c[nH]c1C,4.821,0.9967,0.999,0.8536,0.827,0.835,0.6495,synthetic,round_0
51803-78-2,pa_h3n2,PA,pa,H3N2,CS(=O)(=O)[N-]c1ccc([N+](=O)[O-])cc1Oc1ccccc1,3.362,0.8499,0.2379,0.0287,0.0619,0.7664,0.0712,synthetic,round_0
518048-05-0,pa_h3n2,PA,pa,H3N2,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,4.759,0.7605,0.3326,0.7955,0.3971,0.104,0.0305,synthetic,round_0
52-21-1,pa_h3n2,PA,pa,H3N2,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.592,0.0862,0.0456,0.2847,0.1881,0.4716,0.8669,synthetic,round_0
52-86-8,pa_h3n2,PA,pa,H3N2,O=C(CCC[N@H+]1CC[C@](O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.879,0.8822,0.9619,0.2648,0.5563,0.8676,0.8054,synthetic,round_0
521-78-8,pa_h3n2,PA,pa,H3N2,C[C@H](CN1c2ccccc2CCc2ccccc21)C[NH+](C)C,4.9,0.1854,0.9294,0.5922,0.8597,0.8026,0.6596,synthetic,round_0
527-07-1,pa_h3n2,PA,pa,H3N2,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4.283,0.6225,0.2411,0.3036,0.6717,0.4796,0.089,synthetic,round_0
53-86-1,pa_h3n2,PA,pa,H3N2,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,4.452,0.4599,0.5981,0.2787,0.1035,0.4073,0.5351,synthetic,round_0
53123-88-9,pa_h3n2,PA,pa,H3N2,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,4.026,0.9947,0.9847,0.9611,0.95,0.7999,0.2085,synthetic,round_0
532-03-6,pa_h3n2,PA,pa,H3N2,COc1ccccc1OC[C@@H](O)COC(N)=O,3.538,0.7234,0.7977,0.2781,0.8809,0.1505,0.4392,synthetic,round_0
5370-01-4,pa_h3n2,PA,pa,H3N2,Cc1cccc(C)c1OC[C@@H](C)[NH3+],4.513,0.6957,0.9339,0.9457,0.9907,0.7788,0.4023,synthetic,round_0
53885-35-1,pa_h3n2,PA,pa,H3N2,Clc1ccccc1C[N@@H+]1CCc2sccc2C1,5.847,0.7964,0.9005,0.9763,0.9755,0.7421,0.4945,synthetic,round_0
54-85-3,pa_h3n2,PA,pa,H3N2,NNC(=O)c1ccncc1,4.291,0.4864,0.7579,0.0719,0.1744,0.7575,0.5697,synthetic,round_0
54029-12-8,pa_h3n2,PA,pa,H3N2,CCC[S@@](=O)c1ccc2[nH]/c(=N\C(=O)OC)[nH]c2c1,4.137,0.6004,0.3058,0.9912,0.7225,0.3401,0.4967,synthetic,round_0
540737-29-9,pa_h3n2,PA,pa,H3N2,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,3.964,0.3339,0.2934,0.563,0.1733,0.1072,0.2486,synthetic,round_0
541-15-1,pa_h3n2,PA,pa,H3N2,C[N+](C)(C)C[C@@H](O)CC(=O)[O-],3.953,0.9159,0.6863,0.1602,0.2778,0.595,0.7002,synthetic,round_0
541-22-0,pa_h3n2,PA,pa,H3N2,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,4.624,0.1564,0.0652,0.5904,0.7126,0.8428,0.5674,synthetic,round_0
5451-09-2,pa_h3n2,PA,pa,H3N2,[NH3+]CC(=O)CCC(=O)[O-],3.685,0.9646,0.9521,0.3308,0.3056,0.0108,0.1464,synthetic,round_0
54527-84-3,pa_h3n2,PA,pa,H3N2,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC[N@@H+](C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,5.081,0.8827,0.8848,0.8538,0.4262,0.505,0.6843,synthetic,round_0
548-62-9,pa_h3n2,PA,pa,H3N2,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,5.252,0.9028,0.5089,0.6393,0.608,0.2275,0.6275,synthetic,round_0
548-73-2,pa_h3n2,PA,pa,H3N2,O=C(CCC[N@@H+]1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,5.032,0.0386,0.6126,0.5482,0.7964,0.7536,0.2143,synthetic,round_0
549-18-8,pa_h3n2,PA,pa,H3N2,C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,3.591,0.7383,0.4858,0.6043,0.3056,0.0047,0.1363,synthetic,round_0
55-06-1,pa_h3n2,PA,pa,H3N2,[NH3+][C@@H](Cc1cc(I)c(Oc2ccc([O-])c(I)c2)c(I)c1)C(=O)[O-],5.521,0.6758,0.7574,0.8348,0.9171,0.6656,0.7931,synthetic,round_0
55-98-1,pa_h3n2,PA,pa,H3N2,CS(=O)(=O)OCCCCOS(C)(=O)=O,3.722,0.0908,0.9541,0.4508,0.3046,0.4092,0.8145,synthetic,round_0
550-99-2,pa_h3n2,PA,pa,H3N2,c1ccc2c(CC3=[NH+]CCN3)cccc2c1,3.721,0.0926,0.1243,0.2611,0.4582,0.0021,0.2951,synthetic,round_0
55079-83-9,pa_h3n2,PA,pa,H3N2,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,3.31,0.813,0.5849,0.8851,0.985,0.9837,0.0974,synthetic,round_0
55268-74-1,pa_h3n2,PA,pa,H3N2,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,5.521,0.5794,0.4167,0.3051,0.2554,0.4411,0.1465,synthetic,round_0
553-08-2,pa_h3n2,PA,pa,H3N2,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,3.463,0.9834,0.9982,0.9939,0.9805,0.0901,0.0121,synthetic,round_0
555-30-6,pa_h3n2,PA,pa,H3N2,C[C@]([NH3+])(Cc1ccc(O)c(O)c1)C(=O)[O-],4.428,0.6014,0.1195,0.7691,0.8962,0.7275,0.7025,synthetic,round_0
5593-20-4,pa_h3n2,PA,pa,H3N2,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3.427,0.5811,0.7626,0.4084,0.1807,0.0013,0.005,synthetic,round_0
56-85-9,pa_h3n2,PA,pa,H3N2,NC(=O)CC[C@H]([NH3+])C(=O)[O-],3.836,0.4077,0.116,0.1628,0.2266,0.7324,0.6797,synthetic,round_0
56180-94-0,pa_h3n2,PA,pa,H3N2,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,3.785,0.9047,0.4136,0.361,0.6677,0.5964,0.5278,synthetic,round_0
56211-40-6,pa_h3n2,PA,pa,H3N2,Cc1cccc(Nc2cc[nH+]cc2S(=O)(=O)[N-]C(=O)NC(C)C)c1,5.921,0.6737,0.9298,0.791,0.9525,0.7888,0.9726,synthetic,round_0
56296-78-7,pa_h3n2,PA,pa,H3N2,C[NH2+]CC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,6.148,0.2049,0.1414,0.9903,0.9615,0.8629,0.7467,synthetic,round_0
57-41-0,pa_h3n2,PA,pa,H3N2,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,4.471,0.4741,0.9542,0.6753,0.3252,0.7661,0.8395,synthetic,round_0
57-66-9,pa_h3n2,PA,pa,H3N2,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,5.61,0.8457,0.9545,0.424,0.6699,0.397,0.3874,synthetic,round_0
57-68-1,pa_h3n2,PA,pa,H3N2,Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1,3.358,0.1309,0.1975,0.6257,0.5941,0.6124,0.2749,synthetic,round_0
57248-88-1,pa_h3n2,PA,pa,H3N2,[NH3+]CC[C@](O)(P(=O)([O-])[O-])P(=O)([O-])O,4.576,0.9987,0.9552,0.9979,0.9804,0.6981,0.209,synthetic,round_0
57808-65-8,pa_h3n2,PA,pa,H3N2,Cc1cc([C@H](C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1[O-],3.652,0.7835,0.9978,0.4075,0.1384,0.4962,0.4747,synthetic,round_0
57852-57-0,pa_h3n2,PA,pa,H3N2,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,4.446,0.5866,0.9205,0.1361,0.4534,0.7423,0.8666,synthetic,round_0
5786-21-0,pa_h3n2,PA,pa,H3N2,C[NH+]1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,5.696,0.7926,0.8831,0.9009,0.9651,0.0319,0.0672,synthetic,round_0
58-32-2,pa_h3n2,PA,pa,H3N2,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,4.505,0.6254,0.4847,0.7984,0.8544,0.1674,0.0954,synthetic,round_0
58-56-0,pa_h3n2,PA,pa,H3N2,Cc1[nH+]cc(CO)c(CO)c1[O-],4.272,0.6284,0.0848,0.5297,0.3093,0.072,0.1062,synthetic,round_0
58-61-7,pa_h3n2,PA,pa,H3N2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,3.886,0.0293,0.1316,0.1338,0.0561,0.536,0.3457,synthetic,round_0
58-96-8,pa_h3n2,PA,pa,H3N2,O=c1ccn([C@@H]2O[C@H](CO)[C@H](O)[C@@H]2O)c(=O)[nH]1,4.031,0.8725,0.2425,0.5514,0.3164,0.5186,0.3783,synthetic,round_0
58579-51-4,pa_h3n2,PA,pa,H3N2,O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1,3.543,0.9882,0.7567,0.9423,0.9906,0.0765,0.042,synthetic,round_0
5874-97-5,pa_h3n2,PA,pa,H3N2,CC(C)[NH2+]C[C@H](O)c1cc(O)cc(O)c1,3.679,0.9745,0.9409,0.9877,0.9956,0.4278,0.5285,synthetic,round_0
59-05-2,pa_h3n2,PA,pa,H3N2,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,4.512,0.8671,0.8523,0.3959,0.3559,0.7174,0.7173,synthetic,round_0
59-67-6,pa_h3n2,PA,pa,H3N2,O=C([O-])c1cccnc1,3.664,0.1378,0.083,0.0393,0.1292,0.6532,0.4139,synthetic,round_0
59-87-0,pa_h3n2,PA,pa,H3N2,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,4.43,0.9111,0.9772,0.999,0.9884,0.2536,0.0747,synthetic,round_0
590-63-6,pa_h3n2,PA,pa,H3N2,C[C@@H](C[N+](C)(C)C)OC(N)=O,6.315,0.9778,0.9664,0.9927,0.8879,0.9938,0.9673,synthetic,round_0
595-33-5,pa_h3n2,PA,pa,H3N2,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.329,0.0677,0.78,0.5436,0.8195,0.4105,0.3438,synthetic,round_0
60-32-2,pa_h3n2,PA,pa,H3N2,[NH3+]CCCCCC(=O)[O-],4.215,0.008,0.0381,0.4464,0.1008,0.6479,0.0276,synthetic,round_0
60-56-0,pa_h3n2,PA,pa,H3N2,Cn1cc[nH]c1=S,5.877,0.8931,0.7813,0.9191,0.9876,0.6608,0.6804,synthetic,round_0
6018-19-5,pa_h3n2,PA,pa,H3N2,Nc1ccc(C(=O)[O-])c(O)c1,4.136,0.8902,0.9704,0.6491,0.6103,0.7724,0.4674,synthetic,round_0
603-50-9,pa_h3n2,PA,pa,H3N2,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2cccc[nH+]2)cc1,3.969,0.216,0.2841,0.484,0.7028,0.2359,0.2754,synthetic,round_0
61-16-5,pa_h3n2,PA,pa,H3N2,COc1ccc(OC)c([C@@H](O)[C@H](C)[NH3+])c1,4.128,0.4037,0.1894,0.1103,0.2889,0.1956,0.5768,synthetic,round_0
61-76-7,pa_h3n2,PA,pa,H3N2,C[NH2+]C[C@H](O)c1cccc(O)c1,4.541,0.9038,0.9161,0.721,0.6225,0.4853,0.4821,synthetic,round_0
61318-91-0,pa_h3n2,PA,pa,H3N2,Clc1ccc(CS[C@@H](Cn2cc[nH+]c2)c2ccc(Cl)cc2Cl)cc1,4.018,0.3503,0.267,0.1673,0.7662,0.1453,0.0866,synthetic,round_0
61718-82-9,pa_h3n2,PA,pa,H3N2,COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1,5.259,0.4544,0.8406,0.2619,0.296,0.9163,0.6035,synthetic,round_0
61825-94-3,pa_h3n2,PA,pa,H3N2,N[C@@H]1CCCC[C@H]1[NH3+],4.629,0.7619,0.9845,0.9062,0.9797,0.2855,0.1888,synthetic,round_0
62-31-7,pa_h3n2,PA,pa,H3N2,[NH3+]CCc1ccc(O)c(O)c1,4.974,0.9929,0.9775,0.3212,0.1206,0.5937,0.7274,synthetic,round_0
62-97-5,pa_h3n2,PA,pa,H3N2,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,4.612,0.1493,0.6993,0.2558,0.6038,0.6026,0.8763,synthetic,round_0
62013-04-1,pa_h3n2,PA,pa,H3N2,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,3.279,0.6493,0.8957,0.6143,0.6646,0.1538,0.5541,synthetic,round_0
624-49-7,pa_h3n2,PA,pa,H3N2,COC(=O)/C=C/C(=O)OC,4.755,0.6421,0.69,0.9437,0.3522,0.3123,0.2346,synthetic,round_0
62571-86-2,pa_h3n2,PA,pa,H3N2,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)[O-],5.51,0.4116,0.2869,0.9833,0.8771,0.2801,0.2766,synthetic,round_0
62893-19-0,pa_h3n2,PA,pa,H3N2,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,3.881,0.1186,0.5412,0.1497,0.0925,0.4204,0.9955,synthetic,round_0
63-45-6,pa_h3n2,PA,pa,H3N2,COc1cc(N[C@H](C)CCC[NH3+])c2ncccc2c1,3.933,0.1177,0.0679,0.4195,0.0431,0.4028,0.0121,synthetic,round_0
63-74-1,pa_h3n2,PA,pa,H3N2,Nc1ccc(S(N)(=O)=O)cc1,3.18,0.4953,0.1228,0.1524,0.0757,0.5652,0.028,synthetic,round_0
63-92-3,pa_h3n2,PA,pa,H3N2,C[C@@H](COc1ccccc1)[N@@H+](CCCl)Cc1ccccc1,4.616,0.64,0.3597,0.8526,0.8445,0.4291,0.4132,synthetic,round_0
635728-49-3,pa_h3n2,PA,pa,H3N2,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,3.957,0.2175,0.2439,0.9252,0.6911,0.8223,0.3815,synthetic,round_0
63659-19-8,pa_h3n2,PA,pa,H3N2,CC(C)[NH2+]C[C@@H](O)COc1ccc(CCOCC2CC2)cc1,3.935,0.0405,0.344,0.0645,0.1919,0.3083,0.322,synthetic,round_0
64-75-5,pa_h3n2,PA,pa,H3N2,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,3.513,0.8255,0.809,0.1435,0.5736,0.7314,0.4237,synthetic,round_0
64-77-7,pa_h3n2,PA,pa,H3N2,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,4.382,0.7477,0.318,0.7063,0.9824,0.2286,0.0652,synthetic,round_0
641571-10-0,pa_h3n2,PA,pa,H3N2,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,4.411,0.7995,0.9352,0.4022,0.1559,0.7004,0.4256,synthetic,round_0
64228-81-5,pa_h3n2,PA,pa,H3N2,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,4.416,0.6605,0.9873,0.538,0.7547,0.3787,0.5012,synthetic,round_0
64461-82-1,pa_h3n2,PA,pa,H3N2,Clc1ccc2nsnc2c1N=C1NCCN1,3.887,0.664,0.8528,0.1181,0.0622,0.9285,0.6814,synthetic,round_0
645-05-6,pa_h3n2,PA,pa,H3N2,CN(C)c1nc(N(C)C)nc(N(C)C)n1,4.73,0.8549,0.5086,0.6811,0.5127,0.3947,0.0322,synthetic,round_0
64872-77-1,pa_h3n2,PA,pa,H3N2,Clc1ccc(CC[C@@H](Cn2cc[nH+]c2)Sc2c(Cl)cccc2Cl)cc1,4.368,0.9694,0.8067,0.8211,0.6098,0.5517,0.4358,synthetic,round_0
6493-05-6,pa_h3n2,PA,pa,H3N2,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,4.202,0.9901,0.7465,0.8772,0.8477,0.2174,0.6547,synthetic,round_0
65-28-1,pa_h3n2,PA,pa,H3N2,Cc1ccc(N(CC2=[NH+]CCN2)c2cccc(O)c2)cc1,3.989,0.0894,0.2579,0.1768,0.3619,0.2839,0.6641,synthetic,round_0
65-29-2,pa_h3n2,PA,pa,H3N2,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,3.548,0.9943,0.9735,0.4568,0.7237,0.0882,0.1462,synthetic,round_0
65277-42-1,pa_h3n2,PA,pa,H3N2,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cc[nH+]c4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.325,0.5919,0.6207,0.2807,0.6071,0.6929,0.6911,synthetic,round_0
65473-14-5,pa_h3n2,PA,pa,H3N2,C[N@@H+](CC=Cc1ccccc1)Cc1cccc2ccccc12,4.924,0.9847,0.9053,0.824,0.9588,0.0184,0.0219,synthetic,round_0
65928-58-7,pa_h3n2,PA,pa,H3N2,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(O)CC#N,4.597,0.8026,0.8159,0.4198,0.3935,0.2214,0.0705,synthetic,round_0
66085-59-4,pa_h3n2,PA,pa,H3N2,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,3.869,0.1364,0.9051,0.9743,0.821,0.6703,0.8822,synthetic,round_0
66104-23-2,pa_h3n2,PA,pa,H3N2,CCC[N@H+]1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,4.487,0.8638,0.8047,0.1684,0.3972,0.2528,0.0424,synthetic,round_0
66357-59-3,pa_h3n2,PA,pa,H3N2,C/[NH+]=C(\C[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,4.57,0.9055,0.7222,0.5784,0.6381,0.7726,0.7896,synthetic,round_0
67-03-8,pa_h3n2,PA,pa,H3N2,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,4.225,0.9948,0.9036,0.997,0.9718,0.2131,0.5652,synthetic,round_0
67-48-1,pa_h3n2,PA,pa,H3N2,C[N+](C)(C)CCO,4.442,0.3973,0.8527,0.38,0.5662,0.8234,0.7504,synthetic,round_0
67-73-2,pa_h3n2,PA,pa,H3N2,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,5.377,0.8887,0.8952,0.7297,0.9807,0.6544,0.7534,synthetic,round_0
67-92-5,pa_h3n2,PA,pa,H3N2,CC[NH+](CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,4.206,0.4716,0.4716,0.4639,0.8073,0.1149,0.0889,synthetic,round_0
68-19-9,pa_h3n2,PA,pa,H3N2,CC1=C2N[C@@](C)([C@@H]3N=C(/C(C)=C4\N=C(/C=C5\N=C1[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)C(C)(C)[C@@H]4CCC(N)=O)[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n4cnc5cc(C)c(C)cc54)O[C@@H]1CO)[C@H]3CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O,4.427,0.9449,0.9802,0.9626,0.5306,0.3044,0.196,synthetic,round_0
68-35-9,pa_h3n2,PA,pa,H3N2,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,3.547,0.3277,0.4568,0.2642,0.0902,0.2073,0.1557,synthetic,round_0
68-41-7,pa_h3n2,PA,pa,H3N2,[NH3+][C@@H]1CONC1=O,3.896,0.7037,0.8126,0.2049,0.5041,0.1222,0.063,synthetic,round_0
